# omega(GeV)	rho(GeV^-1)
-1.000000	8.989511e-68
-0.950000	9.152207e-67
-0.900000	9.319251e-66
-0.850000	9.490799e-65
-0.800000	9.667013e-64
-0.750000	9.848064e-63
-0.700000	1.003413e-61
-0.650000	1.022540e-60
-0.600000	1.042206e-59
-0.550000	1.062432e-58
-0.500000	1.083240e-57
-0.450000	1.104651e-56
-0.400000	1.126690e-55
-0.350000	1.149382e-54
-0.300000	1.172751e-53
-0.250000	1.196825e-52
-0.200000	1.221634e-51
-0.150000	1.247206e-50
-0.100000	1.273574e-49
-0.050000	1.300771e-48
0.000000	1.328833e-47
0.050000	1.357795e-46
0.100000	1.387698e-45
0.150000	1.418581e-44
0.200000	1.450490e-43
0.250000	1.483469e-42
0.300000	1.517566e-41
0.350000	1.552835e-40
0.400000	1.589328e-39
0.450000	1.627102e-38
0.500000	1.666220e-37
0.550000	1.706746e-36
0.600000	1.748747e-35
0.650000	1.792298e-34
0.700000	1.837475e-33
0.750000	1.884360e-32
0.800000	1.933042e-31
0.850000	1.983615e-30
0.900000	2.036176e-29
0.950000	2.090834e-28
1.000000	2.147702e-27
1.050000	2.206902e-26
1.100000	2.268563e-25
1.150000	2.332826e-24
1.200000	2.399841e-23
1.250000	2.469768e-22
1.300000	2.542781e-21
1.350000	2.619067e-20
1.400000	2.698826e-19
1.450000	2.782276e-18
1.500000	2.869651e-17
1.550000	2.961207e-16
1.600000	3.057219e-15
1.650000	3.157985e-14
1.700000	3.263834e-13
1.750000	3.375119e-12
1.800000	3.492228e-11
1.850000	3.615587e-10
1.900000	3.745660e-09
1.950000	3.882959e-08
2.000000	3.630628e-07
2.050000	4.840731e-07
2.100000	6.436265e-07
2.150000	8.526743e-07
2.200000	1.126065e-06
2.250000	1.485064e-06
2.300000	1.962711e-06
2.350000	2.606338e-06
2.450000	4.668538e-06
2.500000	6.275226e-06
2.550000	8.430230e-06
2.600000	1.129222e-05
2.650000	1.506539e-05
2.700000	2.003699e-05
2.750000	2.663707e-05
2.800000	3.549048e-05
2.850000	4.745973e-05
2.900000	6.374209e-05
2.950000	8.598467e-05
3.000000	1.164998e-04
3.050000	1.587046e-04
3.100000	2.173889e-04
3.150000	2.990807e-04
3.200000	4.120406e-04
3.250000	4.923444e-04
3.300000	6.624414e-04
3.350000	8.749219e-04
3.400000	1.162892e-03
3.450000	1.568249e-03
3.500000	2.081928e-03
3.550000	2.767732e-03
3.600000	3.687342e-03
3.650000	4.913968e-03
3.700000	6.514539e-03
3.750000	8.709303e-03
3.800000	1.161990e-02
3.850000	1.551037e-02
3.900000	2.079454e-02
3.950000	2.787663e-02
4.000000	3.748228e-02
4.050000	5.051819e-02
4.100000	6.826912e-02
4.150000	9.251203e-02
4.200000	1.257229e-01
4.250000	1.707897e-01
4.300000	2.321263e-01
4.350000	3.133174e-01
4.400000	4.192087e-01
4.450000	5.508452e-01
4.500000	7.042355e-01
4.550000	8.686356e-01
4.600000	1.025436e+00
4.650000	1.151118e+00
4.700000	1.231847e+00
4.750000	1.270318e+00
4.800000	1.263766e+00
4.850000	1.221675e+00
4.900000	1.155807e+00
4.950000	1.070295e+00
5.000000	9.734070e-01
5.050000	8.710844e-01
5.100000	7.675809e-01
5.150000	6.670897e-01
5.200000	5.730116e-01
5.250000	4.870845e-01
5.300000	4.108192e-01
5.350000	3.444577e-01
5.400000	2.875801e-01
5.450000	2.394949e-01
5.500000	1.991724e-01
5.550000	1.655865e-01
5.600000	1.377682e-01
5.650000	1.147465e-01
5.700000	9.575322e-02
5.750000	8.006030e-02
5.800000	6.708062e-02
5.850000	5.633884e-02
5.900000	4.742581e-02
5.950000	4.001660e-02
6.000000	3.385010e-02
6.050000	2.869938e-02
6.100000	2.438590e-02
6.150000	2.076595e-02
6.200000	1.771847e-02
6.250000	1.514749e-02
6.300000	1.298276e-02
6.350000	1.114245e-02
6.400000	9.579588e-03
6.450000	8.252629e-03
6.500000	7.119108e-03
6.550000	6.150817e-03
6.600000	5.323560e-03
6.650000	4.615024e-03
6.700000	4.007259e-03
6.750000	3.484957e-03
6.800000	3.035564e-03
6.850000	2.648510e-03
6.900000	2.314503e-03
6.950000	2.025717e-03
7.000000	1.776525e-03
7.050000	1.560696e-03
7.100000	1.371455e-03
7.150000	1.209300e-03
7.200000	1.062955e-03
7.250000	9.450935e-04
7.300000	8.384296e-04
7.350000	7.227685e-04
7.400000	6.437026e-04
7.450000	5.746184e-04
7.500000	5.140877e-04
7.550000	4.609476e-04
7.600000	4.142683e-04
7.650000	3.731731e-04
7.700000	3.368976e-04
7.750000	3.048712e-04
7.800000	2.765259e-04
7.850000	2.513773e-04
7.900000	2.322569e-04
7.950000	2.120448e-04
8.000000	1.939950e-04
