# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-1.379920e+01
0.010000	-1.380670e+01
0.020000	-1.381430e+01
0.030000	-1.382190e+01
0.040000	-1.382940e+01
0.050000	-1.383700e+01
0.060000	-1.384480e+01
0.070000	-1.385260e+01
0.080000	-1.386060e+01
0.090000	-1.386860e+01
0.100000	-1.387670e+01
0.110000	-1.388490e+01
0.120000	-1.389310e+01
0.130000	-1.390150e+01
0.140000	-1.390990e+01
0.150000	-1.391840e+01
0.160000	-1.392700e+01
0.170000	-1.393570e+01
0.180000	-1.394440e+01
0.190000	-1.395330e+01
0.200000	-1.396230e+01
0.210000	-1.397130e+01
0.220000	-1.398040e+01
0.230000	-1.398970e+01
0.240000	-1.399900e+01
0.250000	-1.400850e+01
0.260000	-1.401800e+01
0.270000	-1.402760e+01
0.280000	-1.403740e+01
0.290000	-1.404720e+01
0.300000	-1.405720e+01
0.310000	-1.406730e+01
0.320000	-1.407750e+01
0.330000	-1.408780e+01
0.340000	-1.409820e+01
0.350000	-1.410880e+01
0.360000	-1.411940e+01
0.370000	-1.413020e+01
0.380000	-1.414110e+01
0.390000	-1.415220e+01
0.400000	-1.416340e+01
0.410000	-1.417460e+01
0.420000	-1.418600e+01
0.430000	-1.419760e+01
0.440000	-1.420930e+01
0.450000	-1.422120e+01
0.460000	-1.423320e+01
0.470000	-1.424540e+01
0.480000	-1.425770e+01
0.490000	-1.427020e+01
0.500000	-1.428290e+01
0.510000	-1.429570e+01
0.520000	-1.430860e+01
0.530000	-1.432180e+01
0.540000	-1.433510e+01
0.550000	-1.434860e+01
0.560000	-1.436220e+01
0.570000	-1.437610e+01
0.580000	-1.439010e+01
0.590000	-1.440440e+01
0.600000	-1.441880e+01
0.610000	-1.443340e+01
0.620000	-1.444820e+01
0.630000	-1.446330e+01
0.640000	-1.447850e+01
0.650000	-1.449400e+01
0.660000	-1.450970e+01
0.670000	-1.452560e+01
0.680000	-1.454180e+01
0.690000	-1.455820e+01
0.700000	-1.457490e+01
0.710000	-1.459180e+01
0.720000	-1.460890e+01
0.730000	-1.462640e+01
0.740000	-1.464410e+01
0.750000	-1.466220e+01
0.760000	-1.468040e+01
0.770000	-1.469890e+01
0.780000	-1.471780e+01
0.790000	-1.473700e+01
0.800000	-1.475660e+01
0.810000	-1.477640e+01
0.820000	-1.479650e+01
0.830000	-1.481710e+01
0.840000	-1.483800e+01
0.850000	-1.485930e+01
0.860000	-1.488080e+01
0.870000	-1.490280e+01
0.880000	-1.492520e+01
0.890000	-1.494800e+01
0.900000	-1.497130e+01
0.910000	-1.499490e+01
0.920000	-1.501900e+01
0.930000	-1.504360e+01
0.940000	-1.506870e+01
0.950000	-1.509430e+01
0.960000	-1.512020e+01
0.970000	-1.514670e+01
0.980000	-1.517380e+01
0.990000	-1.520150e+01
1.000000	-1.522980e+01
1.010000	-1.525850e+01
1.020000	-1.528790e+01
1.030000	-1.531800e+01
1.040000	-1.534880e+01
1.050000	-1.538020e+01
1.060000	-1.541220e+01
1.070000	-1.544490e+01
1.080000	-1.547840e+01
1.090000	-1.551280e+01
1.100000	-1.554800e+01
1.110000	-1.558360e+01
1.120000	-1.562020e+01
1.130000	-1.565790e+01
1.140000	-1.569650e+01
1.150000	-1.573620e+01
1.160000	-1.577650e+01
1.170000	-1.581800e+01
1.180000	-1.586060e+01
1.190000	-1.590450e+01
1.200000	-1.594950e+01
1.210000	-1.599530e+01
1.220000	-1.604240e+01
1.230000	-1.609090e+01
1.240000	-1.614090e+01
1.250000	-1.619220e+01
1.260000	-1.624430e+01
1.270000	-1.629810e+01
1.280000	-1.635360e+01
1.290000	-1.641080e+01
1.300000	-1.646970e+01
1.310000	-1.652970e+01
1.320000	-1.659170e+01
1.330000	-1.665560e+01
1.340000	-1.672150e+01
1.350000	-1.678940e+01
1.360000	-1.685870e+01
1.370000	-1.693020e+01
1.380000	-1.700400e+01
1.390000	-1.708010e+01
1.400000	-1.715840e+01
1.410000	-1.723850e+01
1.420000	-1.732120e+01
1.430000	-1.740630e+01
1.440000	-1.749390e+01
1.450000	-1.758400e+01
1.460000	-1.767650e+01
1.470000	-1.777160e+01
1.480000	-1.786920e+01
1.490000	-1.796920e+01
1.500000	-1.807180e+01
1.510000	-1.817770e+01
1.520000	-1.828570e+01
1.530000	-1.839580e+01
1.540000	-1.850810e+01
1.550000	-1.862250e+01
1.560000	-1.874130e+01
1.570000	-1.886110e+01
1.580000	-1.898200e+01
1.590000	-1.910380e+01
1.600000	-1.922660e+01
1.610000	-1.935500e+01
1.620000	-1.948210e+01
1.630000	-1.960790e+01
1.640000	-1.973250e+01
1.650000	-1.985580e+01
1.660000	-1.998540e+01
1.670000	-2.011000e+01
1.680000	-2.022950e+01
1.690000	-2.034390e+01
1.700000	-2.045330e+01
1.710000	-2.056820e+01
1.720000	-2.067270e+01
1.730000	-2.076680e+01
1.740000	-2.085050e+01
1.750000	-2.092370e+01
1.760000	-2.099840e+01
1.770000	-2.105680e+01
1.780000	-2.109880e+01
1.790000	-2.112460e+01
1.800000	-2.113400e+01
1.810000	-2.113600e+01
1.820000	-2.111720e+01
1.830000	-2.107770e+01
1.840000	-2.101750e+01
1.850000	-2.093660e+01
1.860000	-2.083550e+01
1.870000	-2.071340e+01
1.880000	-2.057030e+01
1.890000	-2.040610e+01
1.900000	-2.022100e+01
1.910000	-2.000480e+01
1.920000	-1.977260e+01
1.930000	-1.952440e+01
1.940000	-1.926030e+01
1.950000	-1.898020e+01
1.960000	-1.866660e+01
1.970000	-1.834580e+01
1.980000	-1.801790e+01
