# omega(GeV)	rho(GeV^-1)
-1.000000	-3.726130e-03
-0.995000	-3.787770e-03
-0.990000	-3.851210e-03
-0.985000	-3.916490e-03
-0.980000	-3.983690e-03
-0.975000	-4.052830e-03
-0.970000	-4.123960e-03
-0.965000	-4.197110e-03
-0.960000	-4.272320e-03
-0.955000	-4.349600e-03
-0.950000	-4.428940e-03
-0.945000	-4.308050e-03
-0.940000	-4.186880e-03
-0.935000	-4.065440e-03
-0.930000	-3.943770e-03
-0.925000	-3.821920e-03
-0.920000	-3.699900e-03
-0.915000	-3.577770e-03
-0.910000	-3.455560e-03
-0.905000	-3.333310e-03
-0.900000	-3.211060e-03
-0.895000	-3.112660e-03
-0.890000	-3.009410e-03
-0.885000	-2.901220e-03
-0.880000	-2.788010e-03
-0.875000	-2.669670e-03
-0.870000	-2.546130e-03
-0.865000	-2.417290e-03
-0.860000	-2.283060e-03
-0.855000	-2.143360e-03
-0.850000	-1.998090e-03
-0.845000	-1.767900e-03
-0.840000	-1.548520e-03
-0.835000	-1.340230e-03
-0.830000	-1.143350e-03
-0.825000	-9.582130e-04
-0.820000	-7.851340e-04
-0.815000	-6.244490e-04
-0.810000	-4.765000e-04
-0.805000	-3.416320e-04
-0.800000	-2.202010e-04
-0.795000	-2.049020e-04
-0.790000	-1.846510e-04
-0.785000	-1.593240e-04
-0.780000	-1.287930e-04
-0.775000	-9.292620e-05
-0.770000	-5.158600e-05
-0.765000	-4.631260e-06
-0.760000	4.808400e-05
-0.755000	1.067110e-04
-0.750000	1.714060e-04
-0.745000	2.892790e-04
-0.740000	4.039110e-04
-0.735000	5.151930e-04
-0.730000	6.230110e-04
-0.725000	7.272500e-04
-0.720000	8.277900e-04
-0.715000	9.245100e-04
-0.710000	1.017290e-03
-0.705000	1.105990e-03
-0.700000	1.190490e-03
-0.695000	1.234790e-03
-0.690000	1.281960e-03
-0.685000	1.332100e-03
-0.680000	1.385270e-03
-0.675000	1.441550e-03
-0.670000	1.501040e-03
-0.665000	1.563830e-03
