# omega(GeV)	rho(GeV^-1)
-1.000000	-9.609991e-04
-0.950000	-1.215320e-03
-0.900000	-1.521727e-03
-0.850000	-1.885592e-03
-0.800000	-2.283987e-03
-0.750000	-2.674714e-03
-0.700000	-3.098018e-03
-0.650000	-3.502079e-03
-0.600000	-3.910793e-03
-0.550000	-4.327081e-03
-0.500000	-4.806257e-03
-0.450000	-5.230322e-03
-0.400000	-5.639593e-03
-0.350000	-6.038263e-03
-0.300000	-6.369914e-03
-0.250000	-6.682310e-03
-0.200000	-6.760141e-03
-0.150000	-6.749705e-03
-0.100000	-5.940616e-03
-0.050000	-4.259401e-03
0.000000	3.551793e-17
0.050000	8.834946e-03
0.100000	2.801526e-02
0.150000	7.066864e-02
0.200000	1.671585e-01
0.250000	3.707000e-01
0.300000	6.951648e-01
0.350000	9.433618e-01
0.400000	9.652599e-01
0.450000	8.658958e-01
0.500000	7.581162e-01
0.550000	6.672585e-01
0.600000	5.973613e-01
0.650000	5.446057e-01
0.700000	5.048345e-01
0.750000	4.749997e-01
0.800000	4.521459e-01
0.850000	4.356917e-01
0.900000	4.231739e-01
0.950000	4.139512e-01
1.000000	4.074564e-01
1.050000	4.034574e-01
1.100000	4.014598e-01
1.150000	4.007331e-01
1.200000	4.013570e-01
1.250000	4.017404e-01
1.300000	4.033661e-01
1.350000	4.057001e-01
1.400000	4.076625e-01
1.450000	4.095734e-01
1.500000	4.100731e-01
1.550000	4.092313e-01
1.600000	4.065971e-01
1.650000	4.017359e-01
1.700000	3.945485e-01
1.750000	3.843591e-01
1.800000	3.718692e-01
1.850000	3.564683e-01
1.900000	3.384875e-01
1.950000	3.184367e-01
2.000000	2.967441e-01
2.050000	2.739310e-01
2.100000	2.506988e-01
2.150000	2.276760e-01
2.200000	2.053161e-01
2.250000	1.841399e-01
2.300000	1.643442e-01
2.350000	1.459875e-01
2.450000	1.143493e-01
2.500000	1.008899e-01
2.550000	8.893081e-02
2.600000	7.832399e-02
2.650000	6.897768e-02
2.700000	6.075738e-02
2.750000	5.350808e-02
2.800000	4.715640e-02
2.850000	4.159160e-02
2.900000	3.671368e-02
2.950000	3.243651e-02
3.000000	2.868174e-02
3.050000	2.538641e-02
3.100000	2.248594e-02
3.150000	1.995777e-02
3.200000	1.771438e-02
3.250000	1.573267e-02
3.300000	1.398541e-02
3.350000	1.244084e-02
3.400000	1.107534e-02
3.450000	9.865337e-03
3.500000	8.793247e-03
3.550000	7.839634e-03
3.600000	6.990200e-03
3.650000	6.243645e-03
3.700000	5.576170e-03
3.750000	4.981701e-03
3.800000	4.452438e-03
3.850000	3.982276e-03
3.900000	3.562263e-03
3.950000	3.186867e-03
4.000000	2.851930e-03
4.050000	2.552969e-03
4.100000	2.285958e-03
4.150000	2.047536e-03
4.200000	1.834530e-03
4.250000	1.643768e-03
4.300000	1.473727e-03
4.350000	1.321713e-03
4.400000	1.185877e-03
4.450000	1.064233e-03
4.500000	9.558987e-04
4.550000	8.588218e-04
4.600000	7.715613e-04
4.650000	6.939335e-04
4.700000	6.244365e-04
4.750000	5.617871e-04
4.800000	5.060446e-04
4.850000	4.563836e-04
4.900000	4.094068e-04
4.950000	3.702699e-04
5.000000	3.332266e-04
5.050000	2.940496e-04
5.100000	2.583276e-04
5.150000	2.270509e-04
5.200000	1.996506e-04
5.250000	1.756329e-04
5.300000	1.545690e-04
5.350000	1.360861e-04
5.400000	1.198600e-04
5.450000	1.056083e-04
5.500000	9.308512e-05
5.550000	8.207589e-05
5.600000	7.239346e-05
5.650000	6.387443e-05
5.700000	5.637601e-05
5.750000	4.977339e-05
5.800000	4.395738e-05
5.850000	3.883241e-05
5.900000	3.431478e-05
5.950000	3.033117e-05
6.000000	2.681729e-05
6.050000	2.371676e-05
6.100000	2.098010e-05
6.150000	1.856388e-05
6.200000	1.642994e-05
6.250000	1.454477e-05
6.300000	1.287890e-05
6.350000	1.140641e-05
6.400000	1.010453e-05
6.450000	8.953170e-06
6.500000	7.934684e-06
6.550000	7.033513e-06
6.600000	6.235952e-06
6.650000	5.529924e-06
6.700000	4.904781e-06
6.750000	4.351133e-06
6.800000	3.860696e-06
6.850000	3.426161e-06
6.900000	3.041075e-06
6.950000	2.699741e-06
7.000000	2.397128e-06
7.050000	2.128790e-06
7.100000	1.890801e-06
7.150000	1.679689e-06
7.200000	1.492382e-06
7.250000	1.326169e-06
7.300000	1.178646e-06
7.350000	1.047689e-06
7.400000	9.314196e-07
7.450000	8.281720e-07
7.500000	7.364734e-07
7.550000	6.550187e-07
7.600000	5.826523e-07
7.650000	5.183503e-07
7.700000	4.612054e-07
7.750000	4.104133e-07
7.800000	3.652613e-07
7.850000	3.251174e-07
7.900000	2.894210e-07
7.950000	2.576750e-07
8.000000	2.294385e-07
