# omega(GeV)	rho(GeV^-1)
-1.000000	7.853605e-07
-0.950000	9.189151e-07
-0.900000	1.114950e-06
-0.850000	1.370679e-06
-0.800000	1.687100e-06
-0.750000	2.071805e-06
-0.700000	2.528660e-06
-0.650000	3.091670e-06
-0.600000	3.812192e-06
-0.550000	4.796374e-06
-0.500000	6.134232e-06
-0.450000	7.984504e-06
-0.400000	1.054116e-05
-0.350000	1.394077e-05
-0.300000	1.823695e-05
-0.250000	2.335628e-05
-0.200000	2.906245e-05
-0.150000	3.532423e-05
-0.100000	4.268571e-05
-0.050000	5.242650e-05
0.000000	7.200142e-05
0.050000	9.421727e-05
0.100000	1.248748e-04
0.150000	1.668469e-04
0.200000	2.235793e-04
0.250000	3.010706e-04
0.300000	4.094716e-04
0.350000	5.759678e-04
0.400000	7.822492e-04
0.450000	1.110813e-03
0.500000	1.582082e-03
0.550000	2.272033e-03
0.600000	3.285322e-03
0.650000	4.836383e-03
0.700000	7.185470e-03
0.750000	1.089502e-02
0.800000	1.641150e-02
0.850000	2.508269e-02
0.900000	3.877879e-02
0.950000	6.021197e-02
1.000000	9.389165e-02
1.050000	1.465473e-01
1.100000	2.276288e-01
1.150000	3.437925e-01
1.200000	5.025272e-01
1.250000	7.052150e-01
1.300000	8.773056e-01
1.350000	1.004710e+00
1.400000	1.062981e+00
1.450000	1.071173e+00
1.500000	1.050021e+00
1.550000	1.020998e+00
1.600000	9.880248e-01
1.650000	9.561695e-01
1.700000	9.277791e-01
1.750000	8.991247e-01
1.800000	8.664421e-01
1.850000	8.279560e-01
1.900000	7.820036e-01
1.950000	7.273902e-01
2.000000	6.657812e-01
2.050000	5.981955e-01
2.100000	5.283697e-01
2.150000	4.596195e-01
2.200000	3.943131e-01
2.250000	3.349250e-01
2.300000	2.820853e-01
2.350000	2.364036e-01
2.450000	1.647891e-01
2.500000	1.374985e-01
2.550000	1.147829e-01
2.600000	9.595501e-02
2.650000	8.037789e-02
2.700000	6.747302e-02
2.750000	5.681819e-02
2.800000	4.794216e-02
2.850000	4.055462e-02
2.900000	3.439714e-02
2.950000	2.922891e-02
3.000000	2.484008e-02
3.050000	2.119140e-02
3.100000	1.811504e-02
3.150000	1.551739e-02
3.200000	1.331071e-02
3.250000	1.143172e-02
3.300000	9.831559e-03
3.350000	8.466816e-03
3.400000	7.268351e-03
3.450000	6.268985e-03
3.500000	5.413450e-03
3.550000	4.677938e-03
3.600000	4.029634e-03
3.650000	3.486144e-03
3.700000	3.017966e-03
3.750000	2.614163e-03
3.800000	2.267474e-03
3.850000	1.965961e-03
3.900000	1.705621e-03
3.950000	1.480364e-03
4.000000	1.285718e-03
4.050000	1.117231e-03
4.100000	9.712946e-04
4.150000	8.451012e-04
4.200000	7.357644e-04
4.250000	6.409897e-04
4.300000	5.588295e-04
4.350000	4.876753e-04
4.400000	4.214531e-04
4.450000	3.684802e-04
4.500000	3.225380e-04
4.550000	2.826253e-04
4.600000	2.479700e-04
4.650000	2.178213e-04
4.700000	1.924584e-04
4.750000	1.691848e-04
4.800000	1.493048e-04
4.850000	1.319944e-04
4.900000	1.169065e-04
4.950000	1.014150e-04
5.000000	9.022079e-05
5.050000	8.044448e-05
5.100000	6.815167e-05
5.150000	6.099446e-05
5.200000	5.472026e-05
5.250000	4.920752e-05
5.300000	4.436349e-05
5.350000	4.010979e-05
5.400000	3.636566e-05
5.450000	3.305056e-05
5.500000	3.011916e-05
5.550000	2.752041e-05
5.600000	2.520650e-05
5.650000	2.315436e-05
5.700000	2.132633e-05
5.750000	1.969406e-05
5.800000	1.823080e-05
5.850000	1.691492e-05
5.900000	1.572891e-05
5.950000	1.465477e-05
6.000000	1.362731e-05
6.050000	8.658224e-06
6.100000	5.472796e-06
6.150000	3.460357e-06
6.200000	2.188567e-06
6.250000	1.384594e-06
6.300000	8.762037e-07
6.350000	5.546315e-07
6.400000	3.511701e-07
6.450000	2.224033e-07
6.500000	1.408875e-07
6.550000	8.927069e-08
6.600000	5.657800e-08
6.650000	3.586627e-08
6.700000	2.274167e-08
6.750000	1.442294e-08
6.800000	9.149094e-09
6.850000	5.804882e-09
6.900000	3.683812e-09
6.950000	2.338237e-09
7.000000	1.484447e-09
7.050000	9.425922e-10
7.100000	5.986384e-10
7.150000	3.802639e-10
7.200000	2.415927e-10
7.250000	1.535179e-10
7.300000	9.756843e-11
7.350000	6.202020e-11
7.400000	3.943022e-11
7.450000	2.507240e-11
7.500000	1.594528e-11
7.550000	1.014230e-11
7.600000	6.452196e-12
7.650000	4.105295e-12
7.700000	2.612435e-12
7.750000	1.662686e-12
7.800000	1.058368e-12
7.850000	6.737901e-13
7.900000	4.290150e-13
7.950000	2.731991e-13
8.000000	1.739979e-13
