# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-8.457360e+00
0.010000	-8.461820e+00
0.020000	-8.466280e+00
0.030000	-8.470750e+00
0.040000	-8.475210e+00
0.050000	-8.479670e+00
0.060000	-8.484300e+00
0.070000	-8.488970e+00
0.080000	-8.493700e+00
0.090000	-8.498470e+00
0.100000	-8.503300e+00
0.110000	-8.508160e+00
0.120000	-8.513080e+00
0.130000	-8.518060e+00
0.140000	-8.523090e+00
0.150000	-8.528180e+00
0.160000	-8.533320e+00
0.170000	-8.538520e+00
0.180000	-8.543790e+00
0.190000	-8.549110e+00
0.200000	-8.554500e+00
0.210000	-8.559950e+00
0.220000	-8.565460e+00
0.230000	-8.571040e+00
0.240000	-8.576690e+00
0.250000	-8.582410e+00
0.260000	-8.588180e+00
0.270000	-8.594030e+00
0.280000	-8.599950e+00
0.290000	-8.605950e+00
0.300000	-8.612030e+00
0.310000	-8.618180e+00
0.320000	-8.624410e+00
0.330000	-8.630720e+00
0.340000	-8.637100e+00
0.350000	-8.643560e+00
0.360000	-8.650030e+00
0.370000	-8.656620e+00
0.380000	-8.663310e+00
0.390000	-8.670110e+00
0.400000	-8.677010e+00
0.410000	-8.684050e+00
0.420000	-8.691190e+00
0.430000	-8.698420e+00
0.440000	-8.705740e+00
0.450000	-8.713170e+00
0.460000	-8.720650e+00
0.470000	-8.728250e+00
0.480000	-8.735970e+00
0.490000	-8.743800e+00
0.500000	-8.751750e+00
0.510000	-8.759790e+00
0.520000	-8.767970e+00
0.530000	-8.776270e+00
0.540000	-8.784690e+00
0.550000	-8.793240e+00
0.560000	-8.801840e+00
0.570000	-8.810600e+00
0.580000	-8.819520e+00
0.590000	-8.828610e+00
0.600000	-8.837860e+00
0.610000	-8.847270e+00
0.620000	-8.856850e+00
0.630000	-8.866590e+00
0.640000	-8.876490e+00
0.650000	-8.886550e+00
0.660000	-8.896700e+00
0.670000	-8.907050e+00
0.680000	-8.917600e+00
0.690000	-8.928340e+00
0.700000	-8.939280e+00
0.710000	-8.950380e+00
0.720000	-8.961690e+00
0.730000	-8.973230e+00
0.740000	-8.985000e+00
0.750000	-8.996980e+00
0.760000	-9.009100e+00
0.770000	-9.021490e+00
0.780000	-9.034150e+00
0.790000	-9.047070e+00
0.800000	-9.060250e+00
0.810000	-9.073600e+00
0.820000	-9.087260e+00
0.830000	-9.101250e+00
0.840000	-9.115560e+00
0.850000	-9.130190e+00
0.860000	-9.145110e+00
0.870000	-9.160370e+00
0.880000	-9.175970e+00
0.890000	-9.191910e+00
0.900000	-9.208190e+00
0.910000	-9.224590e+00
0.920000	-9.241440e+00
0.930000	-9.258740e+00
0.940000	-9.276500e+00
0.950000	-9.294720e+00
0.960000	-9.313240e+00
0.970000	-9.332290e+00
0.980000	-9.351870e+00
0.990000	-9.371980e+00
1.000000	-9.392610e+00
1.010000	-9.413560e+00
1.020000	-9.435140e+00
1.030000	-9.457370e+00
1.040000	-9.480240e+00
1.050000	-9.503750e+00
1.060000	-9.527620e+00
1.070000	-9.552270e+00
1.080000	-9.577710e+00
1.090000	-9.603940e+00
1.100000	-9.630950e+00
1.110000	-9.658430e+00
1.120000	-9.686850e+00
1.130000	-9.716230e+00
1.140000	-9.746550e+00
1.150000	-9.777830e+00
1.160000	-9.809660e+00
1.170000	-9.842640e+00
1.180000	-9.876770e+00
1.190000	-9.912060e+00
1.200000	-9.948500e+00
1.210000	-9.985710e+00
1.220000	-1.002430e+01
1.230000	-1.006420e+01
1.240000	-1.010540e+01
1.250000	-1.014800e+01
1.260000	-1.019170e+01
1.270000	-1.023680e+01
1.280000	-1.028340e+01
1.290000	-1.033160e+01
1.300000	-1.038140e+01
1.310000	-1.043260e+01
1.320000	-1.048530e+01
1.330000	-1.053960e+01
1.340000	-1.059550e+01
1.350000	-1.065290e+01
1.360000	-1.071240e+01
1.370000	-1.077310e+01
1.380000	-1.083520e+01
1.390000	-1.089850e+01
1.400000	-1.096320e+01
1.410000	-1.103060e+01
1.420000	-1.109860e+01
1.430000	-1.116710e+01
1.440000	-1.123600e+01
1.450000	-1.130550e+01
1.460000	-1.137850e+01
1.470000	-1.145040e+01
1.480000	-1.152140e+01
1.490000	-1.159140e+01
1.500000	-1.166040e+01
1.510000	-1.173290e+01
1.520000	-1.180220e+01
1.530000	-1.186820e+01
1.540000	-1.193100e+01
1.550000	-1.199040e+01
1.560000	-1.205230e+01
1.570000	-1.210800e+01
1.580000	-1.215760e+01
1.590000	-1.220110e+01
1.600000	-1.223840e+01
1.610000	-1.227520e+01
1.620000	-1.230310e+01
1.630000	-1.232200e+01
1.640000	-1.233190e+01
1.650000	-1.233290e+01
1.660000	-1.232850e+01
1.670000	-1.231330e+01
1.680000	-1.228740e+01
1.690000	-1.225070e+01
1.700000	-1.220320e+01
1.710000	-1.214420e+01
1.720000	-1.207490e+01
1.730000	-1.199510e+01
1.740000	-1.190490e+01
1.750000	-1.180430e+01
1.760000	-1.168850e+01
1.770000	-1.156480e+01
1.780000	-1.143300e+01
1.790000	-1.129320e+01
1.800000	-1.114540e+01
1.810000	-1.098150e+01
1.820000	-1.081370e+01
1.830000	-1.064200e+01
1.840000	-1.046630e+01
1.850000	-1.028660e+01
1.860000	-1.009470e+01
1.870000	-9.903010e+00
1.880000	-9.711540e+00
1.890000	-9.520290e+00
1.900000	-9.329270e+00
1.910000	-9.132120e+00
