# omega(GeV)	rho(GeV^-1)
-1.000000	9.061652e-05
-0.950000	-2.152927e-04
-0.900000	-4.829234e-04
-0.850000	-7.281432e-04
-0.800000	-9.230134e-04
-0.750000	-1.133916e-03
-0.700000	-1.330476e-03
-0.650000	-1.508437e-03
-0.600000	-1.707884e-03
-0.550000	-1.895330e-03
-0.500000	-2.120273e-03
-0.450000	-2.311418e-03
-0.400000	-2.508338e-03
-0.350000	-2.726641e-03
-0.300000	-2.914877e-03
-0.250000	-3.030597e-03
-0.200000	-3.071562e-03
-0.150000	-3.014308e-03
-0.100000	-2.604567e-03
-0.050000	-1.768470e-03
0.000000	1.455707e-17
0.050000	3.490423e-03
0.100000	1.037402e-02
0.150000	2.369290e-02
0.200000	4.958563e-02
0.250000	9.877812e-02
0.300000	1.873933e-01
0.350000	3.289638e-01
0.400000	5.175462e-01
0.450000	7.018771e-01
0.500000	8.174223e-01
0.550000	8.414892e-01
0.600000	8.036640e-01
0.650000	7.431877e-01
0.700000	6.849324e-01
0.750000	6.348681e-01
0.800000	5.954857e-01
0.850000	5.663668e-01
0.900000	5.450602e-01
0.950000	5.298590e-01
1.000000	5.206241e-01
1.050000	5.144737e-01
1.100000	5.137737e-01
1.150000	5.147558e-01
1.200000	5.171947e-01
1.250000	5.211018e-01
1.300000	5.258427e-01
1.350000	5.295374e-01
1.400000	5.323982e-01
1.450000	5.321201e-01
1.500000	5.286737e-01
1.550000	5.204423e-01
1.600000	5.066969e-01
1.650000	4.872746e-01
1.700000	4.617434e-01
1.750000	4.313973e-01
1.800000	3.970692e-01
1.850000	3.603039e-01
1.900000	3.227749e-01
1.950000	2.864517e-01
2.000000	2.514139e-01
2.050000	2.189706e-01
2.100000	1.895711e-01
2.150000	1.633498e-01
2.200000	1.404146e-01
2.250000	1.204531e-01
2.300000	1.031186e-01
2.350000	8.826854e-02
2.450000	6.484529e-02
2.500000	5.560439e-02
2.550000	4.775696e-02
2.600000	4.105124e-02
2.650000	3.534367e-02
2.700000	3.046835e-02
2.750000	2.629537e-02
2.800000	2.272065e-02
2.850000	1.965620e-02
2.900000	1.701171e-02
2.950000	1.476660e-02
3.000000	1.281911e-02
3.050000	1.114412e-02
3.100000	9.690914e-03
3.150000	8.438754e-03
3.200000	7.364192e-03
3.250000	6.423165e-03
3.300000	5.593365e-03
3.350000	4.882436e-03
3.400000	4.261963e-03
3.450000	3.725086e-03
3.500000	3.256989e-03
3.550000	2.844992e-03
3.600000	2.490344e-03
3.650000	2.179121e-03
3.700000	1.909495e-03
3.750000	1.674060e-03
3.800000	1.467410e-03
3.850000	1.287721e-03
3.900000	1.136663e-03
3.950000	9.991744e-04
4.000000	8.790195e-04
4.050000	7.740366e-04
4.100000	6.819698e-04
4.150000	6.013535e-04
4.200000	5.314007e-04
4.250000	4.695549e-04
4.300000	4.151350e-04
4.350000	3.676123e-04
4.400000	3.260778e-04
4.450000	2.895234e-04
4.500000	2.574560e-04
4.550000	2.305062e-04
4.600000	2.045597e-04
4.650000	1.827911e-04
4.700000	1.636741e-04
4.750000	1.269308e-04
4.800000	1.139752e-04
4.850000	1.025651e-04
4.900000	9.247403e-05
4.950000	8.356021e-05
5.000000	7.510324e-05
5.050000	6.095568e-05
5.100000	4.910595e-05
5.150000	3.957597e-05
5.200000	3.190809e-05
5.250000	2.573570e-05
5.300000	2.076502e-05
5.350000	1.676040e-05
5.400000	1.353280e-05
5.450000	1.093045e-05
5.500000	8.831418e-06
5.550000	7.137751e-06
5.600000	5.770677e-06
5.650000	4.666841e-06
5.700000	3.775256e-06
5.750000	3.054877e-06
5.800000	2.472644e-06
5.850000	2.001921e-06
5.900000	1.621238e-06
5.950000	1.313283e-06
6.000000	1.064091e-06
6.050000	8.623930e-07
6.100000	6.990940e-07
6.150000	5.668487e-07
6.200000	4.597246e-07
6.250000	3.729280e-07
6.300000	3.025845e-07
6.350000	2.455617e-07
6.400000	1.993265e-07
6.450000	1.618296e-07
6.500000	1.314127e-07
6.550000	1.067336e-07
6.600000	8.670577e-08
6.650000	7.044920e-08
6.700000	5.725107e-08
6.750000	4.653386e-08
6.800000	3.782953e-08
6.850000	3.075868e-08
6.900000	2.501369e-08
6.950000	2.034510e-08
7.000000	1.655056e-08
7.050000	1.346588e-08
7.100000	1.095784e-08
7.150000	8.918290e-09
7.200000	7.259453e-09
7.250000	5.910042e-09
7.300000	4.812165e-09
7.350000	3.918794e-09
7.400000	3.191725e-09
7.450000	2.599910e-09
7.500000	2.118118e-09
7.550000	1.725837e-09
7.600000	1.406392e-09
7.650000	1.146223e-09
7.700000	9.343005e-10
7.750000	7.616551e-10
7.800000	6.209882e-10
7.850000	5.063616e-10
7.900000	4.129427e-10
7.950000	3.367980e-10
8.000000	2.747257e-10
