# E(GeV)	-Im_Tmatrix(GeV^-2)
0.000000	-4.291610e-21
0.010000	1.942060e-06
0.020000	3.884130e-06
0.030000	5.826190e-06
0.040000	7.768250e-06
0.050000	9.710320e-06
0.060000	1.207290e-05
0.070000	1.473210e-05
0.080000	1.768790e-05
0.090000	2.094030e-05
0.100000	2.448930e-05
0.110000	2.811680e-05
0.120000	3.215000e-05
0.130000	3.658890e-05
0.140000	4.143350e-05
0.150000	4.668370e-05
0.160000	5.200860e-05
0.170000	5.790470e-05
0.180000	6.437200e-05
0.190000	7.141050e-05
0.200000	7.902010e-05
0.210000	8.668940e-05
0.220000	9.518570e-05
0.230000	1.045090e-04
0.240000	1.146590e-04
0.250000	1.256360e-04
0.260000	1.369140e-04
0.270000	1.492830e-04
0.280000	1.627410e-04
0.290000	1.772880e-04
0.300000	1.929260e-04
0.310000	2.089230e-04
0.320000	2.263750e-04
0.330000	2.452820e-04
0.340000	2.656430e-04
0.350000	2.874590e-04
0.360000	3.091360e-04
0.370000	3.330640e-04
0.380000	3.592440e-04
0.390000	3.876760e-04
0.400000	4.183600e-04
0.410000	4.499980e-04
0.420000	4.845360e-04
0.430000	5.219760e-04
0.440000	5.623160e-04
0.450000	6.055570e-04
0.460000	6.490340e-04
0.470000	6.967450e-04
0.480000	7.486880e-04
0.490000	8.048650e-04
0.500000	8.652740e-04
0.510000	9.261660e-04
0.520000	9.931670e-04
0.530000	1.066270e-03
0.540000	1.145490e-03
0.550000	1.230810e-03
0.560000	1.316950e-03
0.570000	1.411840e-03
0.580000	1.515490e-03
0.590000	1.627890e-03
0.600000	1.749040e-03
0.610000	1.871340e-03
0.620000	2.006200e-03
0.630000	2.153620e-03
0.640000	2.313590e-03
0.650000	2.486130e-03
0.660000	2.659390e-03
0.670000	2.851130e-03
0.680000	3.061350e-03
0.690000	3.290050e-03
0.700000	3.537230e-03
0.710000	3.785110e-03
0.720000	4.060370e-03
0.730000	4.363000e-03
0.740000	4.693000e-03
0.750000	5.050370e-03
0.760000	5.408570e-03
0.770000	5.807420e-03
0.780000	6.246910e-03
0.790000	6.727050e-03
0.800000	7.247830e-03
0.810000	7.768860e-03
0.820000	8.350740e-03
0.830000	8.993460e-03
0.840000	9.697020e-03
0.850000	1.046140e-02
0.860000	1.122500e-02
0.870000	1.208030e-02
0.880000	1.302720e-02
0.890000	1.406580e-02
0.900000	1.519610e-02
0.910000	1.632700e-02
0.920000	1.759510e-02
0.930000	1.900040e-02
0.940000	2.054280e-02
0.950000	2.222250e-02
0.960000	2.389500e-02
0.970000	2.577690e-02
0.980000	2.786820e-02
0.990000	3.016880e-02
1.000000	3.267890e-02
1.010000	3.518190e-02
1.020000	3.800250e-02
1.030000	4.114070e-02
1.040000	4.459650e-02
1.050000	4.836980e-02
1.060000	5.214390e-02
1.070000	5.639400e-02
1.080000	6.112020e-02
1.090000	6.632240e-02
1.100000	7.200070e-02
1.110000	7.770200e-02
1.120000	8.410590e-02
1.130000	9.121230e-02
1.140000	9.902130e-02
1.150000	1.075330e-01
1.160000	1.161690e-01
1.170000	1.257970e-01
1.180000	1.364160e-01
1.190000	1.480270e-01
1.200000	1.606290e-01
1.210000	1.735410e-01
1.220000	1.877850e-01
1.230000	2.033610e-01
1.240000	2.202680e-01
1.250000	2.385060e-01
1.260000	2.574460e-01
1.270000	2.780330e-01
1.280000	3.002650e-01
1.290000	3.241440e-01
1.300000	3.496700e-01
1.310000	3.764020e-01
1.320000	4.050000e-01
1.330000	4.354640e-01
1.340000	4.677950e-01
1.350000	5.019910e-01
1.360000	5.379780e-01
1.370000	5.758690e-01
1.380000	6.156650e-01
1.390000	6.573650e-01
1.400000	7.009700e-01
1.410000	7.468520e-01
1.420000	7.944520e-01
1.430000	8.437700e-01
1.440000	8.948060e-01
1.450000	9.475600e-01
1.460000	1.002860e+00
1.470000	1.059460e+00
1.480000	1.117370e+00
1.490000	1.176580e+00
1.500000	1.237100e+00
1.510000	1.300180e+00
1.520000	1.363940e+00
1.530000	1.428370e+00
1.540000	1.493490e+00
1.550000	1.559290e+00
1.560000	1.627280e+00
1.570000	1.695200e+00
1.580000	1.763030e+00
1.590000	1.830780e+00
1.600000	1.898460e+00
1.610000	1.967680e+00
1.620000	2.036000e+00
1.630000	2.103430e+00
1.640000	2.169970e+00
1.650000	2.235610e+00
1.660000	2.301860e+00
1.670000	2.366460e+00
1.680000	2.429430e+00
1.690000	2.490750e+00
1.700000	2.550430e+00
1.710000	2.609640e+00
1.720000	2.666620e+00
1.730000	2.721380e+00
1.740000	2.773920e+00
1.750000	2.824230e+00
1.760000	2.873030e+00
1.770000	2.919250e+00
1.780000	2.962890e+00
1.790000	3.003960e+00
1.800000	3.042460e+00
1.810000	3.078560e+00
1.820000	3.111990e+00
1.830000	3.142770e+00
1.840000	3.170880e+00
1.850000	3.196340e+00
1.860000	3.218870e+00
1.870000	3.238870e+00
1.880000	3.256340e+00
1.890000	3.271270e+00
1.900000	3.283680e+00
1.910000	3.292970e+00
1.920000	3.300030e+00
1.930000	3.304840e+00
1.940000	3.307410e+00
1.950000	3.307740e+00
1.960000	3.305060e+00
1.970000	3.300530e+00
1.980000	3.294130e+00
1.990000	3.285890e+00
2.000000	3.275780e+00
2.010000	3.262990e+00
2.020000	3.248750e+00
2.030000	3.233070e+00
2.040000	3.215960e+00
2.050000	3.197410e+00
2.060000	3.176620e+00
2.070000	3.154790e+00
2.080000	3.131910e+00
2.090000	3.108000e+00
2.100000	3.083040e+00
2.110000	3.056350e+00
2.120000	3.028960e+00
2.130000	3.000880e+00
2.140000	2.972100e+00
2.150000	2.942630e+00
2.160000	2.911830e+00
2.170000	2.880650e+00
2.180000	2.849100e+00
2.190000	2.817170e+00
2.200000	2.784860e+00
2.210000	2.751720e+00
2.220000	2.718440e+00
2.230000	2.685000e+00
2.240000	2.651400e+00
2.250000	2.617650e+00
2.260000	2.583340e+00
2.270000	2.549080e+00
2.280000	2.514870e+00
2.290000	2.480690e+00
2.300000	2.446560e+00
2.310000	2.412220e+00
2.320000	2.378050e+00
2.330000	2.344060e+00
2.340000	2.310230e+00
2.350000	2.276570e+00
2.360000	2.242880e+00
2.370000	2.209460e+00
2.380000	2.176320e+00
2.390000	2.143440e+00
2.400000	2.110850e+00
2.410000	2.078400e+00
2.420000	2.046290e+00
2.430000	2.014510e+00
2.440000	1.983070e+00
2.450000	1.951950e+00
2.460000	1.921090e+00
2.470000	1.890600e+00
2.480000	1.860490e+00
2.490000	1.830740e+00
2.500000	1.801380e+00
2.510000	1.772350e+00
2.520000	1.743710e+00
2.530000	1.715470e+00
2.540000	1.687610e+00
2.550000	1.660150e+00
2.560000	1.633060e+00
2.570000	1.606380e+00
2.580000	1.580080e+00
2.590000	1.554190e+00
2.600000	1.528680e+00
2.610000	1.503590e+00
2.620000	1.478880e+00
2.630000	1.454570e+00
2.640000	1.430640e+00
2.650000	1.407090e+00
2.660000	1.383970e+00
2.670000	1.361220e+00
2.680000	1.338840e+00
2.690000	1.316830e+00
2.700000	1.295200e+00
2.710000	1.273970e+00
2.720000	1.253100e+00
2.730000	1.232580e+00
2.740000	1.212410e+00
2.750000	1.192590e+00
2.760000	1.173170e+00
2.770000	1.154080e+00
2.780000	1.135310e+00
2.790000	1.116870e+00
2.800000	1.098760e+00
2.810000	1.081030e+00
2.820000	1.063600e+00
2.830000	1.046470e+00
2.840000	1.029650e+00
2.850000	1.013120e+00
2.860000	9.969540e-01
2.870000	9.810600e-01
2.880000	9.654400e-01
2.890000	9.500970e-01
2.900000	9.350280e-01
2.910000	9.202860e-01
2.920000	9.057940e-01
2.930000	8.915500e-01
2.940000	8.775560e-01
2.950000	8.638110e-01
2.960000	8.503640e-01
2.970000	8.371420e-01
2.980000	8.241440e-01
2.990000	8.113710e-01
3.000000	7.988230e-01
3.010000	7.865460e-01
3.020000	7.744710e-01
3.030000	7.625960e-01
3.040000	7.509240e-01
3.050000	7.394520e-01
3.060000	7.282250e-01
