# omega(GeV)	rho(GeV^-1)
-1.000000	1.627670e-06
-0.995000	1.659450e-06
-0.990000	1.691460e-06
-0.985000	1.723720e-06
-0.980000	1.756210e-06
-0.975000	1.788940e-06
-0.970000	1.821920e-06
-0.965000	1.855140e-06
-0.960000	1.888620e-06
-0.955000	1.922340e-06
-0.950000	1.956310e-06
-0.945000	1.996830e-06
-0.940000	2.038660e-06
-0.935000	2.081810e-06
-0.930000	2.126300e-06
-0.925000	2.172140e-06
-0.920000	2.219350e-06
-0.915000	2.267940e-06
-0.910000	2.317930e-06
-0.905000	2.369340e-06
-0.900000	2.422180e-06
-0.895000	2.476390e-06
-0.890000	2.532090e-06
-0.885000	2.589280e-06
-0.880000	2.647980e-06
-0.875000	2.708210e-06
-0.870000	2.769990e-06
-0.865000	2.833340e-06
-0.860000	2.898260e-06
-0.855000	2.964790e-06
-0.850000	3.032940e-06
-0.845000	3.102180e-06
-0.840000	3.173190e-06
-0.835000	3.246000e-06
-0.830000	3.320620e-06
-0.825000	3.397080e-06
-0.820000	3.475390e-06
-0.815000	3.555590e-06
-0.810000	3.637680e-06
-0.805000	3.721700e-06
-0.800000	3.807660e-06
-0.795000	3.893540e-06
-0.790000	3.981850e-06
-0.785000	4.072620e-06
-0.780000	4.165880e-06
-0.775000	4.261660e-06
-0.770000	4.359990e-06
-0.765000	4.460900e-06
-0.760000	4.564420e-06
-0.755000	4.670580e-06
-0.750000	4.779410e-06
-0.745000	4.889090e-06
-0.740000	5.001910e-06
-0.735000	5.117900e-06
-0.730000	5.237100e-06
-0.725000	5.359560e-06
-0.720000	5.485300e-06
-0.715000	5.614380e-06
-0.710000	5.746830e-06
-0.705000	5.882690e-06
-0.700000	6.022010e-06
-0.695000	6.162680e-06
-0.690000	6.307350e-06
-0.685000	6.456060e-06
-0.680000	6.608880e-06
-0.675000	6.765840e-06
-0.670000	6.927000e-06
-0.665000	7.092420e-06
-0.660000	7.262150e-06
-0.655000	7.436230e-06
-0.650000	7.614730e-06
-0.645000	7.795070e-06
-0.640000	7.980500e-06
-0.635000	8.171080e-06
-0.630000	8.366880e-06
-0.625000	8.567960e-06
-0.620000	8.774400e-06
-0.615000	8.986250e-06
-0.610000	9.203580e-06
-0.605000	9.426480e-06
