# E(GeV)	-Im_Tmatrix(GeV^-2)
0.000000	-3.186530e-22
0.010000	4.334060e-07
0.020000	8.668110e-07
0.030000	1.300220e-06
0.040000	1.733620e-06
0.050000	2.167030e-06
0.060000	2.717100e-06
0.070000	3.353760e-06
0.080000	4.077020e-06
0.090000	4.886870e-06
0.100000	5.783320e-06
0.110000	6.682570e-06
0.120000	7.710320e-06
0.130000	8.866540e-06
0.140000	1.015130e-05
0.150000	1.156450e-05
0.160000	1.298030e-05
0.170000	1.458750e-05
0.180000	1.638610e-05
0.190000	1.837620e-05
0.200000	2.055770e-05
0.210000	2.274820e-05
0.220000	2.522130e-05
0.230000	2.797710e-05
0.240000	3.101550e-05
0.250000	3.433670e-05
0.260000	3.766890e-05
0.270000	4.141950e-05
0.280000	4.558870e-05
0.290000	5.017640e-05
0.300000	5.518260e-05
0.310000	6.020890e-05
0.320000	6.585290e-05
0.330000	7.211460e-05
0.340000	7.899420e-05
0.350000	8.649150e-05
0.360000	9.403640e-05
0.370000	1.024840e-04
0.380000	1.118350e-04
0.390000	1.220880e-04
0.400000	1.332450e-04
0.410000	1.445040e-04
0.420000	1.570660e-04
0.430000	1.709300e-04
0.440000	1.860980e-04
0.450000	2.025690e-04
0.460000	2.191380e-04
0.470000	2.376130e-04
0.480000	2.579930e-04
0.490000	2.802780e-04
0.500000	3.044680e-04
0.510000	3.287690e-04
0.520000	3.558730e-04
0.530000	3.857790e-04
0.540000	4.184870e-04
0.550000	4.539980e-04
0.560000	4.898140e-04
0.570000	5.296810e-04
0.580000	5.735990e-04
0.590000	6.215680e-04
0.600000	6.735880e-04
0.610000	7.257280e-04
0.620000	7.838840e-04
0.630000	8.480570e-04
0.640000	9.182470e-04
0.650000	9.944540e-04
0.660000	1.070800e-03
0.670000	1.156100e-03
0.680000	1.250360e-03
0.690000	1.353570e-03
0.700000	1.465740e-03
0.710000	1.578090e-03
0.720000	1.703780e-03
0.730000	1.842820e-03
0.740000	1.995200e-03
0.750000	2.160910e-03
0.760000	2.326370e-03
0.770000	2.511970e-03
0.780000	2.717710e-03
0.790000	2.943590e-03
0.800000	3.189620e-03
0.810000	3.434510e-03
0.820000	3.710190e-03
0.830000	4.016640e-03
0.840000	4.353890e-03
0.850000	4.721920e-03
0.860000	5.092020e-03
0.870000	5.507260e-03
0.880000	5.967650e-03
0.890000	6.473190e-03
0.900000	7.023870e-03
0.910000	7.565180e-03
0.920000	8.178890e-03
0.930000	8.865010e-03
0.940000	9.623540e-03
0.950000	1.045450e-02
0.960000	1.128300e-02
0.970000	1.222130e-02
0.980000	1.326940e-02
0.990000	1.442740e-02
1.000000	1.569530e-02
1.010000	1.695200e-02
1.020000	1.837910e-02
1.030000	1.997640e-02
1.040000	2.174410e-02
1.050000	2.368210e-02
1.060000	2.559800e-02
1.070000	2.778040e-02
1.080000	3.022940e-02
1.090000	3.294480e-02
1.100000	3.592690e-02
1.110000	3.887530e-02
1.120000	4.224030e-02
1.130000	4.602200e-02
1.140000	5.022020e-02
1.150000	5.483510e-02
1.160000	5.938710e-02
1.170000	6.459540e-02
1.180000	7.046010e-02
1.190000	7.698110e-02
1.200000	8.415860e-02
1.210000	9.126870e-02
1.220000	9.939700e-02
1.230000	1.085440e-01
1.240000	1.187080e-01
1.250000	1.298910e-01
1.260000	1.409830e-01
1.270000	1.536480e-01
1.280000	1.678850e-01
1.290000	1.836950e-01
1.300000	2.010780e-01
1.310000	2.184630e-01
1.320000	2.382060e-01
1.330000	2.603080e-01
1.340000	2.847670e-01
1.350000	3.115850e-01
1.360000	3.386900e-01
1.370000	3.691880e-01
1.380000	4.030800e-01
1.390000	4.403660e-01
1.400000	4.810450e-01
1.410000	5.227680e-01
1.420000	5.690600e-01
1.430000	6.199200e-01
1.440000	6.753480e-01
1.450000	7.353440e-01
1.460000	7.977330e-01
1.470000	8.657780e-01
1.480000	9.394790e-01
1.490000	1.018840e+00
1.500000	1.103850e+00
1.510000	1.193430e+00
1.520000	1.289210e+00
1.530000	1.391180e+00
1.540000	1.499360e+00
1.550000	1.613740e+00
1.560000	1.735390e+00
1.570000	1.862700e+00
1.580000	1.995670e+00
1.590000	2.134310e+00
1.600000	2.278600e+00
1.610000	2.432730e+00
1.620000	2.590440e+00
1.630000	2.751710e+00
1.640000	2.916560e+00
1.650000	3.084990e+00
1.660000	3.264420e+00
1.670000	3.443710e+00
1.680000	3.622860e+00
1.690000	3.801860e+00
1.700000	3.980720e+00
1.710000	4.167970e+00
1.720000	4.350810e+00
1.730000	4.529250e+00
1.740000	4.703270e+00
1.750000	4.872890e+00
1.760000	5.046250e+00
1.770000	5.211130e+00
1.780000	5.367530e+00
1.790000	5.515450e+00
1.800000	5.654880e+00
1.810000	5.789850e+00
1.820000	5.914320e+00
1.830000	6.028310e+00
1.840000	6.131800e+00
1.850000	6.224800e+00
1.860000	6.307080e+00
1.870000	6.378980e+00
1.880000	6.440510e+00
1.890000	6.491660e+00
1.900000	6.532440e+00
1.910000	6.559330e+00
1.920000	6.577600e+00
1.930000	6.587250e+00
1.940000	6.588270e+00
1.950000	6.580670e+00
1.960000	6.559520e+00
1.970000	6.532210e+00
1.980000	6.498750e+00
1.990000	6.459110e+00
2.000000	6.413320e+00
2.010000	6.356520e+00
2.020000	6.295980e+00
2.030000	6.231710e+00
2.040000	6.163700e+00
2.050000	6.091950e+00
2.060000	6.012570e+00
2.070000	5.931410e+00
2.080000	5.848440e+00
2.090000	5.763690e+00
2.100000	5.677140e+00
2.110000	5.585970e+00
2.120000	5.494420e+00
2.130000	5.402490e+00
2.140000	5.310170e+00
2.150000	5.217480e+00
2.160000	5.122610e+00
2.170000	5.028250e+00
2.180000	4.934410e+00
2.190000	4.841080e+00
2.200000	4.748270e+00
2.210000	4.654870e+00
2.220000	4.562530e+00
2.230000	4.471270e+00
2.240000	4.381070e+00
2.250000	4.291930e+00
2.260000	4.203310e+00
2.270000	4.116030e+00
2.280000	4.030100e+00
2.290000	3.945510e+00
2.300000	3.862270e+00
2.310000	3.780140e+00
2.320000	3.699480e+00
2.330000	3.620280e+00
2.340000	3.542540e+00
2.350000	3.466270e+00
2.360000	3.391440e+00
2.370000	3.318080e+00
2.380000	3.246200e+00
2.390000	3.175780e+00
2.400000	3.106840e+00
2.410000	3.039470e+00
2.420000	2.973520e+00
2.430000	2.908990e+00
2.440000	2.845880e+00
2.450000	2.784180e+00
2.460000	2.724110e+00
2.470000	2.665350e+00
2.480000	2.607910e+00
2.490000	2.551790e+00
2.500000	2.496990e+00
2.510000	2.443700e+00
2.520000	2.391640e+00
2.530000	2.340780e+00
2.540000	2.291150e+00
2.550000	2.242720e+00
2.560000	2.195790e+00
2.570000	2.149930e+00
2.580000	2.105150e+00
2.590000	2.061450e+00
2.600000	2.018820e+00
2.610000	1.977500e+00
2.620000	1.937140e+00
2.630000	1.897740e+00
2.640000	1.859300e+00
2.650000	1.821820e+00
2.660000	1.785550e+00
2.670000	1.750120e+00
2.680000	1.715520e+00
2.690000	1.681760e+00
2.700000	1.648830e+00
2.710000	1.616970e+00
2.720000	1.585820e+00
2.730000	1.555400e+00
2.740000	1.525690e+00
2.750000	1.496700e+00
2.760000	1.468640e+00
2.770000	1.441190e+00
2.780000	1.414350e+00
2.790000	1.388140e+00
2.800000	1.362540e+00
2.810000	1.337750e+00
2.820000	1.313480e+00
2.830000	1.289730e+00
2.840000	1.266510e+00
2.850000	1.243800e+00
2.860000	1.221780e+00
2.870000	1.200200e+00
2.880000	1.179060e+00
2.890000	1.158360e+00
2.900000	1.138100e+00
2.910000	1.118420e+00
2.920000	1.099110e+00
2.930000	1.080180e+00
2.940000	1.061620e+00
2.950000	1.043430e+00
2.960000	1.025740e+00
2.970000	1.008360e+00
2.980000	9.912940e-01
2.990000	9.745460e-01
3.000000	9.581140e-01
3.010000	9.420920e-01
3.020000	9.263390e-01
3.030000	9.108540e-01
3.040000	8.956380e-01
3.050000	8.806900e-01
3.060000	8.660850e-01
3.070000	8.517110e-01
3.080000	8.375690e-01
3.090000	8.236570e-01
3.100000	8.099770e-01
3.110000	7.965890e-01
3.120000	7.834010e-01
3.130000	7.704140e-01
3.140000	7.576290e-01
3.150000	7.450450e-01
3.160000	7.327100e-01
3.170000	7.205520e-01
3.180000	7.085710e-01
3.190000	6.967670e-01
3.200000	6.851400e-01
3.210000	6.737270e-01
3.220000	6.624730e-01
3.230000	6.513780e-01
3.240000	6.404420e-01
3.250000	6.296650e-01
3.260000	6.190750e-01
3.270000	6.086300e-01
3.280000	5.983300e-01
3.290000	5.881740e-01
3.300000	5.781620e-01
3.310000	5.683180e-01
3.320000	5.586060e-01
3.330000	5.490290e-01
3.340000	5.395850e-01
3.350000	5.302750e-01
3.360000	5.211160e-01
3.370000	5.120820e-01
3.380000	5.031730e-01
3.390000	4.943880e-01
3.400000	4.857280e-01
3.410000	4.772080e-01
3.420000	4.688040e-01
3.430000	4.605180e-01
3.440000	4.523490e-01
3.450000	4.442970e-01
3.460000	4.363750e-01
3.470000	4.285640e-01
3.480000	4.208630e-01
3.490000	4.132740e-01
3.500000	4.057960e-01
3.510000	3.984390e-01
3.520000	3.911880e-01
3.530000	3.840420e-01
3.540000	3.770020e-01
3.550000	3.700660e-01
3.560000	3.632450e-01
3.570000	3.565240e-01
3.580000	3.499040e-01
3.590000	3.433840e-01
3.600000	3.369640e-01
3.610000	3.306560e-01
3.620000	3.244420e-01
3.630000	3.183230e-01
3.640000	3.122990e-01
3.650000	3.063700e-01
3.660000	3.005460e-01
3.670000	2.948120e-01
3.680000	2.891670e-01
3.690000	2.836130e-01
3.700000	2.781490e-01
3.710000	2.727840e-01
3.720000	2.675040e-01
3.730000	2.623100e-01
3.740000	2.572000e-01
3.750000	2.521770e-01
3.760000	2.472460e-01
3.770000	2.423970e-01
3.780000	2.376290e-01
3.790000	2.329420e-01
3.800000	2.283370e-01
3.810000	2.238290e-01
3.820000	2.193950e-01
3.830000	2.150340e-01
3.840000	2.107460e-01
3.850000	2.065320e-01
3.860000	2.023960e-01
3.870000	1.983310e-01
3.880000	1.943370e-01
3.890000	1.904150e-01
3.900000	1.865640e-01
3.910000	1.827960e-01
3.920000	1.790940e-01
3.930000	1.754570e-01
3.940000	1.718860e-01
3.950000	1.683820e-01
3.960000	1.649520e-01
3.970000	1.615840e-01
3.980000	1.582760e-01
3.990000	1.550300e-01
4.000000	1.518450e-01
4.010000	1.487320e-01
4.020000	1.456740e-01
4.030000	1.426720e-01
4.040000	1.397260e-01
4.050000	1.368360e-01
4.060000	1.340090e-01
4.070000	1.312340e-01
4.080000	1.285110e-01
4.090000	1.258410e-01
4.100000	1.232240e-01
4.110000	1.206680e-01
4.120000	1.181600e-01
4.130000	1.157000e-01
4.140000	1.132880e-01
4.150000	1.109250e-01
4.160000	1.086200e-01
4.170000	1.063590e-01
4.180000	1.041400e-01
4.190000	1.019630e-01
4.200000	9.982870e-02
4.210000	9.773860e-02
4.220000	9.569010e-02
4.230000	9.368320e-02
4.240000	9.171800e-02
4.250000	8.979440e-02
4.260000	8.792460e-02
4.270000	8.609030e-02
4.280000	8.429150e-02
4.290000	8.252830e-02
4.300000	8.080060e-02
