# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-2.303460e+01
0.010000	-2.304680e+01
0.020000	-2.305900e+01
0.030000	-2.307120e+01
0.040000	-2.308340e+01
0.050000	-2.309560e+01
0.060000	-2.310810e+01
0.070000	-2.312070e+01
0.080000	-2.313350e+01
0.090000	-2.314630e+01
0.100000	-2.315930e+01
0.110000	-2.317240e+01
0.120000	-2.318560e+01
0.130000	-2.319890e+01
0.140000	-2.321240e+01
0.150000	-2.322590e+01
0.160000	-2.323960e+01
0.170000	-2.325340e+01
0.180000	-2.326740e+01
0.190000	-2.328150e+01
0.200000	-2.329570e+01
0.210000	-2.331010e+01
0.220000	-2.332460e+01
0.230000	-2.333930e+01
0.240000	-2.335410e+01
0.250000	-2.336900e+01
0.260000	-2.338400e+01
0.270000	-2.339930e+01
0.280000	-2.341460e+01
0.290000	-2.343010e+01
0.300000	-2.344580e+01
0.310000	-2.346160e+01
0.320000	-2.347760e+01
0.330000	-2.349380e+01
0.340000	-2.351010e+01
0.350000	-2.352660e+01
0.360000	-2.354330e+01
0.370000	-2.356010e+01
0.380000	-2.357710e+01
0.390000	-2.359430e+01
0.400000	-2.361170e+01
0.410000	-2.362920e+01
0.420000	-2.364700e+01
0.430000	-2.366490e+01
0.440000	-2.368310e+01
0.450000	-2.370140e+01
0.460000	-2.371990e+01
0.470000	-2.373870e+01
0.480000	-2.375760e+01
0.490000	-2.377680e+01
0.500000	-2.379620e+01
0.510000	-2.381570e+01
0.520000	-2.383550e+01
0.530000	-2.385550e+01
0.540000	-2.387590e+01
0.550000	-2.389640e+01
0.560000	-2.391730e+01
0.570000	-2.393840e+01
0.580000	-2.395980e+01
0.590000	-2.398130e+01
0.600000	-2.400310e+01
0.610000	-2.402500e+01
0.620000	-2.404720e+01
0.630000	-2.406960e+01
0.640000	-2.409240e+01
0.650000	-2.411550e+01
0.660000	-2.413890e+01
0.670000	-2.416260e+01
0.680000	-2.418660e+01
0.690000	-2.421100e+01
0.700000	-2.423560e+01
0.710000	-2.426050e+01
0.720000	-2.428580e+01
0.730000	-2.431140e+01
0.740000	-2.433740e+01
0.750000	-2.436370e+01
0.760000	-2.439030e+01
