# omega(GeV)	rho(GeV^-1)
-1.000000	-4.119840e-04
-0.995000	-4.223090e-04
-0.990000	-4.327450e-04
-0.985000	-4.432920e-04
-0.980000	-4.539520e-04
-0.975000	-4.647270e-04
-0.970000	-4.756180e-04
-0.965000	-4.866250e-04
-0.960000	-4.977520e-04
-0.955000	-5.089990e-04
-0.950000	-5.203680e-04
-0.945000	-5.311660e-04
-0.940000	-5.421370e-04
-0.935000	-5.532830e-04
-0.930000	-5.646080e-04
-0.925000	-5.761130e-04
-0.920000	-5.878010e-04
-0.915000	-5.996740e-04
-0.910000	-6.117370e-04
-0.905000	-6.239910e-04
-0.900000	-6.364380e-04
-0.895000	-6.488730e-04
-0.890000	-6.615520e-04
-0.885000	-6.744780e-04
-0.880000	-6.876570e-04
-0.875000	-7.010910e-04
-0.870000	-7.147860e-04
-0.865000	-7.287440e-04
-0.860000	-7.429720e-04
-0.855000	-7.574720e-04
-0.850000	-7.722500e-04
-0.845000	-7.873050e-04
-0.840000	-8.026480e-04
-0.835000	-8.182830e-04
-0.830000	-8.342150e-04
-0.825000	-8.504490e-04
-0.820000	-8.669890e-04
-0.815000	-8.838410e-04
-0.810000	-9.010100e-04
-0.805000	-9.185010e-04
-0.800000	-9.363190e-04
-0.795000	-9.557890e-04
-0.790000	-9.753200e-04
-0.785000	-9.949110e-04
-0.780000	-1.014560e-03
-0.775000	-1.034280e-03
-0.770000	-1.054050e-03
-0.765000	-1.073880e-03
-0.760000	-1.093780e-03
-0.755000	-1.113740e-03
-0.750000	-1.133760e-03
-0.745000	-1.152400e-03
-0.740000	-1.171410e-03
-0.735000	-1.190780e-03
-0.730000	-1.210540e-03
-0.725000	-1.230670e-03
-0.720000	-1.251200e-03
-0.715000	-1.272130e-03
-0.710000	-1.293450e-03
-0.705000	-1.315190e-03
-0.700000	-1.337350e-03
-0.695000	-1.361740e-03
-0.690000	-1.386180e-03
-0.685000	-1.410680e-03
-0.680000	-1.435240e-03
-0.675000	-1.459850e-03
-0.670000	-1.484530e-03
-0.665000	-1.509260e-03
-0.660000	-1.534040e-03
-0.655000	-1.558880e-03
-0.650000	-1.583780e-03
-0.645000	-1.607160e-03
-0.640000	-1.630920e-03
-0.635000	-1.655070e-03
-0.630000	-1.679610e-03
-0.625000	-1.704550e-03
-0.620000	-1.729910e-03
-0.615000	-1.755670e-03
-0.610000	-1.781860e-03
-0.605000	-1.808490e-03
-0.600000	-1.835550e-03
-0.595000	-1.863200e-03
-0.590000	-1.891290e-03
-0.585000	-1.919800e-03
-0.580000	-1.948760e-03
-0.575000	-1.978160e-03
-0.570000	-2.008020e-03
-0.565000	-2.038350e-03
-0.560000	-2.069160e-03
-0.555000	-2.100450e-03
-0.550000	-2.132230e-03
-0.545000	-2.166510e-03
-0.540000	-2.200880e-03
-0.535000	-2.235360e-03
-0.530000	-2.269930e-03
-0.525000	-2.304600e-03
-0.520000	-2.339370e-03
-0.515000	-2.374240e-03
-0.510000	-2.409210e-03
-0.505000	-2.444270e-03
-0.500000	-2.479430e-03
-0.495000	-2.514030e-03
-0.490000	-2.548860e-03
-0.485000	-2.583930e-03
-0.480000	-2.619250e-03
-0.475000	-2.654800e-03
-0.470000	-2.690600e-03
-0.465000	-2.726650e-03
-0.460000	-2.762940e-03
-0.455000	-2.799480e-03
-0.450000	-2.836280e-03
-0.445000	-2.858320e-03
-0.440000	-2.883720e-03
-0.435000	-2.912550e-03
-0.430000	-2.944910e-03
-0.425000	-2.980880e-03
-0.420000	-3.020580e-03
-0.415000	-3.064100e-03
-0.410000	-3.111540e-03
-0.405000	-3.163010e-03
-0.400000	-3.218630e-03
-0.395000	-3.331030e-03
-0.390000	-3.437050e-03
-0.385000	-3.536510e-03
-0.380000	-3.629190e-03
-0.375000	-3.714890e-03
-0.370000	-3.793390e-03
-0.365000	-3.864460e-03
-0.360000	-3.927860e-03
-0.355000	-3.983360e-03
-0.350000	-4.030700e-03
-0.345000	-4.015010e-03
-0.340000	-4.001750e-03
-0.335000	-3.991010e-03
-0.330000	-3.982850e-03
-0.325000	-3.977380e-03
-0.320000	-3.974670e-03
-0.315000	-3.974830e-03
-0.310000	-3.977950e-03
-0.305000	-3.984110e-03
-0.300000	-3.993430e-03
-0.295000	-4.020810e-03
-0.290000	-4.048540e-03
-0.285000	-4.076640e-03
-0.280000	-4.105110e-03
-0.275000	-4.133950e-03
-0.270000	-4.163190e-03
-0.265000	-4.192810e-03
-0.260000	-4.222850e-03
-0.255000	-4.253290e-03
-0.250000	-4.284160e-03
-0.245000	-4.337150e-03
-0.240000	-4.386220e-03
-0.235000	-4.431220e-03
-0.230000	-4.472000e-03
-0.225000	-4.508380e-03
-0.220000	-4.540200e-03
-0.215000	-4.567290e-03
-0.210000	-4.589470e-03
-0.205000	-4.606530e-03
-0.200000	-4.618290e-03
-0.195000	-4.604610e-03
-0.190000	-4.589180e-03
-0.185000	-4.571930e-03
-0.180000	-4.552790e-03
-0.175000	-4.531680e-03
-0.170000	-4.508540e-03
-0.165000	-4.483280e-03
-0.160000	-4.455820e-03
-0.155000	-4.426080e-03
-0.150000	-4.393960e-03
-0.145000	-4.374820e-03
-0.140000	-4.350060e-03
-0.135000	-4.319470e-03
-0.130000	-4.282790e-03
-0.125000	-4.239770e-03
-0.120000	-4.190140e-03
-0.115000	-4.133610e-03
-0.110000	-4.069910e-03
-0.105000	-3.998700e-03
-0.100000	-3.919680e-03
-0.095000	-3.833140e-03
-0.090000	-3.737970e-03
-0.085000	-3.633790e-03
-0.080000	-3.520210e-03
-0.075000	-3.396790e-03
-0.070000	-3.263110e-03
-0.065000	-3.118680e-03
-0.060000	-2.963030e-03
-0.055000	-2.795630e-03
-0.050000	-2.615940e-03
-0.045000	-2.442630e-03
-0.040000	-2.252150e-03
-0.035000	-2.043670e-03
-0.030000	-1.816300e-03
-0.025000	-1.569130e-03
-0.020000	-1.301170e-03
-0.015000	-1.011400e-03
-0.010000	-6.987300e-04
-0.005000	-3.620020e-04
0.000000	5.877770e-17
0.005000	3.730840e-04
0.010000	7.770270e-04
0.015000	1.213440e-03
0.020000	1.684050e-03
0.025000	2.190670e-03
0.030000	2.735220e-03
0.035000	3.319760e-03
0.040000	3.946450e-03
0.045000	4.617600e-03
0.050000	5.335660e-03
0.055000	6.064870e-03
0.060000	6.853440e-03
0.065000	7.704820e-03
0.070000	8.622650e-03
0.075000	9.610850e-03
0.080000	1.067360e-02
0.085000	1.181520e-02
