# omega(GeV)	rho(GeV^-1)
-1.000000	1.268593e-44
-0.950000	5.467346e-44
-0.900000	2.356645e-43
-0.850000	1.015960e-42
-0.800000	4.380508e-42
-0.750000	1.889033e-41
-0.700000	8.147473e-41
-0.650000	3.514599e-40
-0.600000	1.516350e-39
-0.550000	6.543275e-39
-0.500000	2.823999e-38
-0.450000	1.219014e-37
-0.400000	5.262954e-37
-0.350000	2.272628e-36
-0.300000	9.815366e-36
-0.250000	4.240000e-35
-0.200000	1.831926e-34
-0.150000	7.916525e-34
-0.100000	3.421744e-33
-0.050000	1.479274e-32
0.000000	6.396457e-32
0.050000	2.766447e-31
0.100000	1.196739e-30
0.150000	5.178122e-30
0.200000	2.241008e-29
0.250000	9.700970e-29
0.300000	4.200390e-28
0.350000	1.819153e-27
0.400000	7.880553e-27
0.450000	3.414715e-26
0.500000	1.480012e-25
0.550000	6.416403e-25
0.600000	2.782511e-24
0.650000	1.206991e-23
0.700000	5.237159e-23
0.750000	2.273086e-22
0.800000	9.868876e-22
0.850000	4.286025e-21
0.900000	1.862004e-20
0.950000	8.091880e-20
1.000000	3.517752e-19
1.050000	1.529791e-18
1.100000	6.655105e-18
1.150000	2.896263e-17
1.200000	1.260917e-16
1.250000	5.491684e-16
1.300000	2.392768e-15
1.350000	1.042983e-14
1.400000	4.548225e-14
1.450000	1.984270e-13
1.500000	8.660851e-13
1.550000	3.782061e-12
1.600000	1.652389e-11
1.650000	7.223038e-11
1.700000	3.159075e-10
1.750000	1.382425e-09
1.800000	6.053053e-09
1.850000	2.651974e-08
1.900000	1.162618e-07
1.950000	5.100234e-07
2.000000	2.202056e-06
2.050000	2.801680e-06
2.100000	3.579212e-06
2.150000	4.597631e-06
2.200000	5.929384e-06
2.250000	7.655327e-06
2.300000	9.874326e-06
2.350000	1.269325e-05
2.450000	2.077501e-05
2.500000	2.754681e-05
2.550000	3.499713e-05
2.600000	4.439058e-05
2.650000	5.632836e-05
2.700000	7.164774e-05
2.750000	9.138105e-05
2.800000	1.168208e-04
2.850000	1.493375e-04
2.900000	1.873750e-04
2.950000	2.375411e-04
3.000000	2.996691e-04
3.050000	3.817692e-04
3.100000	4.875042e-04
3.150000	6.255023e-04
3.200000	8.030487e-04
3.250000	1.022941e-03
3.300000	1.314455e-03
3.350000	1.682643e-03
3.400000	2.189865e-03
3.450000	2.817827e-03
3.500000	3.673168e-03
3.550000	4.791121e-03
3.600000	6.271809e-03
3.650000	8.239692e-03
3.700000	1.085613e-02
3.750000	1.435607e-02
3.800000	1.903405e-02
3.850000	2.529402e-02
3.900000	3.370734e-02
3.950000	4.505879e-02
4.000000	6.033402e-02
4.050000	8.089697e-02
4.100000	1.084166e-01
4.150000	1.450024e-01
4.200000	1.927216e-01
4.250000	2.530181e-01
4.300000	3.261421e-01
4.350000	4.095819e-01
4.400000	4.977583e-01
4.450000	5.796098e-01
4.500000	6.486111e-01
4.550000	7.012936e-01
4.600000	7.344210e-01
4.650000	7.520523e-01
4.700000	7.580942e-01
4.750000	7.567464e-01
4.800000	7.507628e-01
4.850000	7.421492e-01
4.900000	7.351031e-01
4.950000	7.233652e-01
5.000000	7.079882e-01
5.050000	6.937166e-01
5.100000	6.769953e-01
5.150000	6.573311e-01
5.200000	6.341583e-01
5.250000	6.071626e-01
5.300000	5.769896e-01
5.350000	5.431505e-01
5.400000	5.062229e-01
5.450000	4.672502e-01
5.500000	4.272527e-01
5.550000	3.870454e-01
5.600000	3.478241e-01
5.650000	3.104199e-01
5.700000	2.753778e-01
5.750000	2.431959e-01
5.800000	2.139827e-01
5.850000	1.878132e-01
5.900000	1.645886e-01
5.950000	1.440826e-01
6.000000	1.261105e-01
6.050000	1.104339e-01
6.100000	9.677729e-02
6.150000	8.488911e-02
6.200000	7.455377e-02
6.250000	6.557715e-02
6.300000	5.776630e-02
6.350000	5.096519e-02
6.400000	4.503352e-02
6.450000	3.985964e-02
6.500000	3.533292e-02
6.550000	3.136795e-02
6.600000	2.788936e-02
6.650000	2.482829e-02
6.700000	2.213256e-02
6.750000	1.975384e-02
6.800000	1.764768e-02
6.850000	1.578317e-02
6.900000	1.412768e-02
6.950000	1.265950e-02
7.000000	1.135149e-02
7.050000	1.018539e-02
7.100000	9.145693e-03
7.150000	8.215911e-03
7.200000	7.384913e-03
7.250000	6.640810e-03
7.300000	5.957159e-03
7.350000	5.341788e-03
7.400000	4.807086e-03
7.450000	4.327471e-03
7.500000	3.897029e-03
7.550000	3.510190e-03
7.600000	3.162170e-03
7.650000	2.849276e-03
7.700000	2.566319e-03
7.750000	2.313105e-03
7.800000	2.085100e-03
7.850000	1.879761e-03
7.900000	1.695012e-03
7.950000	1.528462e-03
8.000000	1.378491e-03
