# omega(GeV)	rho(GeV^-1)
-1.000000	4.623732e-05
-0.950000	4.890591e-05
-0.900000	5.383488e-05
-0.850000	6.174960e-05
-0.800000	7.412310e-05
-0.750000	9.211427e-05
-0.700000	1.157039e-04
-0.650000	1.445320e-04
-0.600000	1.603056e-04
-0.550000	1.872915e-04
-0.500000	2.186860e-04
-0.450000	2.552306e-04
-0.400000	2.987627e-04
-0.350000	3.498066e-04
-0.300000	4.091039e-04
-0.250000	4.789554e-04
-0.200000	5.612145e-04
-0.150000	6.571406e-04
-0.100000	7.778905e-04
-0.050000	9.282145e-04
0.000000	1.117910e-03
0.050000	1.361064e-03
0.100000	1.659540e-03
0.150000	2.027357e-03
0.200000	2.518028e-03
0.250000	3.151479e-03
0.300000	4.000525e-03
0.350000	5.160025e-03
0.400000	6.803410e-03
0.450000	9.075028e-03
0.500000	1.224965e-02
0.550000	1.688034e-02
0.600000	2.369275e-02
0.650000	3.383277e-02
0.700000	4.913998e-02
0.750000	7.251594e-02
0.800000	1.082682e-01
0.850000	1.633631e-01
0.900000	2.461779e-01
0.950000	3.656335e-01
1.000000	5.234445e-01
1.050000	7.005837e-01
1.100000	8.542997e-01
1.150000	9.456742e-01
1.200000	9.662484e-01
1.250000	9.383874e-01
1.300000	8.880441e-01
1.350000	8.326949e-01
1.400000	7.805571e-01
1.450000	7.348204e-01
1.500000	6.954584e-01
1.550000	6.617450e-01
1.600000	6.324510e-01
1.650000	6.064798e-01
1.700000	5.826582e-01
1.750000	5.601400e-01
1.800000	5.381905e-01
1.850000	5.161313e-01
1.900000	4.935757e-01
1.950000	4.700004e-01
2.000000	4.453403e-01
2.050000	4.197428e-01
2.100000	3.930854e-01
2.150000	3.656249e-01
2.200000	3.377983e-01
2.250000	3.100345e-01
2.300000	2.827415e-01
2.350000	2.563729e-01
2.450000	2.076709e-01
2.500000	1.857997e-01
2.550000	1.657136e-01
2.600000	1.474456e-01
2.650000	1.309646e-01
2.700000	1.161786e-01
2.750000	1.029861e-01
2.800000	9.125733e-02
2.850000	8.086813e-02
2.900000	7.168662e-02
2.950000	6.356494e-02
3.000000	5.640912e-02
3.050000	5.010739e-02
3.100000	4.453372e-02
3.150000	3.964205e-02
3.200000	3.531605e-02
3.250000	3.149250e-02
3.300000	2.811062e-02
3.350000	2.511632e-02
3.400000	2.246296e-02
3.450000	2.010806e-02
3.500000	1.801676e-02
3.550000	1.615607e-02
3.600000	1.449965e-02
3.650000	1.302373e-02
3.700000	1.170535e-02
3.750000	1.052717e-02
3.800000	9.472506e-03
3.850000	8.528476e-03
3.900000	7.682940e-03
3.950000	6.924479e-03
4.000000	6.244115e-03
4.050000	5.632447e-03
4.100000	5.083292e-03
4.150000	4.573369e-03
4.200000	4.129202e-03
4.250000	3.729325e-03
4.300000	3.371024e-03
4.350000	3.046462e-03
4.400000	2.753995e-03
4.450000	2.479038e-03
4.500000	2.241622e-03
4.550000	2.027686e-03
4.600000	1.834608e-03
4.650000	1.660307e-03
4.700000	1.502420e-03
4.750000	1.360396e-03
4.800000	1.232093e-03
4.850000	1.116229e-03
4.900000	1.011566e-03
4.950000	9.169988e-04
5.000000	8.315823e-04
5.050000	7.543701e-04
5.100000	6.843792e-04
5.150000	6.213502e-04
5.200000	5.643797e-04
5.250000	5.131536e-04
5.300000	4.694799e-04
5.350000	4.270887e-04
5.400000	3.904183e-04
5.450000	3.553537e-04
5.500000	3.238501e-04
5.550000	2.953446e-04
5.600000	2.695464e-04
5.650000	2.422615e-04
5.700000	2.214499e-04
5.750000	2.026029e-04
5.800000	1.855211e-04
5.850000	1.702520e-04
5.900000	1.561897e-04
5.950000	1.434261e-04
6.000000	1.312353e-04
6.050000	1.124003e-04
6.100000	9.709564e-05
6.150000	8.390235e-05
6.200000	7.252470e-05
6.250000	6.270912e-05
6.300000	5.423809e-05
6.350000	4.692486e-05
6.400000	4.060905e-05
6.450000	3.515285e-05
6.500000	3.043776e-05
6.550000	2.636186e-05
6.600000	2.283745e-05
6.650000	1.978904e-05
6.700000	1.715159e-05
6.750000	1.486909e-05
6.800000	1.289323e-05
6.850000	1.118238e-05
6.900000	9.700623e-06
6.950000	8.416969e-06
7.000000	7.304667e-06
7.050000	6.340619e-06
7.100000	5.504875e-06
7.150000	4.780200e-06
7.200000	4.151696e-06
7.250000	3.606486e-06
7.300000	3.133433e-06
7.350000	2.722905e-06
7.400000	2.366567e-06
7.450000	2.057208e-06
7.500000	1.788581e-06
7.550000	1.555282e-06
7.600000	1.352628e-06
7.650000	1.176562e-06
7.700000	1.023569e-06
7.750000	8.906033e-07
7.800000	7.750237e-07
7.850000	6.745405e-07
7.900000	5.871679e-07
7.950000	5.111835e-07
8.000000	4.450925e-07
