# omega(GeV)	rho(GeV^-1)
-1.000000	8.746654e-99
-0.950000	2.808156e-97
-0.900000	9.016918e-96
-0.850000	2.895701e-94
-0.800000	9.300561e-93
-0.750000	2.987619e-91
-0.700000	9.598492e-90
-0.650000	3.084208e-88
-0.600000	9.911702e-87
-0.550000	3.185795e-85
-0.500000	1.024127e-83
-0.450000	3.292737e-82
-0.400000	1.058837e-80
-0.350000	3.405422e-79
-0.300000	1.095428e-77
-0.250000	3.524274e-76
-0.200000	1.134042e-74
-0.150000	3.649759e-73
-0.100000	1.174832e-71
-0.050000	3.782387e-70
0.000000	1.217968e-68
0.050000	3.922719e-67
0.100000	1.263635e-65
0.150000	4.071373e-64
0.200000	1.312039e-62
0.250000	4.229030e-61
0.300000	1.363406e-59
0.350000	4.396446e-58
0.400000	1.417987e-56
0.450000	4.574454e-55
0.500000	1.476062e-53
0.550000	4.763984e-52
0.600000	1.537938e-50
0.650000	4.966070e-49
0.700000	1.603963e-47
0.750000	5.181866e-46
0.800000	1.674522e-44
0.850000	5.412664e-43
0.900000	1.750047e-41
0.950000	5.659916e-40
1.000000	1.831027e-38
1.050000	5.925256e-37
1.100000	1.918009e-35
1.150000	6.210533e-34
1.200000	2.011617e-32
1.250000	6.517841e-31
1.300000	2.112556e-29
1.350000	6.849565e-28
1.400000	2.221633e-26
1.450000	7.208430e-25
1.500000	2.339769e-23
1.550000	7.597566e-22
1.600000	2.468029e-20
1.650000	8.020581e-19
1.700000	2.607638e-17
1.750000	8.481661e-16
1.800000	2.760026e-14
1.850000	8.985684e-13
1.900000	2.926862e-11
1.950000	9.538379e-10
2.000000	6.377070e-11
2.050000	9.961837e-11
2.100000	1.525091e-10
2.150000	2.301822e-10
2.200000	3.495007e-10
2.250000	5.428738e-10
2.300000	8.632453e-10
2.350000	1.395328e-09
2.450000	3.505945e-09
2.500000	5.151730e-09
2.550000	7.398549e-09
2.600000	1.093608e-08
2.650000	1.674086e-08
2.700000	2.630870e-08
2.750000	4.224852e-08
2.800000	6.904430e-08
2.850000	1.131887e-07
2.900000	1.813382e-07
2.950000	2.739217e-07
3.000000	3.864116e-07
3.050000	5.703617e-07
3.100000	9.783477e-07
3.150000	1.764008e-06
3.200000	2.898799e-06
3.250000	4.210159e-06
3.300000	5.799221e-06
3.350000	8.263428e-06
3.400000	1.240199e-05
3.450000	1.942115e-05
3.500000	3.164978e-05
3.550000	5.351397e-05
3.600000	9.187826e-05
3.650000	1.507867e-04
3.700000	2.179492e-04
3.750000	2.805326e-04
3.800000	3.589832e-04
3.850000	5.130615e-04
3.900000	7.684500e-04
3.950000	1.153130e-03
4.000000	1.763026e-03
4.050000	2.675757e-03
4.100000	4.068264e-03
4.150000	6.134737e-03
4.200000	9.205089e-03
4.250000	1.386585e-02
4.300000	2.078982e-02
4.350000	3.121228e-02
4.400000	4.680327e-02
4.450000	6.971931e-02
4.500000	1.031279e-01
4.550000	1.509272e-01
4.600000	2.155300e-01
4.650000	2.980343e-01
4.700000	3.944361e-01
4.750000	4.959317e-01
4.800000	5.915346e-01
4.850000	6.746006e-01
4.900000	7.440711e-01
4.950000	8.038825e-01
5.000000	8.587119e-01
5.050000	9.130268e-01
5.100000	9.696347e-01
5.150000	1.027552e+00
5.200000	1.084989e+00
5.250000	1.134806e+00
5.300000	1.166028e+00
5.350000	1.165580e+00
5.400000	1.124541e+00
5.450000	1.040430e+00
5.500000	9.220399e-01
5.550000	7.853945e-01
5.600000	6.475629e-01
5.650000	5.209154e-01
5.700000	4.123474e-01
5.750000	3.234392e-01
5.800000	2.528826e-01
5.850000	1.974391e-01
5.900000	1.545803e-01
5.950000	1.214554e-01
6.000000	9.583811e-02
6.050000	7.597197e-02
6.100000	6.049762e-02
6.150000	4.839579e-02
6.200000	3.887915e-02
6.250000	3.136591e-02
6.300000	2.540778e-02
6.350000	2.065525e-02
6.400000	1.684965e-02
6.450000	1.381071e-02
6.500000	1.134798e-02
6.550000	9.345751e-03
6.600000	7.716763e-03
6.650000	6.375977e-03
6.700000	5.280018e-03
6.750000	4.389788e-03
6.800000	3.656241e-03
6.850000	3.050206e-03
6.900000	2.547474e-03
6.950000	2.133800e-03
7.000000	1.787842e-03
7.050000	1.499594e-03
7.100000	1.259618e-03
7.150000	1.058445e-03
7.200000	8.899318e-04
7.250000	7.557410e-04
7.300000	6.365869e-04
7.350000	5.432230e-04
7.400000	4.579423e-04
7.450000	3.862182e-04
7.500000	3.257906e-04
7.550000	2.749902e-04
7.600000	2.322585e-04
7.650000	1.958106e-04
7.700000	1.655891e-04
7.750000	1.348114e-04
7.800000	1.014302e-04
7.850000	8.622690e-05
7.900000	7.342303e-05
7.950000	6.257146e-05
8.000000	5.343924e-05
