# omega(GeV)	rho(GeV^-1)
-1.000000	1.158040e-05
-0.995000	1.182700e-05
-0.990000	1.207550e-05
-0.985000	1.232610e-05
-0.980000	1.257880e-05
-0.975000	1.283350e-05
-0.970000	1.309030e-05
-0.965000	1.334920e-05
-0.960000	1.361020e-05
-0.955000	1.387330e-05
-0.950000	1.413860e-05
-0.945000	1.442480e-05
-0.940000	1.471610e-05
-0.935000	1.501290e-05
-0.930000	1.531500e-05
-0.925000	1.562250e-05
-0.920000	1.593560e-05
-0.915000	1.625430e-05
-0.910000	1.657860e-05
-0.905000	1.690870e-05
-0.900000	1.724450e-05
-0.895000	1.758090e-05
-0.890000	1.792430e-05
-0.885000	1.827490e-05
-0.880000	1.863270e-05
-0.875000	1.899780e-05
-0.870000	1.937030e-05
-0.865000	1.975030e-05
-0.860000	2.013790e-05
-0.855000	2.053320e-05
-0.850000	2.093620e-05
-0.845000	2.134610e-05
-0.840000	2.176420e-05
-0.835000	2.219050e-05
-0.830000	2.262520e-05
-0.825000	2.306840e-05
-0.820000	2.352020e-05
-0.815000	2.398070e-05
-0.810000	2.445000e-05
-0.805000	2.492830e-05
-0.800000	2.541550e-05
-0.795000	2.589960e-05
-0.790000	2.639550e-05
-0.785000	2.690350e-05
-0.780000	2.742370e-05
-0.775000	2.795620e-05
-0.770000	2.850120e-05
-0.765000	2.905890e-05
-0.760000	2.962940e-05
-0.755000	3.021300e-05
-0.750000	3.080970e-05
-0.745000	3.143280e-05
-0.740000	3.206670e-05
-0.735000	3.271140e-05
-0.730000	3.336710e-05
-0.725000	3.403390e-05
-0.720000	3.471200e-05
-0.715000	3.540150e-05
-0.710000	3.610250e-05
-0.705000	3.681520e-05
-0.700000	3.753980e-05
-0.695000	3.828270e-05
-0.690000	3.903650e-05
-0.685000	3.980110e-05
-0.680000	4.057680e-05
-0.675000	4.136370e-05
-0.670000	4.216180e-05
-0.665000	4.297150e-05
-0.660000	4.379270e-05
-0.655000	4.462570e-05
-0.650000	4.547060e-05
