# omega(GeV)	rho(GeV^-1)
-1.000000	3.546517e-73
-0.950000	4.407026e-72
-0.900000	5.477113e-71
-0.850000	6.808026e-70
-0.800000	8.463606e-69
-0.750000	1.052339e-67
-0.700000	1.308647e-66
-0.650000	1.627638e-65
-0.600000	2.024709e-64
-0.550000	2.519059e-63
-0.500000	3.134629e-62
-0.450000	3.901283e-61
-0.400000	4.856279e-60
-0.350000	6.046113e-59
-0.300000	7.528818e-58
-0.250000	9.376845e-57
-0.200000	1.168067e-55
-0.150000	1.455330e-54
-0.100000	1.813591e-53
-0.050000	2.260495e-52
0.000000	2.818095e-51
0.050000	3.513967e-50
0.100000	4.382595e-49
0.150000	5.467121e-48
0.200000	6.821532e-47
0.250000	8.513402e-46
0.300000	1.062734e-44
0.350000	1.326931e-43
0.400000	1.657207e-42
0.450000	2.070202e-41
0.500000	2.586775e-40
0.550000	3.233083e-39
0.600000	4.041945e-38
0.650000	5.054545e-37
0.700000	6.322587e-36
0.750000	7.911008e-35
0.800000	9.901391e-34
0.850000	1.239628e-32
0.900000	1.552462e-31
0.950000	1.944860e-30
1.000000	2.437235e-29
1.050000	3.055290e-28
1.100000	3.831398e-27
1.150000	4.806362e-26
1.200000	6.031627e-25
1.250000	7.572098e-24
1.300000	9.509696e-23
1.350000	1.194789e-21
1.400000	1.501741e-20
1.450000	1.888359e-19
1.500000	2.375558e-18
1.550000	2.989820e-17
1.600000	3.764692e-16
1.650000	4.742707e-15
1.700000	5.977828e-14
1.750000	7.538569e-13
1.800000	9.511997e-12
1.850000	1.200884e-10
1.900000	1.517006e-09
1.950000	1.917523e-08
2.000000	2.066621e-07
2.050000	2.768431e-07
2.100000	3.685323e-07
2.150000	4.895153e-07
2.200000	6.517671e-07
2.250000	8.741904e-07
2.300000	1.183071e-06
2.350000	1.613225e-06
2.450000	3.014036e-06
2.500000	4.092726e-06
2.550000	5.518910e-06
2.600000	7.406252e-06
2.650000	9.926894e-06
2.700000	1.332581e-05
2.750000	1.791627e-05
2.800000	2.408923e-05
2.850000	3.236006e-05
2.900000	4.349925e-05
2.950000	5.871936e-05
3.000000	7.978816e-05
3.050000	1.091302e-04
3.100000	1.497369e-04
3.150000	2.048963e-04
3.200000	2.776257e-04
3.250000	3.125610e-04
3.300000	4.171413e-04
3.350000	5.650661e-04
3.400000	7.540240e-04
3.450000	9.979863e-04
3.500000	1.354741e-03
3.550000	1.786752e-03
3.600000	2.406998e-03
3.650000	3.234209e-03
3.700000	4.382452e-03
3.750000	5.941390e-03
3.800000	8.074931e-03
3.850000	1.100618e-02
3.900000	1.497425e-02
3.950000	2.053442e-02
4.000000	2.827094e-02
4.050000	3.894705e-02
4.100000	5.378404e-02
4.150000	7.442275e-02
4.200000	1.029456e-01
4.250000	1.420965e-01
4.300000	1.950556e-01
4.350000	2.641258e-01
4.400000	3.501630e-01
4.450000	4.503441e-01
4.500000	5.553941e-01
4.550000	6.542993e-01
4.600000	7.362381e-01
4.650000	7.924328e-01
4.700000	8.249535e-01
4.750000	8.439045e-01
4.800000	8.495573e-01
4.850000	8.482485e-01
4.900000	8.433425e-01
4.950000	8.344196e-01
5.000000	8.261774e-01
5.050000	8.124120e-01
5.100000	7.965645e-01
5.150000	7.757152e-01
5.200000	7.491633e-01
5.250000	7.136128e-01
5.300000	6.719117e-01
5.350000	6.232478e-01
5.400000	5.700582e-01
5.450000	5.141208e-01
5.500000	4.576167e-01
5.550000	4.025495e-01
5.600000	3.508493e-01
5.650000	3.034433e-01
5.700000	2.610635e-01
5.750000	2.236178e-01
5.800000	1.915319e-01
5.850000	1.635473e-01
5.900000	1.396526e-01
5.950000	1.194109e-01
6.000000	1.021906e-01
6.050000	8.763098e-02
6.100000	7.538362e-02
6.150000	6.496370e-02
6.200000	5.596937e-02
6.250000	4.843661e-02
6.300000	4.190806e-02
6.350000	3.637985e-02
6.400000	3.165201e-02
6.450000	2.759463e-02
6.500000	2.409420e-02
6.550000	2.107149e-02
6.600000	1.845793e-02
6.650000	1.618987e-02
6.700000	1.421679e-02
6.750000	1.249799e-02
6.800000	1.099780e-02
6.850000	9.686983e-03
6.900000	8.538729e-03
6.950000	7.531400e-03
7.000000	6.647103e-03
7.050000	5.869814e-03
7.100000	5.185755e-03
7.150000	4.583434e-03
7.200000	4.052787e-03
7.250000	3.568212e-03
7.300000	3.155809e-03
7.350000	2.792211e-03
7.400000	2.471002e-03
7.450000	2.185392e-03
7.500000	1.934667e-03
7.550000	1.713156e-03
7.600000	1.517212e-03
7.650000	1.343942e-03
7.700000	1.190179e-03
7.750000	1.054701e-03
7.800000	9.349237e-04
7.850000	8.289831e-04
7.900000	7.352895e-04
7.950000	6.523748e-04
8.000000	5.790228e-04
