# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-2.769680e+01
0.010000	-2.771350e+01
0.020000	-2.773010e+01
0.030000	-2.774670e+01
0.040000	-2.776340e+01
0.050000	-2.778000e+01
0.060000	-2.779720e+01
0.070000	-2.781450e+01
0.080000	-2.783200e+01
0.090000	-2.784980e+01
0.100000	-2.786770e+01
0.110000	-2.788580e+01
0.120000	-2.790410e+01
0.130000	-2.792260e+01
0.140000	-2.794140e+01
0.150000	-2.796030e+01
0.160000	-2.797950e+01
0.170000	-2.799890e+01
0.180000	-2.801850e+01
0.190000	-2.803840e+01
0.200000	-2.805840e+01
0.210000	-2.807870e+01
0.220000	-2.809920e+01
0.230000	-2.811990e+01
0.240000	-2.814100e+01
0.250000	-2.816220e+01
0.260000	-2.818380e+01
0.270000	-2.820560e+01
0.280000	-2.822770e+01
0.290000	-2.825010e+01
0.300000	-2.827270e+01
0.310000	-2.829550e+01
0.320000	-2.831860e+01
0.330000	-2.834210e+01
0.340000	-2.836590e+01
0.350000	-2.839000e+01
0.360000	-2.841440e+01
0.370000	-2.843910e+01
0.380000	-2.846420e+01
0.390000	-2.848960e+01
0.400000	-2.851540e+01
0.410000	-2.854140e+01
0.420000	-2.856790e+01
0.430000	-2.859460e+01
0.440000	-2.862180e+01
0.450000	-2.864930e+01
0.460000	-2.867700e+01
0.470000	-2.870520e+01
0.480000	-2.873380e+01
0.490000	-2.876290e+01
0.500000	-2.879250e+01
0.510000	-2.882260e+01
0.520000	-2.885310e+01
0.530000	-2.888400e+01
0.540000	-2.891550e+01
0.550000	-2.894740e+01
0.560000	-2.897960e+01
0.570000	-2.901240e+01
0.580000	-2.904570e+01
0.590000	-2.907960e+01
0.600000	-2.911400e+01
0.610000	-2.914890e+01
0.620000	-2.918430e+01
0.630000	-2.922040e+01
0.640000	-2.925710e+01
0.650000	-2.929440e+01
0.660000	-2.933210e+01
0.670000	-2.937060e+01
0.680000	-2.940980e+01
0.690000	-2.944970e+01
0.700000	-2.949030e+01
0.710000	-2.953140e+01
0.720000	-2.957340e+01
0.730000	-2.961620e+01
0.740000	-2.965980e+01
0.750000	-2.970420e+01
0.760000	-2.974920e+01
0.770000	-2.979510e+01
0.780000	-2.984200e+01
0.790000	-2.988980e+01
0.800000	-2.993860e+01
0.810000	-2.998800e+01
0.820000	-3.003850e+01
0.830000	-3.009020e+01
0.840000	-3.014300e+01
0.850000	-3.019700e+01
0.860000	-3.025170e+01
0.870000	-3.030770e+01
0.880000	-3.036510e+01
0.890000	-3.042380e+01
0.900000	-3.048390e+01
0.910000	-3.054460e+01
0.920000	-3.060700e+01
0.930000	-3.067100e+01
0.940000	-3.073660e+01
0.950000	-3.080390e+01
0.960000	-3.087210e+01
0.970000	-3.094220e+01
0.980000	-3.101420e+01
0.990000	-3.108820e+01
1.000000	-3.116410e+01
1.010000	-3.124110e+01
1.020000	-3.132050e+01
1.030000	-3.140220e+01
1.040000	-3.148620e+01
1.050000	-3.157270e+01
1.060000	-3.166030e+01
1.070000	-3.175090e+01
1.080000	-3.184450e+01
1.090000	-3.194090e+01
1.100000	-3.204020e+01
1.110000	-3.214100e+01
1.120000	-3.224540e+01
1.130000	-3.235350e+01
1.140000	-3.246530e+01
1.150000	-3.258070e+01
1.160000	-3.269840e+01
1.170000	-3.282040e+01
1.180000	-3.294680e+01
1.190000	-3.307750e+01
1.200000	-3.321250e+01
1.210000	-3.334870e+01
1.220000	-3.349080e+01
1.230000	-3.363890e+01
1.240000	-3.379290e+01
1.250000	-3.395290e+01
1.260000	-3.411700e+01
1.270000	-3.428800e+01
1.280000	-3.446590e+01
1.290000	-3.465070e+01
1.300000	-3.484250e+01
1.310000	-3.503790e+01
1.320000	-3.524190e+01
1.330000	-3.545440e+01
1.340000	-3.567550e+01
1.350000	-3.590510e+01
1.360000	-3.614060e+01
1.370000	-3.638600e+01
1.380000	-3.664130e+01
1.390000	-3.690660e+01
1.400000	-3.718170e+01
1.410000	-3.746590e+01
1.420000	-3.776050e+01
1.430000	-3.806540e+01
1.440000	-3.838080e+01
1.450000	-3.870660e+01
1.460000	-3.904670e+01
1.470000	-3.939530e+01
1.480000	-3.975230e+01
1.490000	-4.011770e+01
1.500000	-4.049160e+01
1.510000	-4.088890e+01
1.520000	-4.128720e+01
1.530000	-4.168640e+01
1.540000	-4.208660e+01
1.550000	-4.248780e+01
1.560000	-4.292490e+01
1.570000	-4.334550e+01
1.580000	-4.374960e+01
1.590000	-4.413720e+01
1.600000	-4.450820e+01
1.610000	-4.492550e+01
1.620000	-4.529480e+01
1.630000	-4.561630e+01
1.640000	-4.588990e+01
1.650000	-4.611560e+01
1.660000	-4.637370e+01
1.670000	-4.654370e+01
1.680000	-4.662580e+01
1.690000	-4.661980e+01
1.700000	-4.652580e+01
1.710000	-4.638920e+01
1.720000	-4.614190e+01
1.730000	-4.578390e+01
1.740000	-4.531510e+01
1.750000	-4.473570e+01
1.760000	-4.398970e+01
1.770000	-4.316080e+01
1.780000	-4.224920e+01
1.790000	-4.125480e+01
1.800000	-4.017760e+01
1.810000	-3.887650e+01
1.820000	-3.756320e+01
1.830000	-3.623750e+01
1.840000	-3.489960e+01
1.850000	-3.354930e+01
1.860000	-3.206420e+01
1.870000	-3.062800e+01
1.880000	-2.924090e+01
1.890000	-2.790280e+01
1.900000	-2.661370e+01
1.910000	-2.533000e+01
1.920000	-2.411720e+01
1.930000	-2.297510e+01
1.940000	-2.190380e+01
1.950000	-2.090330e+01
1.960000	-1.998920e+01
1.970000	-1.913800e+01
1.980000	-1.834980e+01
1.990000	-1.762460e+01
2.000000	-1.696230e+01
2.010000	-1.639700e+01
2.020000	-1.587770e+01
2.030000	-1.540420e+01
2.040000	-1.497650e+01
2.050000	-1.459480e+01
