# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-6.569580e+00
0.010000	-6.572020e+00
0.020000	-6.574460e+00
0.030000	-6.576900e+00
0.040000	-6.579330e+00
0.050000	-6.581770e+00
0.060000	-6.584300e+00
0.070000	-6.586850e+00
0.080000	-6.589430e+00
0.090000	-6.592040e+00
0.100000	-6.594680e+00
0.110000	-6.597350e+00
0.120000	-6.600040e+00
0.130000	-6.602770e+00
0.140000	-6.605540e+00
0.150000	-6.608330e+00
0.160000	-6.611160e+00
0.170000	-6.614020e+00
0.180000	-6.616910e+00
0.190000	-6.619840e+00
0.200000	-6.622810e+00
0.210000	-6.625810e+00
0.220000	-6.628850e+00
0.230000	-6.631930e+00
0.240000	-6.635050e+00
0.250000	-6.638200e+00
0.260000	-6.641390e+00
0.270000	-6.644630e+00
0.280000	-6.647910e+00
0.290000	-6.651230e+00
0.300000	-6.654600e+00
0.310000	-6.658010e+00
0.320000	-6.661460e+00
0.330000	-6.664960e+00
0.340000	-6.668520e+00
0.350000	-6.672120e+00
0.360000	-6.675760e+00
0.370000	-6.679460e+00
0.380000	-6.683210e+00
0.390000	-6.687020e+00
0.400000	-6.690880e+00
0.410000	-6.694790e+00
0.420000	-6.698760e+00
0.430000	-6.702790e+00
0.440000	-6.706890e+00
0.450000	-6.711040e+00
0.460000	-6.715230e+00
0.470000	-6.719490e+00
0.480000	-6.723830e+00
0.490000	-6.728240e+00
0.500000	-6.732730e+00
0.510000	-6.737280e+00
0.520000	-6.741910e+00
0.530000	-6.746620e+00
0.540000	-6.751400e+00
0.550000	-6.756270e+00
0.560000	-6.761170e+00
0.570000	-6.766170e+00
0.580000	-6.771270e+00
0.590000	-6.776470e+00
0.600000	-6.781760e+00
0.610000	-6.787140e+00
0.620000	-6.792620e+00
0.630000	-6.798200e+00
0.640000	-6.803880e+00
0.650000	-6.809650e+00
0.660000	-6.815460e+00
0.670000	-6.821400e+00
0.680000	-6.827480e+00
0.690000	-6.833690e+00
0.700000	-6.840040e+00
0.710000	-6.846520e+00
0.720000	-6.853140e+00
0.730000	-6.859890e+00
0.740000	-6.866790e+00
0.750000	-6.873820e+00
0.760000	-6.880900e+00
0.770000	-6.888170e+00
0.780000	-6.895600e+00
0.790000	-6.903220e+00
0.800000	-6.911010e+00
0.810000	-6.918930e+00
0.820000	-6.927050e+00
0.830000	-6.935360e+00
0.840000	-6.943870e+00
0.850000	-6.952580e+00
0.860000	-6.961380e+00
0.870000	-6.970430e+00
0.880000	-6.979720e+00
0.890000	-6.989260e+00
0.900000	-6.999030e+00
0.910000	-7.008990e+00
0.920000	-7.019220e+00
0.930000	-7.029720e+00
0.940000	-7.040500e+00
0.950000	-7.051550e+00
0.960000	-7.062760e+00
0.970000	-7.074300e+00
0.980000	-7.086170e+00
0.990000	-7.098380e+00
1.000000	-7.110920e+00
1.010000	-7.123710e+00
1.020000	-7.136870e+00
1.030000	-7.150410e+00
1.040000	-7.164330e+00
1.050000	-7.178620e+00
1.060000	-7.193190e+00
1.070000	-7.208180e+00
1.080000	-7.223590e+00
1.090000	-7.239430e+00
1.100000	-7.255690e+00
1.110000	-7.272310e+00
1.120000	-7.289390e+00
1.130000	-7.306920e+00
1.140000	-7.324910e+00
1.150000	-7.343360e+00
1.160000	-7.362330e+00
1.170000	-7.381720e+00
1.180000	-7.401540e+00
1.190000	-7.421770e+00
1.200000	-7.442430e+00
1.210000	-7.463650e+00
1.220000	-7.485220e+00
1.230000	-7.507150e+00
1.240000	-7.529420e+00
1.250000	-7.552050e+00
1.260000	-7.575440e+00
1.270000	-7.598980e+00
1.280000	-7.622660e+00
1.290000	-7.646490e+00
1.300000	-7.670470e+00
1.310000	-7.695250e+00
1.320000	-7.719850e+00
1.330000	-7.744270e+00
1.340000	-7.768510e+00
1.350000	-7.792570e+00
1.360000	-7.817360e+00
1.370000	-7.841520e+00
1.380000	-7.865040e+00
1.390000	-7.887930e+00
1.400000	-7.910190e+00
1.410000	-7.932870e+00
1.420000	-7.954390e+00
1.430000	-7.974750e+00
1.440000	-7.993950e+00
1.450000	-8.011990e+00
1.460000	-8.029980e+00
1.470000	-8.046250e+00
1.480000	-8.060810e+00
1.490000	-8.073660e+00
1.500000	-8.084790e+00
1.510000	-8.095100e+00
1.520000	-8.103250e+00
1.530000	-8.109230e+00
1.540000	-8.113040e+00
1.550000	-8.114690e+00
1.560000	-8.114760e+00
1.570000	-8.112360e+00
1.580000	-8.107520e+00
1.590000	-8.100210e+00
1.600000	-8.090450e+00
1.610000	-8.078320e+00
1.620000	-8.063690e+00
1.630000	-8.046560e+00
1.640000	-8.026940e+00
1.650000	-8.004830e+00
1.660000	-7.979760e+00
1.670000	-7.952430e+00
1.680000	-7.922830e+00
1.690000	-7.890950e+00
1.700000	-7.856810e+00
1.710000	-7.819490e+00
1.720000	-7.780360e+00
1.730000	-7.739400e+00
1.740000	-7.696630e+00
1.750000	-7.652030e+00
1.760000	-7.604420e+00
1.770000	-7.555590e+00
1.780000	-7.505540e+00
1.790000	-7.454270e+00
1.800000	-7.401790e+00
1.810000	-7.346790e+00
1.820000	-7.291230e+00
1.830000	-7.235090e+00
1.840000	-7.178370e+00
1.850000	-7.121080e+00
1.860000	-7.062010e+00
1.870000	-7.002970e+00
1.880000	-6.943960e+00
1.890000	-6.884980e+00
1.900000	-6.826030e+00
1.910000	-6.766140e+00
1.920000	-6.706760e+00
1.930000	-6.647900e+00
1.940000	-6.589560e+00
1.950000	-6.531730e+00
1.960000	-6.473680e+00
1.970000	-6.416510e+00
1.980000	-6.360220e+00
1.990000	-6.304820e+00
2.000000	-6.250290e+00
2.010000	-6.196210e+00
2.020000	-6.143220e+00
2.030000	-6.091340e+00
2.040000	-6.040560e+00
2.050000	-5.990880e+00
2.060000	-5.942100e+00
2.070000	-5.894520e+00
2.080000	-5.848140e+00
2.090000	-5.802970e+00
2.100000	-5.759010e+00
2.110000	-5.716210e+00
2.120000	-5.674640e+00
2.130000	-5.634290e+00
2.140000	-5.595170e+00
2.150000	-5.557270e+00
2.160000	-5.520680e+00
2.170000	-5.485280e+00
2.180000	-5.451050e+00
2.190000	-5.418000e+00
2.200000	-5.386120e+00
2.210000	-5.355590e+00
2.220000	-5.326150e+00
2.230000	-5.297800e+00
2.240000	-5.270540e+00
2.250000	-5.244380e+00
2.260000	-5.219520e+00
2.270000	-5.195650e+00
2.280000	-5.172750e+00
2.290000	-5.150840e+00
2.300000	-5.129910e+00
2.310000	-5.110190e+00
2.320000	-5.091340e+00
2.330000	-5.073350e+00
2.340000	-5.056230e+00
2.350000	-5.039970e+00
2.360000	-5.024810e+00
2.370000	-5.010400e+00
2.380000	-4.996730e+00
2.390000	-4.983810e+00
2.400000	-4.971640e+00
2.410000	-4.960430e+00
2.420000	-4.949860e+00
2.430000	-4.939920e+00
2.440000	-4.930620e+00
2.450000	-4.921950e+00
2.460000	-4.914120e+00
2.470000	-4.906820e+00
2.480000	-4.900050e+00
2.490000	-4.893820e+00
2.500000	-4.888120e+00
2.510000	-4.883130e+00
2.520000	-4.878590e+00
2.530000	-4.874480e+00
2.540000	-4.870810e+00
2.550000	-4.867590e+00
2.560000	-4.864960e+00
2.570000	-4.862690e+00
2.580000	-4.860780e+00
2.590000	-4.859230e+00
2.600000	-4.858040e+00
2.610000	-4.857360e+00
2.620000	-4.856970e+00
2.630000	-4.856860e+00
2.640000	-4.857050e+00
2.650000	-4.857530e+00
2.660000	-4.858420e+00
2.670000	-4.859540e+00
2.680000	-4.860890e+00
2.690000	-4.862470e+00
2.700000	-4.864270e+00
2.710000	-4.866390e+00
2.720000	-4.868700e+00
2.730000	-4.871180e+00
2.740000	-4.873850e+00
2.750000	-4.876710e+00
2.760000	-4.879840e+00
2.770000	-4.883110e+00
2.780000	-4.886510e+00
2.790000	-4.890060e+00
2.800000	-4.893750e+00
2.810000	-4.897640e+00
2.820000	-4.901640e+00
2.830000	-4.905740e+00
2.840000	-4.909950e+00
2.850000	-4.914270e+00
2.860000	-4.918730e+00
2.870000	-4.923270e+00
2.880000	-4.927900e+00
2.890000	-4.932610e+00
2.900000	-4.937400e+00
2.910000	-4.942340e+00
2.920000	-4.947330e+00
2.930000	-4.952360e+00
2.940000	-4.957440e+00
2.950000	-4.962570e+00
2.960000	-4.967740e+00
2.970000	-4.972960e+00
2.980000	-4.978220e+00
2.990000	-4.983530e+00
