# E(GeV)	-Im_Tmatrix(GeV^-2)
0.000000	2.446150e-22
0.010000	6.038040e-07
0.020000	1.207610e-06
0.030000	1.811410e-06
0.040000	2.415220e-06
0.050000	3.019020e-06
0.060000	3.771490e-06
0.070000	4.631040e-06
0.080000	5.597650e-06
0.090000	6.671320e-06
0.100000	7.852070e-06
0.110000	9.045720e-06
0.120000	1.039350e-05
0.130000	1.189550e-05
0.140000	1.355160e-05
0.150000	1.536180e-05
0.160000	1.720210e-05
0.170000	1.925860e-05
0.180000	2.153130e-05
0.190000	2.402020e-05
0.200000	2.672540e-05
0.210000	2.947030e-05
0.220000	3.251970e-05
0.230000	3.587340e-05
0.240000	3.953150e-05
0.250000	4.349400e-05
0.260000	4.749020e-05
0.270000	5.192610e-05
0.280000	5.680170e-05
0.290000	6.211720e-05
0.300000	6.787240e-05
0.310000	7.379600e-05
0.320000	8.029510e-05
0.330000	8.736960e-05
0.340000	9.501960e-05
0.350000	1.032450e-04
0.360000	1.114580e-04
0.370000	1.205410e-04
0.380000	1.304920e-04
0.390000	1.413130e-04
0.400000	1.530040e-04
0.410000	1.649340e-04
0.420000	1.780490e-04
0.430000	1.923470e-04
0.440000	2.078290e-04
0.450000	2.244950e-04
0.460000	2.414540e-04
0.470000	2.600420e-04
0.480000	2.802600e-04
0.490000	3.021060e-04
0.500000	3.255820e-04
0.510000	3.490560e-04
0.520000	3.749740e-04
0.530000	4.033370e-04
0.540000	4.341440e-04
0.550000	4.673950e-04
0.560000	5.013890e-04
0.570000	5.386780e-04
0.580000	5.792620e-04
0.590000	6.231410e-04
0.600000	6.703150e-04
0.610000	7.176600e-04
0.620000	7.698620e-04
0.630000	8.269200e-04
0.640000	8.888350e-04
0.650000	9.556060e-04
0.660000	1.022940e-03
0.670000	1.097280e-03
0.680000	1.178620e-03
0.690000	1.266960e-03
0.700000	1.362310e-03
0.710000	1.459560e-03
0.720000	1.566360e-03
0.730000	1.682710e-03
0.740000	1.808620e-03
0.750000	1.944080e-03
0.760000	2.080730e-03
0.770000	2.231110e-03
0.780000	2.395240e-03
0.790000	2.573100e-03
0.800000	2.764700e-03
0.810000	2.955360e-03
0.820000	3.167090e-03
0.830000	3.399900e-03
0.840000	3.653790e-03
0.850000	3.928760e-03
0.860000	4.209950e-03
0.870000	4.519640e-03
0.880000	4.857840e-03
0.890000	5.224550e-03
0.900000	5.619760e-03
0.910000	6.016930e-03
0.920000	6.455880e-03
0.930000	6.936620e-03
0.940000	7.459150e-03
0.950000	8.023470e-03
0.960000	8.592090e-03
0.970000	9.221250e-03
0.980000	9.910920e-03
0.990000	1.066110e-02
1.000000	1.147190e-02
1.010000	1.229220e-02
1.020000	1.319850e-02
1.030000	1.419080e-02
1.040000	1.526910e-02
1.050000	1.643330e-02
1.060000	1.760830e-02
1.070000	1.890680e-02
1.080000	2.032910e-02
1.090000	2.187490e-02
1.100000	2.354440e-02
1.110000	2.523890e-02
1.120000	2.710630e-02
1.130000	2.914680e-02
1.140000	3.136030e-02
1.150000	3.374680e-02
1.160000	3.618110e-02
1.170000	3.885110e-02
1.180000	4.175670e-02
1.190000	4.489790e-02
1.200000	4.827470e-02
1.210000	5.173410e-02
1.220000	5.550570e-02
1.230000	5.958930e-02
1.240000	6.398500e-02
1.250000	6.869290e-02
1.260000	7.355390e-02
1.270000	7.880640e-02
1.280000	8.445050e-02
1.290000	9.048620e-02
1.300000	9.691350e-02
1.310000	1.035930e-01
1.320000	1.107340e-01
1.330000	1.183360e-01
1.340000	1.263990e-01
1.350000	1.349240e-01
1.360000	1.438260e-01
1.370000	1.532320e-01
1.380000	1.631400e-01
1.390000	1.735510e-01
1.400000	1.844640e-01
1.410000	1.958900e-01
1.420000	2.078140e-01
1.430000	2.202340e-01
1.440000	2.331520e-01
1.450000	2.465670e-01
1.460000	2.606020e-01
1.470000	2.750730e-01
1.480000	2.899790e-01
1.490000	3.053220e-01
1.500000	3.211000e-01
1.510000	3.375620e-01
1.520000	3.543360e-01
1.530000	3.714220e-01
1.540000	3.888210e-01
1.550000	4.065320e-01
1.560000	4.248870e-01
1.570000	4.433890e-01
1.580000	4.620360e-01
1.590000	4.808300e-01
1.600000	4.997710e-01
1.610000	5.192270e-01
1.620000	5.386440e-01
1.630000	5.580230e-01
1.640000	5.773640e-01
1.650000	5.966660e-01
1.660000	6.163130e-01
1.670000	6.357300e-01
1.680000	6.549170e-01
1.690000	6.738740e-01
1.700000	6.926000e-01
1.710000	7.114380e-01
1.720000	7.298750e-01
1.730000	7.479120e-01
1.740000	7.655480e-01
1.750000	7.827840e-01
1.760000	7.998860e-01
1.770000	8.164540e-01
1.780000	8.324880e-01
1.790000	8.479880e-01
1.800000	8.629540e-01
1.810000	8.775510e-01
1.820000	8.915320e-01
1.830000	9.048960e-01
