# omega(GeV)	rho(GeV^-1)
-1.000000	2.984389e-80
-0.950000	4.824448e-79
-0.900000	7.800150e-78
-0.850000	1.261312e-76
-0.800000	2.039893e-75
-0.750000	3.299582e-74
-0.700000	5.337994e-73
-0.650000	8.637066e-72
-0.600000	1.397735e-70
-0.550000	2.262324e-69
-0.500000	3.662332e-68
-0.450000	5.929731e-67
-0.400000	9.602581e-66
-0.350000	1.555314e-64
-0.300000	2.519574e-63
-0.250000	4.082408e-62
-0.200000	6.615878e-61
-0.150000	1.072364e-59
-0.100000	1.738530e-58
-0.050000	2.819091e-57
0.000000	4.572197e-56
0.050000	7.417054e-55
0.100000	1.203457e-53
0.150000	1.953101e-52
0.200000	3.170410e-51
0.250000	5.147603e-50
0.300000	8.359799e-49
0.350000	1.357970e-47
0.400000	2.206430e-46
0.450000	3.585904e-45
0.500000	5.829321e-44
0.550000	9.478745e-43
0.600000	1.541700e-41
0.650000	2.508236e-40
0.700000	4.081867e-39
0.750000	6.644688e-38
0.800000	1.081979e-36
0.850000	1.762361e-35
0.900000	2.871483e-34
0.950000	4.680117e-33
1.000000	7.630446e-32
1.050000	1.244486e-30
1.100000	2.030396e-29
1.150000	3.313805e-28
1.200000	5.410443e-27
1.250000	8.836970e-26
1.300000	1.443921e-24
1.350000	2.360252e-23
1.400000	3.859701e-22
1.450000	6.314442e-21
1.500000	1.033495e-19
1.550000	1.692314e-18
1.600000	2.772417e-17
1.650000	4.544111e-16
1.700000	7.451773e-15
1.750000	1.222640e-13
1.800000	2.007126e-12
1.850000	3.296831e-11
1.900000	5.418444e-10
1.950000	8.910841e-09
2.000000	1.097806e-07
2.050000	1.508000e-07
2.100000	2.061811e-07
2.150000	2.804856e-07
2.200000	3.799428e-07
2.250000	5.135097e-07
2.300000	6.953007e-07
2.350000	9.463902e-07
2.450000	1.788150e-06
2.500000	2.474286e-06
2.550000	3.423123e-06
2.600000	4.722365e-06
2.650000	6.490698e-06
2.700000	8.893390e-06
2.750000	1.217589e-05
2.800000	1.668614e-05
2.850000	2.290073e-05
2.900000	3.143337e-05
2.950000	4.313212e-05
3.000000	5.925706e-05
3.050000	8.168187e-05
3.100000	1.131941e-04
3.150000	1.576295e-04
3.200000	2.199649e-04
3.250000	3.059163e-04
3.300000	3.513033e-04
3.350000	4.748923e-04
3.400000	6.418967e-04
3.450000	8.623546e-04
3.500000	1.173687e-03
3.550000	1.579927e-03
3.600000	2.128998e-03
3.650000	2.862167e-03
3.700000	3.844806e-03
3.750000	5.206742e-03
3.800000	7.082951e-03
3.850000	9.576076e-03
3.900000	1.303738e-02
3.950000	1.776950e-02
4.000000	2.426657e-02
4.050000	3.322955e-02
4.100000	4.565269e-02
4.150000	6.284470e-02
4.200000	8.675733e-02
4.250000	1.196353e-01
4.300000	1.646949e-01
4.350000	2.256360e-01
4.400000	3.051419e-01
4.450000	4.045517e-01
4.500000	5.207918e-01
4.550000	6.464179e-01
4.600000	7.648903e-01
4.650000	8.659197e-01
4.700000	9.421250e-01
4.750000	9.910332e-01
4.800000	1.016295e+00
4.850000	1.026776e+00
4.900000	1.023099e+00
4.950000	1.010273e+00
5.000000	9.888925e-01
5.050000	9.586469e-01
5.100000	9.182230e-01
5.150000	8.670572e-01
5.200000	8.053091e-01
5.250000	7.347021e-01
5.300000	6.579503e-01
5.350000	5.786245e-01
5.400000	5.009541e-01
5.450000	4.279352e-01
5.500000	3.615796e-01
5.550000	3.030950e-01
5.600000	2.526413e-01
5.650000	2.099712e-01
5.700000	1.742728e-01
5.750000	1.446433e-01
5.800000	1.201859e-01
5.850000	1.000344e-01
5.900000	8.346710e-02
5.950000	6.980706e-02
6.000000	5.855225e-02
6.050000	4.925065e-02
6.100000	4.153290e-02
6.150000	3.512236e-02
6.200000	2.977142e-02
6.250000	2.529596e-02
6.300000	2.154132e-02
6.350000	1.838485e-02
6.400000	1.568732e-02
6.450000	1.343478e-02
6.500000	1.148354e-02
6.550000	9.859117e-03
6.600000	8.508957e-03
6.650000	7.328615e-03
6.700000	6.318679e-03
6.750000	5.453168e-03
6.800000	4.711211e-03
6.850000	4.073851e-03
6.900000	3.525244e-03
6.950000	3.053729e-03
7.000000	2.649074e-03
7.050000	2.298708e-03
7.100000	1.997471e-03
7.150000	1.736374e-03
7.200000	1.510819e-03
7.250000	1.315831e-03
7.300000	1.147184e-03
7.350000	1.003183e-03
7.400000	8.765390e-04
7.450000	7.668261e-04
7.500000	6.761735e-04
7.550000	5.931732e-04
7.600000	5.211341e-04
7.650000	4.550654e-04
7.700000	4.011196e-04
7.750000	3.538497e-04
7.800000	3.129988e-04
7.850000	2.773862e-04
7.900000	2.463291e-04
7.950000	2.097106e-04
8.000000	1.869437e-04
