# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-4.626650e+00
0.010000	-4.630140e+00
0.020000	-4.633640e+00
0.030000	-4.637140e+00
0.040000	-4.640640e+00
0.050000	-4.644140e+00
0.060000	-4.647750e+00
0.070000	-4.651410e+00
0.080000	-4.655110e+00
0.090000	-4.658860e+00
0.100000	-4.662650e+00
0.110000	-4.666480e+00
0.120000	-4.670360e+00
0.130000	-4.674280e+00
0.140000	-4.678240e+00
0.150000	-4.682240e+00
0.160000	-4.686260e+00
0.170000	-4.690340e+00
0.180000	-4.694460e+00
0.190000	-4.698620e+00
0.200000	-4.702840e+00
0.210000	-4.707020e+00
0.220000	-4.711290e+00
0.230000	-4.715650e+00
0.240000	-4.720100e+00
0.250000	-4.724640e+00
0.260000	-4.729360e+00
0.270000	-4.734140e+00
0.280000	-4.738950e+00
0.290000	-4.743810e+00
0.300000	-4.748710e+00
0.310000	-4.753600e+00
0.320000	-4.758560e+00
0.330000	-4.763600e+00
0.340000	-4.768710e+00
0.350000	-4.773890e+00
0.360000	-4.779130e+00
0.370000	-4.784450e+00
0.380000	-4.789850e+00
0.390000	-4.795330e+00
0.400000	-4.800900e+00
0.410000	-4.806530e+00
0.420000	-4.812250e+00
0.430000	-4.818060e+00
0.440000	-4.823960e+00
0.450000	-4.829940e+00
0.460000	-4.835950e+00
0.470000	-4.842080e+00
0.480000	-4.848330e+00
0.490000	-4.854680e+00
0.500000	-4.861150e+00
0.510000	-4.867730e+00
0.520000	-4.874420e+00
0.530000	-4.881230e+00
0.540000	-4.888150e+00
0.550000	-4.895190e+00
0.560000	-4.902300e+00
0.570000	-4.909550e+00
0.580000	-4.916940e+00
0.590000	-4.924460e+00
0.600000	-4.932120e+00
0.610000	-4.939870e+00
0.620000	-4.947780e+00
0.630000	-4.955850e+00
0.640000	-4.964080e+00
0.650000	-4.972460e+00
0.660000	-4.980950e+00
0.670000	-4.989630e+00
0.680000	-4.998480e+00
0.690000	-5.007520e+00
0.700000	-5.016750e+00
0.710000	-5.026090e+00
0.720000	-5.035650e+00
0.730000	-5.045430e+00
0.740000	-5.055420e+00
0.750000	-5.065630e+00
0.760000	-5.075980e+00
0.770000	-5.086580e+00
0.780000	-5.097440e+00
0.790000	-5.108540e+00
0.800000	-5.119900e+00
0.810000	-5.131420e+00
0.820000	-5.143230e+00
0.830000	-5.155340e+00
0.840000	-5.167760e+00
0.850000	-5.180480e+00
0.860000	-5.193400e+00
0.870000	-5.206670e+00
0.880000	-5.220300e+00
0.890000	-5.234280e+00
0.900000	-5.248620e+00
0.910000	-5.263180e+00
0.920000	-5.278170e+00
0.930000	-5.293570e+00
0.940000	-5.309400e+00
0.950000	-5.325640e+00
0.960000	-5.342160e+00
0.970000	-5.359170e+00
0.980000	-5.376680e+00
0.990000	-5.394680e+00
1.000000	-5.413170e+00
1.010000	-5.432020e+00
1.020000	-5.451430e+00
1.030000	-5.471410e+00
1.040000	-5.491950e+00
1.050000	-5.513050e+00
1.060000	-5.534640e+00
1.070000	-5.556830e+00
1.080000	-5.579630e+00
1.090000	-5.603030e+00
1.100000	-5.627030e+00
1.110000	-5.651600e+00
1.120000	-5.676790e+00
1.130000	-5.702600e+00
1.140000	-5.729030e+00
1.150000	-5.756080e+00
1.160000	-5.784060e+00
1.170000	-5.812510e+00
1.180000	-5.841410e+00
1.190000	-5.870780e+00
1.200000	-5.900610e+00
1.210000	-5.931550e+00
1.220000	-5.962630e+00
1.230000	-5.993840e+00
1.240000	-6.025190e+00
1.250000	-6.056680e+00
1.260000	-6.089500e+00
1.270000	-6.121850e+00
1.280000	-6.153750e+00
1.290000	-6.185180e+00
1.300000	-6.216160e+00
1.310000	-6.248330e+00
1.320000	-6.279210e+00
1.330000	-6.308820e+00
1.340000	-6.337140e+00
1.350000	-6.364180e+00
1.360000	-6.391730e+00
1.370000	-6.417110e+00
1.380000	-6.440300e+00
1.390000	-6.461310e+00
1.400000	-6.480150e+00
1.410000	-6.498350e+00
1.420000	-6.513600e+00
1.430000	-6.525900e+00
1.440000	-6.535250e+00
1.450000	-6.541640e+00
1.460000	-6.545650e+00
1.470000	-6.546430e+00
1.480000	-6.543960e+00
1.490000	-6.538250e+00
1.500000	-6.529310e+00
1.510000	-6.516790e+00
1.520000	-6.501200e+00
1.530000	-6.482530e+00
1.540000	-6.460770e+00
1.550000	-6.435930e+00
1.560000	-6.406870e+00
1.570000	-6.375290e+00
1.580000	-6.341210e+00
1.590000	-6.304620e+00
1.600000	-6.265520e+00
1.610000	-6.222330e+00
1.620000	-6.177420e+00
1.630000	-6.130800e+00
1.640000	-6.082470e+00
1.650000	-6.032430e+00
1.660000	-5.979070e+00
1.670000	-5.924800e+00
1.680000	-5.869620e+00
1.690000	-5.813540e+00
1.700000	-5.756550e+00
1.710000	-5.697250e+00
1.720000	-5.637740e+00
1.730000	-5.578040e+00
1.740000	-5.518130e+00
1.750000	-5.458010e+00
1.760000	-5.396640e+00
1.770000	-5.335600e+00
1.780000	-5.274880e+00
1.790000	-5.214490e+00
1.800000	-5.154430e+00
1.810000	-5.093990e+00
1.820000	-5.034230e+00
1.830000	-4.975150e+00
1.840000	-4.916750e+00
1.850000	-4.859040e+00
1.860000	-4.801590e+00
1.870000	-4.745030e+00
1.880000	-4.689360e+00
1.890000	-4.634590e+00
1.900000	-4.580720e+00
1.910000	-4.527540e+00
1.920000	-4.475350e+00
1.930000	-4.424160e+00
1.940000	-4.373970e+00
1.950000	-4.324780e+00
1.960000	-4.276540e+00
1.970000	-4.229320e+00
1.980000	-4.183120e+00
1.990000	-4.137940e+00
2.000000	-4.093780e+00
2.010000	-4.050680e+00
2.020000	-4.008580e+00
2.030000	-3.967480e+00
2.040000	-3.927370e+00
2.050000	-3.888250e+00
2.060000	-3.850250e+00
2.070000	-3.813190e+00
2.080000	-3.777070e+00
2.090000	-3.741880e+00
2.100000	-3.707630e+00
2.110000	-3.674450e+00
2.120000	-3.642150e+00
2.130000	-3.610710e+00
2.140000	-3.580140e+00
2.150000	-3.550430e+00
2.160000	-3.521770e+00
2.170000	-3.493890e+00
2.180000	-3.466790e+00
2.190000	-3.440480e+00
2.200000	-3.414950e+00
2.210000	-3.390330e+00
2.220000	-3.366430e+00
2.230000	-3.343250e+00
2.240000	-3.320790e+00
2.250000	-3.299050e+00
2.260000	-3.278230e+00
2.270000	-3.258030e+00
2.280000	-3.238440e+00
2.290000	-3.219470e+00
2.300000	-3.201110e+00
2.310000	-3.183440e+00
2.320000	-3.166350e+00
2.330000	-3.149830e+00
2.340000	-3.133880e+00
2.350000	-3.118510e+00
2.360000	-3.103860e+00
2.370000	-3.089710e+00
2.380000	-3.076050e+00
2.390000	-3.062890e+00
2.400000	-3.050230e+00
2.410000	-3.038190e+00
2.420000	-3.026580e+00
2.430000	-3.015410e+00
2.440000	-3.004680e+00
2.450000	-2.994390e+00
2.460000	-2.984650e+00
2.470000	-2.975290e+00
2.480000	-2.966320e+00
2.490000	-2.957740e+00
2.500000	-2.949540e+00
2.510000	-2.941820e+00
2.520000	-2.934440e+00
2.530000	-2.927390e+00
2.540000	-2.920680e+00
2.550000	-2.914300e+00
2.560000	-2.908360e+00
2.570000	-2.902710e+00
2.580000	-2.897340e+00
2.590000	-2.892260e+00
2.600000	-2.887470e+00
2.610000	-2.883050e+00
2.620000	-2.878880e+00
2.630000	-2.874950e+00
2.640000	-2.871280e+00
2.650000	-2.867850e+00
2.660000	-2.864750e+00
2.670000	-2.861860e+00
2.680000	-2.859180e+00
2.690000	-2.856710e+00
2.700000	-2.854450e+00
2.710000	-2.852480e+00
2.720000	-2.850670e+00
2.730000	-2.849040e+00
2.740000	-2.847590e+00
2.750000	-2.846320e+00
2.760000	-2.845270e+00
2.770000	-2.844380e+00
2.780000	-2.843630e+00
2.790000	-2.843020e+00
2.800000	-2.842560e+00
2.810000	-2.842300e+00
2.820000	-2.842160e+00
2.830000	-2.842140e+00
2.840000	-2.842230e+00
2.850000	-2.842440e+00
