# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-1.183020e+01
0.010000	-1.183570e+01
0.020000	-1.184110e+01
0.030000	-1.184650e+01
0.040000	-1.185190e+01
0.050000	-1.185730e+01
0.060000	-1.186300e+01
0.070000	-1.186870e+01
0.080000	-1.187440e+01
0.090000	-1.188020e+01
0.100000	-1.188610e+01
0.110000	-1.189210e+01
0.120000	-1.189810e+01
0.130000	-1.190410e+01
0.140000	-1.191030e+01
0.150000	-1.191650e+01
0.160000	-1.192280e+01
0.170000	-1.192910e+01
0.180000	-1.193560e+01
0.190000	-1.194210e+01
0.200000	-1.194870e+01
0.210000	-1.195540e+01
0.220000	-1.196210e+01
0.230000	-1.196900e+01
0.240000	-1.197590e+01
0.250000	-1.198290e+01
0.260000	-1.199000e+01
0.270000	-1.199720e+01
0.280000	-1.200450e+01
0.290000	-1.201190e+01
0.300000	-1.201930e+01
0.310000	-1.202690e+01
0.320000	-1.203460e+01
0.330000	-1.204240e+01
0.340000	-1.205020e+01
0.350000	-1.205820e+01
0.360000	-1.206630e+01
0.370000	-1.207450e+01
0.380000	-1.208280e+01
0.390000	-1.209130e+01
0.400000	-1.209980e+01
0.410000	-1.210850e+01
0.420000	-1.211730e+01
0.430000	-1.212620e+01
0.440000	-1.213530e+01
0.450000	-1.214450e+01
0.460000	-1.215380e+01
0.470000	-1.216330e+01
0.480000	-1.217290e+01
0.490000	-1.218270e+01
0.500000	-1.219260e+01
0.510000	-1.220250e+01
0.520000	-1.221260e+01
0.530000	-1.222290e+01
0.540000	-1.223340e+01
0.550000	-1.224410e+01
0.560000	-1.225510e+01
0.570000	-1.226620e+01
0.580000	-1.227760e+01
0.590000	-1.228910e+01
0.600000	-1.230080e+01
0.610000	-1.231260e+01
0.620000	-1.232460e+01
0.630000	-1.233690e+01
0.640000	-1.234940e+01
0.650000	-1.236210e+01
0.660000	-1.237500e+01
0.670000	-1.238810e+01
0.680000	-1.240150e+01
0.690000	-1.241520e+01
0.700000	-1.242920e+01
0.710000	-1.244330e+01
0.720000	-1.245770e+01
0.730000	-1.247240e+01
0.740000	-1.248750e+01
0.750000	-1.250280e+01
0.760000	-1.251840e+01
0.770000	-1.253430e+01
0.780000	-1.255060e+01
0.790000	-1.256720e+01
0.800000	-1.258430e+01
0.810000	-1.260160e+01
0.820000	-1.261930e+01
0.830000	-1.263750e+01
0.840000	-1.265610e+01
0.850000	-1.267510e+01
0.860000	-1.269440e+01
0.870000	-1.271420e+01
0.880000	-1.273450e+01
0.890000	-1.275530e+01
0.900000	-1.277670e+01
0.910000	-1.279830e+01
0.920000	-1.282060e+01
0.930000	-1.284350e+01
0.940000	-1.286700e+01
0.950000	-1.289120e+01
0.960000	-1.291580e+01
0.970000	-1.294110e+01
0.980000	-1.296720e+01
0.990000	-1.299400e+01
1.000000	-1.302160e+01
1.010000	-1.304950e+01
1.020000	-1.307840e+01
1.030000	-1.310820e+01
1.040000	-1.313880e+01
1.050000	-1.317040e+01
1.060000	-1.320260e+01
1.070000	-1.323580e+01
1.080000	-1.327010e+01
1.090000	-1.330550e+01
1.100000	-1.334200e+01
1.110000	-1.337910e+01
1.120000	-1.341760e+01
1.130000	-1.345720e+01
1.140000	-1.349820e+01
1.150000	-1.354030e+01
1.160000	-1.358340e+01
1.170000	-1.362790e+01
1.180000	-1.367380e+01
1.190000	-1.372120e+01
1.200000	-1.377000e+01
1.210000	-1.382020e+01
1.220000	-1.387180e+01
1.230000	-1.392500e+01
1.240000	-1.397960e+01
1.250000	-1.403570e+01
1.260000	-1.409350e+01
1.270000	-1.415270e+01
1.280000	-1.421330e+01
1.290000	-1.427510e+01
1.300000	-1.433830e+01
1.310000	-1.440370e+01
1.320000	-1.447000e+01
1.330000	-1.453710e+01
1.340000	-1.460510e+01
1.350000	-1.467390e+01
1.360000	-1.474570e+01
1.370000	-1.481720e+01
1.380000	-1.488850e+01
1.390000	-1.495960e+01
1.400000	-1.503050e+01
1.410000	-1.510450e+01
1.420000	-1.517650e+01
1.430000	-1.524680e+01
1.440000	-1.531520e+01
1.450000	-1.538170e+01
1.460000	-1.545090e+01
1.470000	-1.551600e+01
1.480000	-1.557700e+01
1.490000	-1.563390e+01
1.500000	-1.568670e+01
1.510000	-1.574020e+01
1.520000	-1.578720e+01
1.530000	-1.582770e+01
1.540000	-1.586160e+01
1.550000	-1.588890e+01
1.560000	-1.591410e+01
1.570000	-1.593060e+01
1.580000	-1.593830e+01
1.590000	-1.593730e+01
1.600000	-1.592760e+01
1.610000	-1.591130e+01
1.620000	-1.588520e+01
1.630000	-1.584920e+01
1.640000	-1.580350e+01
1.650000	-1.574790e+01
1.660000	-1.568160e+01
1.670000	-1.560600e+01
1.680000	-1.552100e+01
1.690000	-1.542660e+01
1.700000	-1.532290e+01
1.710000	-1.520560e+01
1.720000	-1.508110e+01
1.730000	-1.494930e+01
1.740000	-1.481050e+01
1.750000	-1.466440e+01
