# E(GeV)	Re_Tmatrix(GeV^-2)
0.000000	-7.049930e+00
0.010000	-7.054750e+00
0.020000	-7.059560e+00
0.030000	-7.064370e+00
0.040000	-7.069180e+00
0.050000	-7.073990e+00
0.060000	-7.078960e+00
0.070000	-7.083970e+00
0.080000	-7.089040e+00
0.090000	-7.094160e+00
0.100000	-7.099340e+00
0.110000	-7.104540e+00
0.120000	-7.109810e+00
0.130000	-7.115140e+00
0.140000	-7.120540e+00
0.150000	-7.126000e+00
0.160000	-7.131540e+00
0.170000	-7.137130e+00
0.180000	-7.142790e+00
0.190000	-7.148510e+00
0.200000	-7.154290e+00
0.210000	-7.160120e+00
0.220000	-7.166020e+00
0.230000	-7.172000e+00
0.240000	-7.178050e+00
0.250000	-7.184160e+00
0.260000	-7.190340e+00
0.270000	-7.196600e+00
0.280000	-7.202930e+00
0.290000	-7.209340e+00
0.300000	-7.215840e+00
0.310000	-7.222390e+00
0.320000	-7.229030e+00
0.330000	-7.235770e+00
0.340000	-7.242580e+00
0.350000	-7.249490e+00
0.360000	-7.256470e+00
0.370000	-7.263540e+00
0.380000	-7.270710e+00
0.390000	-7.277980e+00
0.400000	-7.285340e+00
0.410000	-7.292780e+00
0.420000	-7.300330e+00
0.430000	-7.307980e+00
0.440000	-7.315740e+00
0.450000	-7.323620e+00
0.460000	-7.331570e+00
0.470000	-7.339640e+00
0.480000	-7.347840e+00
0.490000	-7.356160e+00
0.500000	-7.364590e+00
0.510000	-7.373120e+00
0.520000	-7.381790e+00
0.530000	-7.390590e+00
0.540000	-7.399530e+00
0.550000	-7.408610e+00
0.560000	-7.417780e+00
0.570000	-7.427110e+00
0.580000	-7.436590e+00
0.590000	-7.446230e+00
0.600000	-7.456020e+00
0.610000	-7.465920e+00
0.620000	-7.476000e+00
0.630000	-7.486260e+00
0.640000	-7.496690e+00
0.650000	-7.507300e+00
0.660000	-7.518060e+00
0.670000	-7.529000e+00
0.680000	-7.540150e+00
0.690000	-7.551490e+00
0.700000	-7.563030e+00
0.710000	-7.574690e+00
0.720000	-7.586590e+00
0.730000	-7.598720e+00
0.740000	-7.611090e+00
0.750000	-7.623690e+00
0.760000	-7.636450e+00
0.770000	-7.649490e+00
0.780000	-7.662790e+00
0.790000	-7.676370e+00
0.800000	-7.690210e+00
0.810000	-7.704220e+00
0.820000	-7.718550e+00
0.830000	-7.733190e+00
0.840000	-7.748160e+00
0.850000	-7.763440e+00
0.860000	-7.778930e+00
0.870000	-7.794790e+00
0.880000	-7.811020e+00
0.890000	-7.827620e+00
0.900000	-7.844600e+00
0.910000	-7.861790e+00
0.920000	-7.879430e+00
0.930000	-7.897520e+00
0.940000	-7.916060e+00
0.950000	-7.935040e+00
0.960000	-7.954330e+00
0.970000	-7.974140e+00
0.980000	-7.994460e+00
0.990000	-8.015290e+00
1.000000	-8.036630e+00
1.010000	-8.058270e+00
1.020000	-8.080520e+00
1.030000	-8.103390e+00
1.040000	-8.126870e+00
1.050000	-8.150970e+00
1.060000	-8.175350e+00
1.070000	-8.200520e+00
1.080000	-8.226460e+00
1.090000	-8.253180e+00
1.100000	-8.280690e+00
1.110000	-8.308800e+00
1.120000	-8.337780e+00
1.130000	-8.367630e+00
1.140000	-8.398340e+00
1.150000	-8.429930e+00
1.160000	-8.462050e+00
1.170000	-8.495200e+00
1.180000	-8.529390e+00
1.190000	-8.564610e+00
1.200000	-8.600870e+00
1.210000	-8.637940e+00
1.220000	-8.676150e+00
1.230000	-8.715520e+00
1.240000	-8.756030e+00
1.250000	-8.797700e+00
1.260000	-8.840380e+00
1.270000	-8.884270e+00
1.280000	-8.929390e+00
1.290000	-8.975720e+00
1.300000	-9.023280e+00
1.310000	-9.072310e+00
1.320000	-9.122440e+00
1.330000	-9.173650e+00
1.340000	-9.225970e+00
1.350000	-9.279370e+00
1.360000	-9.334720e+00
1.370000	-9.390740e+00
1.380000	-9.447420e+00
1.390000	-9.504780e+00
1.400000	-9.562810e+00
1.410000	-9.623250e+00
1.420000	-9.683490e+00
1.430000	-9.743530e+00
1.440000	-9.803350e+00
1.450000	-9.862970e+00
1.460000	-9.925340e+00
1.470000	-9.986020e+00
1.480000	-1.004500e+01
1.490000	-1.010230e+01
1.500000	-1.015790e+01
1.510000	-1.021580e+01
1.520000	-1.027000e+01
1.530000	-1.032060e+01
1.540000	-1.036740e+01
1.550000	-1.041060e+01
1.560000	-1.045430e+01
1.570000	-1.049220e+01
1.580000	-1.052440e+01
1.590000	-1.055070e+01
1.600000	-1.057130e+01
1.610000	-1.058930e+01
1.620000	-1.059990e+01
1.630000	-1.060320e+01
1.640000	-1.059910e+01
1.650000	-1.058770e+01
1.660000	-1.056970e+01
1.670000	-1.054400e+01
1.680000	-1.051060e+01
1.690000	-1.046930e+01
1.700000	-1.042040e+01
1.710000	-1.036160e+01
1.720000	-1.029610e+01
1.730000	-1.022380e+01
1.740000	-1.014490e+01
1.750000	-1.005920e+01
1.760000	-9.962560e+00
1.770000	-9.861310e+00
1.780000	-9.755420e+00
1.790000	-9.644880e+00
1.800000	-9.529700e+00
1.810000	-9.404790e+00
1.820000	-9.277780e+00
1.830000	-9.148670e+00
1.840000	-9.017470e+00
1.850000	-8.884170e+00
1.860000	-8.744200e+00
1.870000	-8.604430e+00
1.880000	-8.464840e+00
1.890000	-8.325440e+00
1.900000	-8.186230e+00
1.910000	-8.043890e+00
1.920000	-7.903390e+00
1.930000	-7.764730e+00
1.940000	-7.627920e+00
1.950000	-7.492950e+00
1.960000	-7.357850e+00
1.970000	-7.225570e+00
1.980000	-7.096130e+00
1.990000	-6.969510e+00
2.000000	-6.845730e+00
2.010000	-6.723950e+00
2.020000	-6.605420e+00
2.030000	-6.490120e+00
2.040000	-6.378060e+00
2.050000	-6.269240e+00
2.060000	-6.163610e+00
2.070000	-6.061250e+00
2.080000	-5.962140e+00
2.090000	-5.866290e+00
2.100000	-5.773700e+00
2.110000	-5.684800e+00
2.120000	-5.598940e+00
2.130000	-5.516120e+00
2.140000	-5.436350e+00
2.150000	-5.359620e+00
2.160000	-5.286570e+00
2.170000	-5.216250e+00
2.180000	-5.148660e+00
2.190000	-5.083800e+00
2.200000	-5.021670e+00
2.210000	-4.962990e+00
2.220000	-4.906680e+00
2.230000	-4.852740e+00
2.240000	-4.801160e+00
2.250000	-4.751950e+00
2.260000	-4.705800e+00
2.270000	-4.661670e+00
2.280000	-4.619560e+00
2.290000	-4.579460e+00
2.300000	-4.541380e+00
2.310000	-4.505970e+00
2.320000	-4.472250e+00
2.330000	-4.440220e+00
2.340000	-4.409880e+00
2.350000	-4.381230e+00
2.360000	-4.354890e+00
2.370000	-4.329930e+00
2.380000	-4.306370e+00
2.390000	-4.284190e+00
2.400000	-4.263400e+00
2.410000	-4.244490e+00
2.420000	-4.226720e+00
2.430000	-4.210100e+00
2.440000	-4.194630e+00
2.450000	-4.180300e+00
2.460000	-4.167570e+00
2.470000	-4.155760e+00
2.480000	-4.144870e+00
2.490000	-4.134910e+00
2.500000	-4.125860e+00
2.510000	-4.118110e+00
2.520000	-4.111100e+00
2.530000	-4.104820e+00
2.540000	-4.099270e+00
2.550000	-4.094450e+00
2.560000	-4.090690e+00
2.570000	-4.087500e+00
2.580000	-4.084880e+00
2.590000	-4.082830e+00
2.600000	-4.081350e+00
2.610000	-4.080730e+00
2.620000	-4.080540e+00
2.630000	-4.080780e+00
2.640000	-4.081450e+00
2.650000	-4.082560e+00
2.660000	-4.084320e+00
2.670000	-4.086400e+00
2.680000	-4.088810e+00
2.690000	-4.091530e+00
2.700000	-4.094570e+00
2.710000	-4.098100e+00
2.720000	-4.101870e+00
2.730000	-4.105860e+00
2.740000	-4.110080e+00
2.750000	-4.114530e+00
2.760000	-4.119410e+00
2.770000	-4.124420e+00
2.780000	-4.129560e+00
2.790000	-4.134820e+00
2.800000	-4.140210e+00
2.810000	-4.145820e+00
2.820000	-4.151510e+00
2.830000	-4.157280e+00
2.840000	-4.163130e+00
2.850000	-4.169060e+00
2.860000	-4.175200e+00
2.870000	-4.181360e+00
2.880000	-4.187530e+00
2.890000	-4.193720e+00
2.900000	-4.199930e+00
2.910000	-4.206240e+00
2.920000	-4.212520e+00
2.930000	-4.218790e+00
2.940000	-4.225030e+00
2.950000	-4.231250e+00
2.960000	-4.237510e+00
2.970000	-4.243720e+00
2.980000	-4.249870e+00
2.990000	-4.255970e+00
3.000000	-4.262020e+00
3.010000	-4.268060e+00
3.020000	-4.274020e+00
3.030000	-4.279910e+00
3.040000	-4.285720e+00
3.050000	-4.291460e+00
3.060000	-4.297150e+00
3.070000	-4.302750e+00
3.080000	-4.308260e+00
3.090000	-4.313680e+00
3.100000	-4.319020e+00
3.110000	-4.324280e+00
3.120000	-4.329440e+00
3.130000	-4.334520e+00
3.140000	-4.339500e+00
3.150000	-4.344380e+00
3.160000	-4.349180e+00
3.170000	-4.353880e+00
3.180000	-4.358480e+00
3.190000	-4.362990e+00
3.200000	-4.367410e+00
3.210000	-4.371720e+00
3.220000	-4.375940e+00
3.230000	-4.380080e+00
3.240000	-4.384130e+00
3.250000	-4.388090e+00
3.260000	-4.391950e+00
3.270000	-4.395720e+00
3.280000	-4.399420e+00
3.290000	-4.403040e+00
3.300000	-4.406580e+00
3.310000	-4.410010e+00
3.320000	-4.413380e+00
3.330000	-4.416670e+00
3.340000	-4.419900e+00
3.350000	-4.423060e+00
3.360000	-4.426130e+00
3.370000	-4.429140e+00
3.380000	-4.432090e+00
3.390000	-4.434980e+00
3.400000	-4.437820e+00
3.410000	-4.440570e+00
3.420000	-4.443280e+00
3.430000	-4.445940e+00
3.440000	-4.448560e+00
3.450000	-4.451130e+00
3.460000	-4.453620e+00
3.470000	-4.456090e+00
3.480000	-4.458520e+00
3.490000	-4.460930e+00
3.500000	-4.463300e+00
3.510000	-4.465630e+00
3.520000	-4.467930e+00
3.530000	-4.470220e+00
3.540000	-4.472480e+00
3.550000	-4.474720e+00
3.560000	-4.476920e+00
3.570000	-4.479100e+00
3.580000	-4.481280e+00
3.590000	-4.483450e+00
3.600000	-4.485620e+00
3.610000	-4.487760e+00
3.620000	-4.489890e+00
3.630000	-4.492030e+00
3.640000	-4.494170e+00
3.650000	-4.496310e+00
3.660000	-4.498440e+00
3.670000	-4.500570e+00
3.680000	-4.502710e+00
3.690000	-4.504860e+00
3.700000	-4.507020e+00
3.710000	-4.509170e+00
3.720000	-4.511340e+00
3.730000	-4.513520e+00
3.740000	-4.515720e+00
3.750000	-4.517930e+00
3.760000	-4.520150e+00
3.770000	-4.522390e+00
3.780000	-4.524650e+00
3.790000	-4.526920e+00
3.800000	-4.529220e+00
3.810000	-4.531520e+00
3.820000	-4.533850e+00
3.830000	-4.536200e+00
3.840000	-4.538580e+00
3.850000	-4.540980e+00
3.860000	-4.543400e+00
3.870000	-4.545840e+00
3.880000	-4.548320e+00
3.890000	-4.550820e+00
3.900000	-4.553350e+00
3.910000	-4.555900e+00
3.920000	-4.558480e+00
3.930000	-4.561090e+00
3.940000	-4.563730e+00
3.950000	-4.566400e+00
3.960000	-4.569090e+00
3.970000	-4.571810e+00
3.980000	-4.574560e+00
3.990000	-4.577340e+00
4.000000	-4.580150e+00
4.010000	-4.583000e+00
4.020000	-4.585870e+00
4.030000	-4.588770e+00
4.040000	-4.591710e+00
4.050000	-4.594670e+00
4.060000	-4.597660e+00
4.070000	-4.600680e+00
4.080000	-4.603740e+00
4.090000	-4.606820e+00
4.100000	-4.609940e+00
4.110000	-4.613080e+00
4.120000	-4.616260e+00
4.130000	-4.619470e+00
4.140000	-4.622700e+00
4.150000	-4.625960e+00
4.160000	-4.629260e+00
4.170000	-4.632580e+00
4.180000	-4.635930e+00
4.190000	-4.639300e+00
4.200000	-4.642710e+00
4.210000	-4.646170e+00
4.220000	-4.649650e+00
4.230000	-4.653140e+00
4.240000	-4.656640e+00
4.250000	-4.660160e+00
4.260000	-4.663630e+00
4.270000	-4.667140e+00
4.280000	-4.670700e+00
4.290000	-4.674310e+00
4.300000	-4.677970e+00
4.310000	-4.681750e+00
4.320000	-4.685530e+00
4.330000	-4.689330e+00
4.340000	-4.693140e+00
4.350000	-4.696960e+00
4.360000	-4.700770e+00
4.370000	-4.704600e+00
4.380000	-4.708450e+00
4.390000	-4.712310e+00
4.400000	-4.716200e+00
4.410000	-4.720120e+00
4.420000	-4.724050e+00
4.430000	-4.727990e+00
4.440000	-4.731960e+00
4.450000	-4.735930e+00
4.460000	-4.739940e+00
4.470000	-4.743950e+00
4.480000	-4.747980e+00
4.490000	-4.752020e+00
4.500000	-4.756080e+00
4.510000	-4.760160e+00
4.520000	-4.764250e+00
4.530000	-4.768350e+00
4.540000	-4.772460e+00
4.550000	-4.776580e+00
4.560000	-4.780720e+00
4.570000	-4.784870e+00
4.580000	-4.789020e+00
4.590000	-4.793190e+00
4.600000	-4.797360e+00
4.610000	-4.801540e+00
4.620000	-4.805730e+00
4.630000	-4.809930e+00
4.640000	-4.814130e+00
4.650000	-4.818340e+00
4.660000	-4.822560e+00
4.670000	-4.826790e+00
4.680000	-4.831010e+00
4.690000	-4.835240e+00
4.700000	-4.839470e+00
4.710000	-4.843710e+00
4.720000	-4.847950e+00
4.730000	-4.852190e+00
4.740000	-4.856430e+00
4.750000	-4.860680e+00
4.760000	-4.864930e+00
4.770000	-4.869170e+00
4.780000	-4.873420e+00
4.790000	-4.877660e+00
4.800000	-4.881900e+00
4.810000	-4.886150e+00
4.820000	-4.890390e+00
4.830000	-4.894620e+00
4.840000	-4.898850e+00
4.850000	-4.903080e+00
4.860000	-4.907300e+00
4.870000	-4.911520e+00
4.880000	-4.915730e+00
4.890000	-4.919940e+00
4.900000	-4.924150e+00
4.910000	-4.928350e+00
4.920000	-4.932550e+00
4.930000	-4.936740e+00
4.940000	-4.940920e+00
4.950000	-4.945090e+00
4.960000	-4.949250e+00
4.970000	-4.953400e+00
4.980000	-4.957550e+00
4.990000	-4.961680e+00
5.000000	-4.965810e+00
5.010000	-4.969950e+00
5.020000	-4.974060e+00
5.030000	-4.978160e+00
5.040000	-4.982240e+00
5.050000	-4.986310e+00
5.060000	-4.990300e+00
5.070000	-4.994310e+00
5.080000	-4.998310e+00
5.090000	-5.002320e+00
5.100000	-5.006330e+00
5.110000	-5.010400e+00
5.120000	-5.014440e+00
5.130000	-5.018460e+00
5.140000	-5.022450e+00
5.150000	-5.026430e+00
5.160000	-5.030350e+00
5.170000	-5.034270e+00
