# omega(GeV)	rho(GeV^-1)
-1.000000	7.828560e-04
-0.995000	8.065200e-04
-0.990000	8.305320e-04
-0.985000	8.549000e-04
-0.980000	8.796300e-04
-0.975000	9.047270e-04
-0.970000	9.301980e-04
-0.965000	9.560490e-04
-0.960000	9.822880e-04
-0.955000	1.008920e-03
-0.950000	1.035960e-03
-0.945000	1.065870e-03
-0.940000	1.095980e-03
-0.935000	1.126280e-03
-0.930000	1.156770e-03
-0.925000	1.187460e-03
-0.920000	1.218340e-03
-0.915000	1.249420e-03
-0.910000	1.280710e-03
-0.905000	1.312190e-03
-0.900000	1.343880e-03
-0.895000	1.373860e-03
-0.890000	1.404440e-03
-0.885000	1.435630e-03
-0.880000	1.467460e-03
-0.875000	1.499940e-03
-0.870000	1.533070e-03
-0.865000	1.566870e-03
-0.860000	1.601360e-03
-0.855000	1.636550e-03
-0.850000	1.672460e-03
-0.845000	1.707410e-03
-0.840000	1.743460e-03
-0.835000	1.780630e-03
-0.830000	1.818950e-03
-0.825000	1.858440e-03
-0.820000	1.899130e-03
-0.815000	1.941060e-03
-0.810000	1.984240e-03
-0.805000	2.028710e-03
-0.800000	2.074500e-03
-0.795000	2.125560e-03
-0.790000	2.177200e-03
-0.785000	2.229420e-03
-0.780000	2.282240e-03
-0.775000	2.335660e-03
-0.770000	2.389700e-03
-0.765000	2.444370e-03
-0.760000	2.499680e-03
-0.755000	2.555630e-03
-0.750000	2.612250e-03
-0.745000	2.669230e-03
-0.740000	2.726950e-03
-0.735000	2.785430e-03
-0.730000	2.844690e-03
-0.725000	2.904720e-03
-0.720000	2.965560e-03
-0.715000	3.027220e-03
-0.710000	3.089720e-03
-0.705000	3.153060e-03
-0.700000	3.217280e-03
-0.695000	3.277090e-03
-0.690000	3.338890e-03
-0.685000	3.402720e-03
-0.680000	3.468650e-03
-0.675000	3.536720e-03
-0.670000	3.607000e-03
-0.665000	3.679540e-03
-0.660000	3.754420e-03
-0.655000	3.831680e-03
-0.650000	3.911410e-03
-0.645000	4.000090e-03
-0.640000	4.090070e-03
-0.635000	4.181370e-03
-0.630000	4.274020e-03
-0.625000	4.368040e-03
-0.620000	4.463480e-03
-0.615000	4.560340e-03
-0.610000	4.658680e-03
-0.605000	4.758520e-03
-0.600000	4.859890e-03
-0.595000	4.958330e-03
-0.590000	5.059270e-03
-0.585000	5.162790e-03
-0.580000	5.268950e-03
-0.575000	5.377840e-03
-0.570000	5.489530e-03
-0.565000	5.604100e-03
-0.560000	5.721640e-03
-0.555000	5.842230e-03
-0.550000	5.965960e-03
-0.545000	6.089680e-03
-0.540000	6.217390e-03
-0.535000	6.349190e-03
-0.530000	6.485230e-03
-0.525000	6.625640e-03
-0.520000	6.770550e-03
-0.515000	6.920100e-03
-0.510000	7.074450e-03
-0.505000	7.233740e-03
-0.500000	7.398140e-03
-0.495000	7.570380e-03
-0.490000	7.747550e-03
-0.485000	7.929810e-03
-0.480000	8.117340e-03
-0.475000	8.310290e-03
-0.470000	8.508840e-03
-0.465000	8.713180e-03
-0.460000	8.923510e-03
-0.455000	9.140000e-03
-0.450000	9.362880e-03
-0.445000	9.587380e-03
-0.440000	9.819670e-03
-0.435000	1.006000e-02
-0.430000	1.030880e-02
-0.425000	1.056610e-02
-0.420000	1.083250e-02
-0.415000	1.110810e-02
-0.410000	1.139340e-02
-0.405000	1.168860e-02
-0.400000	1.199430e-02
-0.395000	1.231470e-02
-0.390000	1.264550e-02
-0.385000	1.298700e-02
-0.380000	1.333960e-02
-0.375000	1.370380e-02
-0.370000	1.408000e-02
-0.365000	1.446860e-02
-0.360000	1.487010e-02
-0.355000	1.528500e-02
-0.350000	1.571390e-02
-0.345000	1.614790e-02
-0.340000	1.659880e-02
-0.335000	1.706730e-02
-0.330000	1.755400e-02
-0.325000	1.805970e-02
-0.320000	1.858540e-02
-0.315000	1.913170e-02
-0.310000	1.969960e-02
-0.305000	2.029010e-02
-0.300000	2.090410e-02
-0.295000	2.154460e-02
-0.290000	2.221040e-02
-0.285000	2.290260e-02
-0.280000	2.362250e-02
-0.275000	2.437110e-02
-0.270000	2.515000e-02
-0.265000	2.596060e-02
-0.260000	2.680420e-02
-0.255000	2.768260e-02
-0.250000	2.859730e-02
-0.245000	2.952970e-02
-0.240000	3.050590e-02
-0.235000	3.152810e-02
-0.230000	3.259860e-02
-0.225000	3.372010e-02
-0.220000	3.489520e-02
-0.215000	3.612670e-02
-0.210000	3.741770e-02
-0.205000	3.877140e-02
-0.200000	4.019120e-02
-0.195000	4.167110e-02
-0.190000	4.322640e-02
-0.185000	4.486150e-02
-0.180000	4.658080e-02
-0.175000	4.838940e-02
-0.170000	5.029240e-02
-0.165000	5.229550e-02
-0.160000	5.440470e-02
-0.155000	5.662650e-02
-0.150000	5.896780e-02
-0.145000	6.139750e-02
-0.140000	6.396860e-02
-0.135000	6.669030e-02
-0.130000	6.957260e-02
-0.125000	7.262620e-02
-0.120000	7.586280e-02
-0.115000	7.929490e-02
-0.110000	8.293610e-02
-0.105000	8.680110e-02
-0.100000	9.090590e-02
-0.095000	9.519770e-02
-0.090000	9.977730e-02
-0.085000	1.046660e-01
-0.080000	1.098890e-01
-0.075000	1.154700e-01
-0.070000	1.214370e-01
-0.065000	1.278220e-01
-0.060000	1.346570e-01
-0.055000	1.419800e-01
-0.050000	1.498300e-01
-0.045000	1.581120e-01
-0.040000	1.670370e-01
-0.035000	1.766590e-01
-0.030000	1.870400e-01
-0.025000	1.982460e-01
-0.020000	2.103510e-01
-0.015000	2.234360e-01
-0.010000	2.375900e-01
-0.005000	2.529110e-01
0.000000	2.695080e-01
0.005000	2.874890e-01
0.010000	3.070110e-01
0.015000	3.282160e-01
0.020000	3.512600e-01
0.025000	3.763150e-01
0.030000	4.035680e-01
0.035000	4.332210e-01
0.040000	4.654930e-01
0.045000	5.006220e-01
0.050000	5.388630e-01
0.055000	5.809010e-01
0.060000	6.265930e-01
0.065000	6.762180e-01
0.070000	7.300540e-01
0.075000	7.883750e-01
0.080000	8.514390e-01
0.085000	9.194730e-01
0.090000	9.926630e-01
0.095000	1.071120e+00
0.100000	1.154880e+00
0.105000	1.245110e+00
0.110000	1.340090e+00
0.115000	1.439340e+00
0.120000	1.542180e+00
0.125000	1.647720e+00
0.130000	1.754790e+00
0.135000	1.862020e+00
0.140000	1.967810e+00
0.145000	2.070390e+00
0.150000	2.167900e+00
0.155000	2.258110e+00
0.160000	2.339310e+00
0.165000	2.410000e+00
0.170000	2.468980e+00
0.175000	2.515420e+00
0.180000	2.548890e+00
0.185000	2.569380e+00
0.190000	2.577250e+00
0.195000	2.573220e+00
0.200000	2.558250e+00
0.205000	2.532670e+00
0.210000	2.498850e+00
0.215000	2.458110e+00
0.220000	2.411740e+00
0.225000	2.360970e+00
0.230000	2.306900e+00
0.235000	2.250540e+00
0.240000	2.192740e+00
0.245000	2.134260e+00
0.250000	2.075710e+00
0.255000	2.016810e+00
0.260000	1.959040e+00
0.265000	1.902650e+00
0.270000	1.847870e+00
0.275000	1.794810e+00
0.280000	1.743590e+00
0.285000	1.694250e+00
0.290000	1.646820e+00
0.295000	1.601280e+00
0.300000	1.557630e+00
0.305000	1.515900e+00
0.310000	1.475970e+00
0.315000	1.437770e+00
0.320000	1.401230e+00
0.325000	1.366280e+00
0.330000	1.332850e+00
0.335000	1.300880e+00
0.340000	1.270290e+00
0.345000	1.241020e+00
0.350000	1.213000e+00
0.355000	1.186250e+00
0.360000	1.160620e+00
0.365000	1.136050e+00
0.370000	1.112480e+00
0.375000	1.089870e+00
0.380000	1.068170e+00
0.385000	1.047330e+00
0.390000	1.027300e+00
0.395000	1.008050e+00
0.400000	9.895470e-01
0.405000	9.719290e-01
0.410000	9.549350e-01
0.415000	9.385340e-01
0.420000	9.226970e-01
0.425000	9.073950e-01
0.430000	8.926030e-01
0.435000	8.782960e-01
0.440000	8.644510e-01
0.445000	8.510480e-01
0.450000	8.380640e-01
0.455000	8.256320e-01
0.460000	8.135420e-01
0.465000	8.017790e-01
0.470000	7.903300e-01
0.475000	7.791830e-01
0.480000	7.683260e-01
0.485000	7.577480e-01
0.490000	7.474380e-01
0.495000	7.373860e-01
0.500000	7.275810e-01
0.505000	7.180330e-01
0.510000	7.087110e-01
0.515000	6.996070e-01
0.520000	6.907110e-01
0.525000	6.820170e-01
0.530000	6.735160e-01
0.535000	6.652010e-01
0.540000	6.570660e-01
0.545000	6.491040e-01
0.550000	6.413090e-01
0.555000	6.337680e-01
0.560000	6.263590e-01
0.565000	6.190760e-01
0.570000	6.119160e-01
0.575000	6.048760e-01
0.580000	5.979500e-01
0.585000	5.911350e-01
0.590000	5.844290e-01
0.595000	5.778270e-01
0.600000	5.713260e-01
0.605000	5.649460e-01
0.610000	5.586550e-01
0.615000	5.524500e-01
0.620000	5.463300e-01
0.625000	5.402900e-01
0.630000	5.343300e-01
0.635000	5.284470e-01
0.640000	5.226380e-01
0.645000	5.169030e-01
0.650000	5.112380e-01
0.655000	5.056740e-01
0.660000	5.001690e-01
0.665000	4.947220e-01
0.670000	4.893310e-01
0.675000	4.839950e-01
0.680000	4.787130e-01
0.685000	4.734840e-01
0.690000	4.683060e-01
0.695000	4.631790e-01
0.700000	4.581020e-01
0.705000	4.530720e-01
0.710000	4.480900e-01
0.715000	4.431540e-01
0.720000	4.382640e-01
0.725000	4.334190e-01
0.730000	4.286190e-01
0.735000	4.238620e-01
0.740000	4.191470e-01
0.745000	4.144750e-01
0.750000	4.098430e-01
0.755000	4.052730e-01
0.760000	4.007370e-01
0.765000	3.962360e-01
0.770000	3.917680e-01
0.775000	3.873330e-01
0.780000	3.829310e-01
0.785000	3.785630e-01
0.790000	3.742270e-01
0.795000	3.699230e-01
0.800000	3.656510e-01
0.805000	3.614020e-01
0.810000	3.571870e-01
0.815000	3.530050e-01
0.820000	3.488560e-01
0.825000	3.447410e-01
0.830000	3.406580e-01
0.835000	3.366080e-01
0.840000	3.325900e-01
0.845000	3.286050e-01
0.850000	3.246510e-01
0.855000	3.207240e-01
0.860000	3.168300e-01
0.865000	3.129690e-01
0.870000	3.091400e-01
0.875000	3.053430e-01
0.880000	3.015790e-01
0.885000	2.978470e-01
0.890000	2.941470e-01
0.895000	2.904800e-01
0.900000	2.868440e-01
0.905000	2.832410e-01
0.910000	2.796690e-01
0.915000	2.761280e-01
0.920000	2.726170e-01
0.925000	2.691380e-01
0.930000	2.656890e-01
0.935000	2.622710e-01
0.940000	2.588840e-01
0.945000	2.555270e-01
0.950000	2.522000e-01
0.955000	2.488950e-01
0.960000	2.456220e-01
0.965000	2.423810e-01
0.970000	2.391720e-01
0.975000	2.359950e-01
0.980000	2.328500e-01
0.985000	2.297370e-01
0.990000	2.266550e-01
0.995000	2.236040e-01
