# E(GeV)	-Im_Tmatrix(GeV^-2)
0.000000	6.150370e-05
0.010000	6.431660e-05
0.020000	6.712950e-05
0.030000	6.994230e-05
0.040000	7.275520e-05
0.050000	7.556810e-05
0.060000	7.958570e-05
0.070000	8.393900e-05
0.080000	8.862800e-05
0.090000	9.365290e-05
0.100000	9.901340e-05
0.110000	1.043890e-04
0.120000	1.102610e-04
0.130000	1.166290e-04
0.140000	1.234930e-04
0.150000	1.308520e-04
0.160000	1.384700e-04
0.170000	1.467020e-04
0.180000	1.555500e-04
0.190000	1.650130e-04
0.200000	1.750920e-04
0.210000	1.852560e-04
0.220000	1.963000e-04
0.230000	2.082240e-04
0.240000	2.210290e-04
0.250000	2.347130e-04
0.260000	2.485380e-04
0.270000	2.636120e-04
0.280000	2.799360e-04
0.290000	2.975100e-04
0.300000	3.163330e-04
0.310000	3.358890e-04
0.320000	3.569530e-04
0.330000	3.795250e-04
0.340000	4.036050e-04
0.350000	4.291930e-04
0.360000	4.550540e-04
0.370000	4.830400e-04
0.380000	5.131510e-04
0.390000	5.453870e-04
0.400000	5.797480e-04
0.410000	6.147530e-04
0.420000	6.526230e-04
0.430000	6.933600e-04
0.440000	7.369620e-04
0.450000	7.834290e-04
0.460000	8.310120e-04
0.470000	8.823360e-04
0.480000	9.374020e-04
0.490000	9.962080e-04
0.500000	1.058760e-03
0.510000	1.122000e-03
0.520000	1.190510e-03
0.530000	1.264280e-03
0.540000	1.343320e-03
0.550000	1.427610e-03
0.560000	1.513450e-03
0.570000	1.606410e-03
0.580000	1.706480e-03
0.590000	1.813680e-03
0.600000	1.927990e-03
0.610000	2.043900e-03
0.620000	2.169700e-03
0.630000	2.305370e-03
0.640000	2.450920e-03
0.650000	2.606350e-03
0.660000	2.764250e-03
0.670000	2.935730e-03
0.680000	3.120800e-03
0.690000	3.319460e-03
0.700000	3.531700e-03
0.710000	3.746720e-03
0.720000	3.980730e-03
0.730000	4.233730e-03
0.740000	4.505710e-03
0.750000	4.796670e-03
0.760000	5.090570e-03
0.770000	5.411480e-03
0.780000	5.759400e-03
0.790000	6.134330e-03
0.800000	6.536270e-03
0.810000	6.944500e-03
0.820000	7.390100e-03
0.830000	7.873070e-03
0.840000	8.393410e-03
0.850000	8.951120e-03
0.860000	9.514670e-03
0.870000	1.013140e-02
0.880000	1.080120e-02
0.890000	1.152410e-02
0.900000	1.230020e-02
0.910000	1.308240e-02
0.920000	1.394130e-02
0.930000	1.487680e-02
0.940000	1.588900e-02
0.950000	1.697790e-02
0.960000	1.807830e-02
0.970000	1.928800e-02
0.980000	2.060680e-02
0.990000	2.203480e-02
1.000000	2.357200e-02
1.010000	2.512330e-02
1.020000	2.683130e-02
1.030000	2.869600e-02
1.040000	3.071730e-02
1.050000	3.289530e-02
1.060000	3.509270e-02
1.070000	3.751550e-02
1.080000	4.016350e-02
1.090000	4.303670e-02
1.100000	4.613530e-02
1.110000	4.925200e-02
1.120000	5.269760e-02
1.130000	5.647200e-02
1.140000	6.057520e-02
1.150000	6.500730e-02
1.160000	6.948490e-02
1.170000	7.443290e-02
1.180000	7.985150e-02
1.190000	8.574050e-02
1.200000	9.210010e-02
