# omega(GeV)	rho(GeV^-1)
-1.000000	9.170374e-06
-0.950000	1.025515e-05
-0.900000	1.164533e-05
-0.850000	1.336652e-05
-0.800000	1.562517e-05
-0.750000	1.873255e-05
-0.700000	2.299939e-05
-0.650000	2.889063e-05
-0.600000	3.679416e-05
-0.550000	4.714865e-05
-0.500000	5.954118e-05
-0.450000	7.341936e-05
-0.400000	8.820173e-05
-0.350000	9.462502e-05
-0.300000	1.046482e-04
-0.250000	1.373003e-04
-0.200000	1.651922e-04
-0.150000	1.995650e-04
-0.100000	2.425868e-04
-0.050000	2.966381e-04
0.000000	3.651511e-04
0.050000	4.535764e-04
0.100000	5.691834e-04
0.150000	7.280540e-04
0.200000	9.286136e-04
0.250000	1.189520e-03
0.300000	1.550049e-03
0.350000	2.046328e-03
0.400000	2.732845e-03
0.450000	3.685838e-03
0.500000	5.051026e-03
0.550000	7.174265e-03
0.600000	1.015560e-02
0.650000	1.471282e-02
0.700000	2.154671e-02
0.750000	3.197983e-02
0.800000	4.813745e-02
0.850000	7.289444e-02
0.900000	1.116060e-01
0.950000	1.712892e-01
1.000000	2.613379e-01
1.050000	3.910472e-01
1.100000	5.594596e-01
1.150000	7.425725e-01
1.200000	8.952796e-01
1.250000	9.809151e-01
1.300000	1.000793e+00
1.350000	9.756297e-01
1.400000	9.303026e-01
1.450000	8.804192e-01
1.500000	8.346364e-01
1.550000	7.955057e-01
1.600000	7.612654e-01
1.650000	7.315571e-01
1.700000	7.048524e-01
1.750000	6.796167e-01
1.800000	6.544452e-01
1.850000	6.280376e-01
1.900000	5.994177e-01
1.950000	5.678871e-01
2.000000	5.332874e-01
2.050000	4.957338e-01
2.100000	4.562527e-01
2.150000	4.155911e-01
2.200000	3.745563e-01
2.250000	3.345224e-01
2.300000	2.962233e-01
2.350000	2.605548e-01
2.450000	1.983692e-01
2.500000	1.721980e-01
2.550000	1.491536e-01
2.600000	1.290715e-01
2.650000	1.116321e-01
2.700000	9.657772e-02
2.750000	8.360691e-02
2.800000	7.246938e-02
2.850000	6.275201e-02
2.900000	5.443652e-02
2.950000	4.734715e-02
3.000000	4.124669e-02
3.050000	3.599045e-02
3.100000	3.145111e-02
3.150000	2.752621e-02
3.200000	2.412506e-02
3.250000	2.117054e-02
3.300000	1.860101e-02
3.350000	1.636303e-02
3.400000	1.440957e-02
3.450000	1.270194e-02
3.500000	1.120665e-02
3.550000	9.895983e-03
3.600000	8.745165e-03
3.650000	7.733854e-03
3.700000	6.843678e-03
3.750000	6.059222e-03
3.800000	5.367386e-03
3.850000	4.756646e-03
3.900000	4.217262e-03
3.950000	3.740460e-03
4.000000	3.318821e-03
4.050000	2.945637e-03
4.100000	2.615271e-03
4.150000	2.322640e-03
4.200000	2.063346e-03
4.250000	1.832042e-03
4.300000	1.628347e-03
4.350000	1.447757e-03
4.400000	1.289218e-03
4.450000	1.146986e-03
4.500000	1.020229e-03
4.550000	9.083409e-04
4.600000	8.090408e-04
4.650000	7.204057e-04
4.700000	6.399253e-04
4.750000	5.707888e-04
4.800000	5.094452e-04
4.850000	4.549341e-04
4.900000	4.065418e-04
4.950000	3.699150e-04
5.000000	3.310504e-04
5.050000	2.965026e-04
5.100000	2.658181e-04
5.150000	2.266378e-04
5.200000	2.036594e-04
5.250000	1.832281e-04
5.300000	1.650461e-04
5.350000	1.488519e-04
5.400000	1.344183e-04
5.450000	1.215545e-04
5.500000	1.100741e-04
5.550000	9.982439e-05
5.600000	9.066600e-05
5.650000	8.247662e-05
5.700000	7.514907e-05
5.750000	6.858548e-05
5.800000	6.270127e-05
5.850000	5.742186e-05
5.900000	5.267764e-05
5.950000	4.645666e-05
6.000000	4.051808e-05
6.050000	3.314851e-05
6.100000	2.570831e-05
6.150000	1.994422e-05
6.200000	1.547714e-05
6.250000	1.201408e-05
6.300000	9.328529e-06
6.350000	7.245275e-06
6.400000	5.628756e-06
6.450000	4.374040e-06
6.500000	3.399875e-06
6.550000	2.643322e-06
6.600000	2.055613e-06
6.650000	1.598949e-06
6.700000	1.244018e-06
6.750000	9.680902e-07
6.800000	7.535281e-07
6.850000	5.866450e-07
6.900000	4.568162e-07
6.950000	3.557917e-07
7.000000	2.771638e-07
7.050000	2.159541e-07
7.100000	1.682941e-07
7.150000	1.311769e-07
7.200000	1.022645e-07
7.250000	7.973881e-08
7.300000	6.218571e-08
7.350000	4.850493e-08
7.400000	3.784026e-08
7.450000	2.952526e-08
7.500000	2.304112e-08
7.550000	1.798383e-08
7.600000	1.403874e-08
7.650000	1.096076e-08
7.700000	8.558898e-09
7.750000	6.684347e-09
7.800000	5.221109e-09
7.850000	4.078760e-09
7.900000	3.186794e-09
7.950000	2.490228e-09
8.000000	1.946179e-09
