# E(GeV)	-Im_Tmatrix(GeV^-2)
0.000000	9.597630e-06
0.010000	1.014920e-05
0.020000	1.070080e-05
0.030000	1.125240e-05
0.040000	1.180400e-05
0.050000	1.235560e-05
0.060000	1.311170e-05
0.070000	1.394050e-05
0.080000	1.484190e-05
0.090000	1.581590e-05
0.100000	1.686270e-05
0.110000	1.790600e-05
0.120000	1.906000e-05
0.130000	2.032470e-05
0.140000	2.170000e-05
0.150000	2.318600e-05
0.160000	2.467740e-05
0.170000	2.633210e-05
0.180000	2.815000e-05
0.190000	3.013110e-05
0.200000	3.227550e-05
0.210000	3.447840e-05
0.220000	3.689690e-05
0.230000	3.953090e-05
0.240000	4.238030e-05
0.250000	4.544530e-05
0.260000	4.851270e-05
0.270000	5.190220e-05
0.280000	5.561370e-05
0.290000	5.964710e-05
0.300000	6.400260e-05
0.310000	6.842290e-05
0.320000	7.329370e-05
0.330000	7.861520e-05
0.340000	8.438710e-05
0.350000	9.060970e-05
0.360000	9.695410e-05
0.370000	1.039130e-04
0.380000	1.114880e-04
0.390000	1.196770e-04
0.400000	1.284810e-04
0.410000	1.374200e-04
0.420000	1.472130e-04
0.430000	1.578620e-04
0.440000	1.693660e-04
0.450000	1.817250e-04
0.460000	1.942760e-04
0.470000	2.080130e-04
0.480000	2.229370e-04
0.490000	2.390470e-04
0.500000	2.563430e-04
0.510000	2.739400e-04
0.520000	2.931660e-04
0.530000	3.140210e-04
0.540000	3.365050e-04
0.550000	3.606190e-04
0.560000	3.849860e-04
0.570000	4.116700e-04
0.580000	4.406710e-04
0.590000	4.719900e-04
0.600000	5.056270e-04
0.610000	5.398280e-04
0.620000	5.772230e-04
0.630000	6.178130e-04
0.640000	6.615960e-04
0.650000	7.085730e-04
0.660000	7.558890e-04
0.670000	8.078270e-04
0.680000	8.643860e-04
0.690000	9.255660e-04
0.700000	9.913670e-04
0.710000	1.058090e-03
0.720000	1.131280e-03
0.730000	1.210940e-03
0.740000	1.297080e-03
0.750000	1.389690e-03
0.760000	1.482800e-03
0.770000	1.585380e-03
0.780000	1.697410e-03
0.790000	1.818900e-03
0.800000	1.949850e-03
0.810000	2.082160e-03
0.820000	2.227980e-03
0.830000	2.387310e-03
0.840000	2.560130e-03
0.850000	2.746460e-03
0.860000	2.934470e-03
0.870000	3.141900e-03
0.880000	3.368730e-03
0.890000	3.614970e-03
0.900000	3.880620e-03
0.910000	4.145960e-03
0.920000	4.440570e-03
0.930000	4.764440e-03
0.940000	5.117580e-03
0.950000	5.499990e-03
0.960000	5.888750e-03
0.970000	6.318230e-03
0.980000	6.788440e-03
0.990000	7.299370e-03
1.000000	7.851040e-03
1.010000	8.400790e-03
1.020000	9.012590e-03
1.030000	9.686440e-03
1.040000	1.042230e-02
1.050000	1.122030e-02
1.060000	1.202850e-02
1.070000	1.292470e-02
1.080000	1.390870e-02
1.090000	1.498070e-02
1.100000	1.614050e-02
1.110000	1.728940e-02
1.120000	1.857560e-02
1.130000	1.999910e-02
1.140000	2.156000e-02
1.150000	2.325820e-02
1.160000	2.497310e-02
1.170000	2.688560e-02
1.180000	2.899580e-02
1.190000	3.130370e-02
1.200000	3.380940e-02
1.210000	3.629060e-02
1.220000	3.908060e-02
1.230000	4.217930e-02
1.240000	4.558680e-02
1.250000	4.930310e-02
1.260000	5.301410e-02
1.270000	5.719090e-02
1.280000	6.183340e-02
1.290000	6.694170e-02
1.300000	7.251580e-02
1.310000	7.812210e-02
1.320000	8.441090e-02
1.330000	9.138220e-02
1.340000	9.903600e-02
1.350000	1.073720e-01
1.360000	1.155880e-01
1.370000	1.248880e-01
1.380000	1.352710e-01
1.390000	1.467390e-01
1.400000	1.592910e-01
1.410000	1.718280e-01
1.420000	1.859990e-01
1.430000	2.018030e-01
1.440000	2.192420e-01
1.450000	2.383140e-01
1.460000	2.573410e-01
1.470000	2.788410e-01
1.480000	3.028150e-01
1.490000	3.292610e-01
1.500000	3.581810e-01
1.510000	3.871890e-01
1.520000	4.198620e-01
1.530000	4.562000e-01
1.540000	4.962040e-01
1.550000	5.398740e-01
1.560000	5.837770e-01
1.570000	6.330620e-01
1.580000	6.877270e-01
1.590000	7.477730e-01
1.600000	8.132000e-01
1.610000	8.796580e-01
1.620000	9.536720e-01
1.630000	1.035240e+00
1.640000	1.124360e+00
1.650000	1.221040e+00
1.660000	1.320280e+00
1.670000	1.429560e+00
1.680000	1.548910e+00
1.690000	1.678310e+00
1.700000	1.817770e+00
1.710000	1.963250e+00
1.720000	2.120800e+00
1.730000	2.290420e+00
1.740000	2.472120e+00
1.750000	2.665900e+00
1.760000	2.871540e+00
1.770000	3.089370e+00
1.780000	3.319360e+00
1.790000	3.561530e+00
1.800000	3.815870e+00
1.810000	4.090320e+00
1.820000	4.372980e+00
1.830000	4.663840e+00
1.840000	4.962910e+00
1.850000	5.270170e+00
1.860000	5.603540e+00
1.870000	5.936160e+00
1.880000	6.268040e+00
1.890000	6.599180e+00
1.900000	6.929580e+00
1.910000	7.283050e+00
1.920000	7.623880e+00
1.930000	7.952060e+00
1.940000	8.267590e+00
1.950000	8.570470e+00
1.960000	8.879520e+00
1.970000	9.166510e+00
1.980000	9.431450e+00
1.990000	9.674340e+00
2.000000	9.895180e+00
2.010000	1.009860e+01
2.020000	1.027770e+01
2.030000	1.043240e+01
2.040000	1.056270e+01
2.050000	1.066860e+01
2.060000	1.074170e+01
2.070000	1.079460e+01
2.080000	1.082750e+01
2.090000	1.084020e+01
2.100000	1.083280e+01
2.110000	1.079120e+01
2.120000	1.073660e+01
2.130000	1.066890e+01
2.140000	1.058820e+01
2.150000	1.049450e+01
2.160000	1.037460e+01
2.170000	1.024820e+01
2.180000	1.011550e+01
2.190000	9.976350e+00
2.200000	9.830850e+00
2.210000	9.669570e+00
2.220000	9.506610e+00
2.230000	9.341970e+00
2.240000	9.175650e+00
2.250000	9.007640e+00
2.260000	8.832330e+00
2.270000	8.658150e+00
2.280000	8.485110e+00
2.290000	8.313200e+00
2.300000	8.142430e+00
2.310000	7.969850e+00
2.320000	7.799870e+00
2.330000	7.632500e+00
2.340000	7.467730e+00
2.350000	7.305560e+00
2.360000	7.144900e+00
2.370000	6.987390e+00
2.380000	6.833030e+00
2.390000	6.681820e+00
2.400000	6.533760e+00
2.410000	6.388510e+00
2.420000	6.246580e+00
2.430000	6.107970e+00
2.440000	5.972680e+00
2.450000	5.840700e+00
2.460000	5.712300e+00
2.470000	5.587080e+00
2.480000	5.465060e+00
2.490000	5.346220e+00
2.500000	5.230570e+00
2.510000	5.118610e+00
2.520000	5.009590e+00
2.530000	4.903510e+00
2.540000	4.800370e+00
2.550000	4.700160e+00
2.560000	4.603420e+00
2.570000	4.509360e+00
2.580000	4.417960e+00
2.590000	4.329230e+00
2.600000	4.243170e+00
2.610000	4.160250e+00
2.620000	4.079760e+00
2.630000	4.001710e+00
2.640000	3.926090e+00
2.650000	3.852900e+00
2.660000	3.783120e+00
2.670000	3.715280e+00
2.680000	3.649380e+00
2.690000	3.585430e+00
2.700000	3.523420e+00
2.710000	3.463520e+00
2.720000	3.405480e+00
2.730000	3.349300e+00
2.740000	3.294980e+00
2.750000	3.242530e+00
2.760000	3.192610e+00
2.770000	3.144230e+00
2.780000	3.097360e+00
2.790000	3.052020e+00
2.800000	3.008200e+00
2.810000	2.966410e+00
2.820000	2.925880e+00
2.830000	2.886640e+00
2.840000	2.848660e+00
2.850000	2.811960e+00
2.860000	2.777000e+00
2.870000	2.743070e+00
2.880000	2.710190e+00
