# omega(GeV)	rho(GeV^-1)
-1.000000	-2.847410e-06
-0.995000	-2.960980e-05
-0.990000	-5.665600e-05
-0.985000	-8.398930e-05
-0.980000	-1.116130e-04
-0.975000	-1.395310e-04
-0.970000	-1.677460e-04
-0.965000	-1.962630e-04
-0.960000	-2.250850e-04
-0.955000	-2.542150e-04
-0.950000	-2.836570e-04
-0.945000	-3.119910e-04
-0.940000	-3.403700e-04
-0.935000	-3.687940e-04
-0.930000	-3.972640e-04
-0.925000	-4.257790e-04
-0.920000	-4.543410e-04
-0.915000	-4.829480e-04
-0.910000	-5.116030e-04
-0.905000	-5.403040e-04
-0.900000	-5.690520e-04
-0.895000	-5.979020e-04
-0.890000	-6.267900e-04
-0.885000	-6.557150e-04
-0.880000	-6.846770e-04
-0.875000	-7.136750e-04
-0.870000	-7.427090e-04
-0.865000	-7.717770e-04
-0.860000	-8.008800e-04
-0.855000	-8.300160e-04
-0.850000	-8.591850e-04
-0.845000	-8.848210e-04
-0.840000	-9.112390e-04
-0.835000	-9.384530e-04
-0.830000	-9.664770e-04
-0.825000	-9.953260e-04
-0.820000	-1.025020e-03
-0.815000	-1.055560e-03
-0.810000	-1.086970e-03
-0.805000	-1.119280e-03
-0.800000	-1.152480e-03
-0.795000	-1.197220e-03
-0.790000	-1.240660e-03
-0.785000	-1.282770e-03
-0.780000	-1.323530e-03
-0.775000	-1.362920e-03
-0.770000	-1.400890e-03
-0.765000	-1.437420e-03
-0.760000	-1.472480e-03
-0.755000	-1.506040e-03
-0.750000	-1.538060e-03
-0.745000	-1.555830e-03
-0.740000	-1.574670e-03
-0.735000	-1.594600e-03
-0.730000	-1.615630e-03
-0.725000	-1.637800e-03
-0.720000	-1.661130e-03
-0.715000	-1.685630e-03
-0.710000	-1.711330e-03
-0.705000	-1.738250e-03
-0.700000	-1.766420e-03
-0.695000	-1.803130e-03
-0.690000	-1.839610e-03
-0.685000	-1.875850e-03
-0.680000	-1.911830e-03
-0.675000	-1.947560e-03
-0.670000	-1.983020e-03
-0.665000	-2.018210e-03
-0.660000	-2.053120e-03
-0.655000	-2.087740e-03
-0.650000	-2.122060e-03
-0.645000	-2.152100e-03
-0.640000	-2.182660e-03
-0.635000	-2.213750e-03
-0.630000	-2.245390e-03
-0.625000	-2.277570e-03
-0.620000	-2.310320e-03
-0.615000	-2.343630e-03
-0.610000	-2.377530e-03
-0.605000	-2.412020e-03
-0.600000	-2.447110e-03
-0.595000	-2.485600e-03
-0.590000	-2.524120e-03
-0.585000	-2.562700e-03
-0.580000	-2.601310e-03
-0.575000	-2.639970e-03
-0.570000	-2.678680e-03
-0.565000	-2.717420e-03
-0.560000	-2.756200e-03
-0.555000	-2.795010e-03
-0.550000	-2.833860e-03
-0.545000	-2.873660e-03
-0.540000	-2.913300e-03
-0.535000	-2.952770e-03
-0.530000	-2.992070e-03
-0.525000	-3.031190e-03
-0.520000	-3.070130e-03
-0.515000	-3.108870e-03
-0.510000	-3.147410e-03
-0.505000	-3.185730e-03
-0.500000	-3.223840e-03
-0.495000	-3.260140e-03
-0.490000	-3.296520e-03
-0.485000	-3.332990e-03
-0.480000	-3.369550e-03
-0.475000	-3.406190e-03
-0.470000	-3.442910e-03
-0.465000	-3.479720e-03
-0.460000	-3.516610e-03
-0.455000	-3.553570e-03
-0.450000	-3.590620e-03
-0.445000	-3.627520e-03
-0.440000	-3.664540e-03
-0.435000	-3.701690e-03
-0.430000	-3.738950e-03
-0.425000	-3.776330e-03
-0.420000	-3.813830e-03
-0.415000	-3.851440e-03
-0.410000	-3.889170e-03
-0.405000	-3.927020e-03
-0.400000	-3.964980e-03
-0.395000	-4.005440e-03
-0.390000	-4.045520e-03
-0.385000	-4.085210e-03
-0.380000	-4.124480e-03
-0.375000	-4.163330e-03
-0.370000	-4.201730e-03
-0.365000	-4.239670e-03
-0.360000	-4.277140e-03
-0.355000	-4.314100e-03
-0.350000	-4.350540e-03
-0.345000	-4.384180e-03
-0.340000	-4.417710e-03
-0.335000	-4.451140e-03
-0.330000	-4.484460e-03
-0.325000	-4.517660e-03
-0.320000	-4.550730e-03
-0.315000	-4.583650e-03
-0.310000	-4.616430e-03
-0.305000	-4.649050e-03
-0.300000	-4.681500e-03
-0.295000	-4.720930e-03
-0.290000	-4.758710e-03
-0.285000	-4.794800e-03
-0.280000	-4.829120e-03
-0.275000	-4.861610e-03
-0.270000	-4.892200e-03
-0.265000	-4.920830e-03
-0.260000	-4.947420e-03
-0.255000	-4.971900e-03
-0.250000	-4.994180e-03
-0.245000	-5.012090e-03
-0.240000	-5.028060e-03
-0.235000	-5.042030e-03
-0.230000	-5.053910e-03
-0.225000	-5.063630e-03
-0.220000	-5.071110e-03
-0.215000	-5.076260e-03
-0.210000	-5.078990e-03
-0.205000	-5.079210e-03
-0.200000	-5.076830e-03
-0.195000	-5.071080e-03
-0.190000	-5.062650e-03
-0.185000	-5.051440e-03
-0.180000	-5.037340e-03
-0.175000	-5.020240e-03
-0.170000	-5.000020e-03
-0.165000	-4.976550e-03
-0.160000	-4.949720e-03
-0.155000	-4.919370e-03
-0.150000	-4.885380e-03
-0.145000	-4.855380e-03
-0.140000	-4.819890e-03
-0.135000	-4.778700e-03
-0.130000	-4.731550e-03
-0.125000	-4.678210e-03
-0.120000	-4.618400e-03
-0.115000	-4.551860e-03
-0.110000	-4.478300e-03
-0.105000	-4.397410e-03
-0.100000	-4.308890e-03
-0.095000	-4.221220e-03
-0.090000	-4.123520e-03
-0.085000	-4.015340e-03
-0.080000	-3.896200e-03
-0.075000	-3.765610e-03
-0.070000	-3.623040e-03
-0.065000	-3.467960e-03
-0.060000	-3.299770e-03
-0.055000	-3.117870e-03
-0.050000	-2.921610e-03
-0.045000	-2.726030e-03
-0.040000	-2.511680e-03
-0.035000	-2.277660e-03
-0.030000	-2.023000e-03
-0.025000	-1.746670e-03
-0.020000	-1.447590e-03
-0.015000	-1.124630e-03
-0.010000	-7.765810e-04
-0.005000	-4.021540e-04
0.000000	6.433150e-17
0.005000	4.088770e-04
0.010000	8.526690e-04
0.015000	1.333240e-03
0.020000	1.852580e-03
0.025000	2.412770e-03
0.030000	3.016070e-03
0.035000	3.664840e-03
0.040000	4.361620e-03
0.045000	5.109080e-03
0.050000	5.910090e-03
0.055000	6.725130e-03
0.060000	7.607890e-03
0.065000	8.562340e-03
0.070000	9.592760e-03
0.075000	1.070370e-02
0.080000	1.189990e-02
0.085000	1.318670e-02
0.090000	1.456960e-02
0.095000	1.605440e-02
0.100000	1.764760e-02
0.105000	1.930860e-02
0.110000	2.110090e-02
0.115000	2.303290e-02
0.120000	2.511340e-02
0.125000	2.735200e-02
0.130000	2.975900e-02
0.135000	3.234500e-02
0.140000	3.512190e-02
0.145000	3.810210e-02
0.150000	4.129900e-02
0.155000	4.471400e-02
0.160000	4.837940e-02
0.165000	5.231130e-02
0.170000	5.652670e-02
0.175000	6.104380e-02
0.180000	6.588190e-02
0.185000	7.106130e-02
0.190000	7.660390e-02
0.195000	8.253240e-02
0.200000	8.887100e-02
0.205000	9.566920e-02
0.210000	1.029290e-01
0.215000	1.106780e-01
0.220000	1.189430e-01
0.225000	1.277550e-01
0.230000	1.371420e-01
0.235000	1.471350e-01
0.240000	1.577670e-01
0.245000	1.690680e-01
0.250000	1.810700e-01
0.255000	1.939640e-01
0.260000	2.076040e-01
0.265000	2.220150e-01
0.270000	2.372190e-01
0.275000	2.532330e-01
0.280000	2.700730e-01
0.285000	2.877490e-01
0.290000	3.062660e-01
0.295000	3.256220e-01
0.300000	3.458070e-01
0.305000	3.671330e-01
0.310000	3.891830e-01
0.315000	4.119140e-01
0.320000	4.352710e-01
0.325000	4.591850e-01
0.330000	4.835800e-01
0.335000	5.083650e-01
0.340000	5.334400e-01
0.345000	5.586930e-01
0.350000	5.840050e-01
0.355000	6.094760e-01
0.360000	6.346700e-01
0.365000	6.594490e-01
0.370000	6.836760e-01
0.375000	7.072160e-01
0.380000	7.299380e-01
0.385000	7.517160e-01
0.390000	7.724360e-01
0.395000	7.919940e-01
0.400000	8.102960e-01
0.405000	8.270840e-01
0.410000	8.424870e-01
0.415000	8.564710e-01
0.420000	8.690200e-01
0.425000	8.801300e-01
0.430000	8.898120e-01
0.435000	8.980880e-01
0.440000	9.049910e-01
0.445000	9.105640e-01
0.450000	9.148590e-01
0.455000	9.179790e-01
0.460000	9.199230e-01
0.465000	9.207640e-01
0.470000	9.205730e-01
0.475000	9.194280e-01
0.480000	9.174010e-01
0.485000	9.145680e-01
0.490000	9.110000e-01
0.495000	9.067700e-01
0.500000	9.019440e-01
0.505000	8.960510e-01
0.510000	8.898190e-01
0.515000	8.833030e-01
0.520000	8.765520e-01
0.525000	8.696110e-01
0.530000	8.625200e-01
0.535000	8.553170e-01
0.540000	8.480330e-01
0.545000	8.406980e-01
0.550000	8.333390e-01
0.555000	8.259590e-01
0.560000	8.186130e-01
0.565000	8.113140e-01
0.570000	8.040730e-01
0.575000	7.968990e-01
0.580000	7.898010e-01
0.585000	7.827850e-01
0.590000	7.758590e-01
0.595000	7.690260e-01
0.600000	7.622920e-01
0.605000	7.556830e-01
0.610000	7.491720e-01
0.615000	7.427640e-01
0.620000	7.364600e-01
0.625000	7.302630e-01
0.630000	7.241740e-01
0.635000	7.181940e-01
0.640000	7.123240e-01
0.645000	7.065640e-01
0.650000	7.009150e-01
0.655000	6.953150e-01
0.660000	6.898420e-01
0.665000	6.844930e-01
0.670000	6.792680e-01
0.675000	6.741630e-01
0.680000	6.691780e-01
0.685000	6.643100e-01
0.690000	6.595580e-01
0.695000	6.549180e-01
0.700000	6.503910e-01
0.705000	6.459510e-01
0.710000	6.416250e-01
0.715000	6.374100e-01
0.720000	6.333040e-01
0.725000	6.293040e-01
0.730000	6.254080e-01
0.735000	6.216130e-01
0.740000	6.179180e-01
0.745000	6.143210e-01
0.750000	6.108180e-01
0.755000	6.074550e-01
0.760000	6.041730e-01
0.765000	6.009690e-01
0.770000	5.978420e-01
0.775000	5.947910e-01
0.780000	5.918130e-01
0.785000	5.889070e-01
0.790000	5.860720e-01
0.795000	5.833070e-01
0.800000	5.806090e-01
0.805000	5.779620e-01
0.810000	5.753850e-01
0.815000	5.728750e-01
0.820000	5.704320e-01
0.825000	5.680540e-01
0.830000	5.657410e-01
0.835000	5.634910e-01
0.840000	5.613020e-01
0.845000	5.591740e-01
0.850000	5.571060e-01
0.855000	5.551250e-01
0.860000	5.531960e-01
0.865000	5.513160e-01
0.870000	5.494860e-01
0.875000	5.477050e-01
0.880000	5.459710e-01
0.885000	5.442850e-01
0.890000	5.426440e-01
0.895000	5.410490e-01
0.900000	5.394980e-01
0.905000	5.380040e-01
0.910000	5.365500e-01
0.915000	5.351360e-01
0.920000	5.337620e-01
0.925000	5.324260e-01
0.930000	5.311290e-01
0.935000	5.298700e-01
0.940000	5.286480e-01
0.945000	5.274630e-01
0.950000	5.263140e-01
0.955000	5.252060e-01
0.960000	5.241320e-01
0.965000	5.230920e-01
0.970000	5.220850e-01
0.975000	5.211110e-01
0.980000	5.201690e-01
0.985000	5.192600e-01
0.990000	5.183820e-01
0.995000	5.175360e-01
1.000000	5.167210e-01
1.005000	5.159490e-01
1.010000	5.152050e-01
1.015000	5.144880e-01
1.020000	5.137980e-01
1.025000	5.131350e-01
1.030000	5.124980e-01
1.035000	5.118870e-01
1.040000	5.113010e-01
1.045000	5.107410e-01
1.050000	5.102060e-01
1.055000	5.097210e-01
1.060000	5.092540e-01
1.065000	5.088060e-01
1.070000	5.083770e-01
1.075000	5.079650e-01
1.080000	5.075720e-01
1.090000	5.068390e-01
1.095000	5.064980e-01
1.100000	5.061730e-01
1.105000	5.058760e-01
1.110000	5.055920e-01
1.115000	5.053220e-01
1.120000	5.050660e-01
1.125000	5.048220e-01
1.130000	5.045920e-01
1.135000	5.043740e-01
1.140000	5.041690e-01
1.145000	5.039750e-01
1.150000	5.037940e-01
1.155000	5.036430e-01
1.160000	5.035000e-01
1.165000	5.033630e-01
1.170000	5.032320e-01
1.175000	5.031080e-01
1.180000	5.029900e-01
1.185000	5.028770e-01
1.190000	5.027700e-01
1.195000	5.026670e-01
1.200000	5.025690e-01
1.205000	5.024770e-01
1.210000	5.023890e-01
1.215000	5.023040e-01
1.220000	5.022220e-01
1.225000	5.021410e-01
1.230000	5.020630e-01
1.235000	5.019860e-01
