# omega(GeV)	rho(GeV^-1)
-1.000000	8.934552e-99
-0.950000	2.869435e-97
-0.900000	9.216783e-96
-0.850000	2.960892e-94
-0.800000	9.513211e-93
-0.750000	3.056990e-91
-0.700000	9.824814e-90
-0.650000	3.158052e-88
-0.600000	1.015266e-86
-0.550000	3.264430e-85
-0.500000	1.049791e-83
-0.450000	3.376509e-82
-0.400000	1.086184e-80
-0.350000	3.494708e-79
-0.300000	1.124584e-77
-0.250000	3.619489e-76
-0.200000	1.165142e-74
-0.150000	3.751354e-73
-0.100000	1.208026e-71
-0.050000	3.890857e-70
0.000000	1.253420e-68
0.050000	4.038609e-67
0.100000	1.301526e-65
0.150000	4.195281e-64
0.200000	1.352567e-62
0.250000	4.361616e-61
0.300000	1.406790e-59
0.350000	4.538438e-58
0.400000	1.464471e-56
0.450000	4.726660e-55
0.500000	1.525912e-53
0.550000	4.927298e-52
0.600000	1.591455e-50
0.650000	5.141486e-49
0.700000	1.661477e-47
0.750000	5.370492e-46
0.800000	1.736404e-44
0.850000	5.615739e-43
0.900000	1.816711e-41
0.950000	5.878828e-40
1.000000	1.902938e-38
1.050000	6.161563e-37
1.100000	1.995690e-35
1.150000	6.465991e-34
1.200000	2.095658e-32
1.250000	6.794435e-31
1.300000	2.203626e-29
1.350000	7.149547e-28
1.400000	2.320490e-26
1.450000	7.534364e-25
1.500000	2.447282e-23
1.550000	7.952383e-22
1.600000	2.585188e-20
1.650000	8.407646e-19
1.700000	2.735586e-17
1.750000	8.904854e-16
1.800000	2.900084e-14
1.850000	9.449505e-13
1.900000	3.080565e-11
1.950000	1.004808e-09
2.000000	6.000204e-11
2.050000	9.330803e-11
2.100000	1.427475e-10
2.150000	2.175443e-10
2.200000	3.371702e-10
2.250000	5.348645e-10
2.300000	8.665439e-10
2.350000	1.408095e-09
2.450000	3.293602e-09
2.500000	4.826236e-09
2.550000	7.246684e-09
2.600000	1.122558e-08
2.650000	1.778004e-08
2.700000	2.876995e-08
2.750000	4.744706e-08
2.800000	7.856719e-08
2.850000	1.273179e-07
2.900000	1.946441e-07
2.950000	2.755192e-07
3.000000	3.978260e-07
3.050000	6.546352e-07
3.100000	1.150301e-06
3.150000	1.918780e-06
3.200000	2.940966e-06
3.250000	4.384851e-06
3.300000	6.726940e-06
3.350000	1.060970e-05
3.400000	1.687454e-05
3.450000	2.723164e-05
3.500000	4.525974e-05
3.550000	7.698675e-05
3.600000	1.263046e-04
3.650000	1.820006e-04
3.700000	2.295854e-04
3.750000	2.836471e-04
3.800000	3.736357e-04
3.850000	6.864357e-04
3.900000	1.003485e-03
3.950000	1.545076e-03
4.000000	2.310412e-03
4.050000	3.555171e-03
4.100000	5.329895e-03
4.150000	8.006080e-03
4.200000	1.201538e-02
4.250000	1.801540e-02
4.300000	2.710392e-02
4.350000	4.064219e-02
4.400000	6.091161e-02
4.450000	9.091961e-02
4.500000	1.348580e-01
4.550000	1.968403e-01
4.600000	2.791401e-01
4.650000	3.830192e-01
4.700000	5.007483e-01
4.750000	6.215041e-01
4.800000	7.343131e-01
4.850000	8.353398e-01
4.900000	9.258995e-01
4.950000	1.008235e+00
5.000000	1.086443e+00
5.050000	1.162654e+00
5.100000	1.231972e+00
5.150000	1.284872e+00
5.200000	1.306544e+00
5.250000	1.281321e+00
5.300000	1.202308e+00
5.350000	1.073325e+00
5.400000	9.144212e-01
5.450000	7.515486e-01
5.500000	6.015944e-01
5.550000	4.733757e-01
5.600000	3.688944e-01
5.650000	2.866706e-01
5.700000	2.228635e-01
5.750000	1.736875e-01
5.800000	1.359745e-01
5.850000	1.070381e-01
5.900000	8.460371e-02
5.950000	6.724206e-02
6.000000	5.379972e-02
6.050000	4.318244e-02
6.100000	3.481169e-02
6.150000	2.816227e-02
6.200000	2.287603e-02
6.250000	1.864593e-02
6.300000	1.523744e-02
6.350000	1.249441e-02
6.400000	1.023858e-02
6.450000	8.425307e-03
6.500000	6.949911e-03
6.550000	5.741631e-03
6.600000	4.752106e-03
6.650000	3.920633e-03
6.700000	3.260051e-03
6.750000	2.724192e-03
6.800000	2.279378e-03
6.850000	1.900278e-03
6.900000	1.585736e-03
6.950000	1.320685e-03
7.000000	1.104276e-03
7.050000	9.201611e-04
7.100000	7.747780e-04
7.150000	6.425796e-04
7.200000	5.389706e-04
7.250000	4.525024e-04
7.300000	3.866529e-04
7.350000	3.348184e-04
7.400000	2.822879e-04
7.450000	2.382019e-04
7.500000	2.007660e-04
7.550000	1.654389e-04
7.600000	1.335186e-04
7.650000	1.133368e-04
7.700000	9.629143e-05
7.750000	8.188116e-05
7.800000	6.971480e-05
7.850000	5.949804e-05
7.900000	5.086027e-05
7.950000	4.355155e-05
8.000000	3.738645e-05
