0.00000	-0.04671	-0.04671	-0.04671	0.47816	0.47816	0.47816	0.74906	0.74906	0.74906
0.00985	-0.04690	-0.04693	-0.04695	0.47640	0.47620	0.47600	0.74473	0.74426	0.74378
0.01970	-0.04709	-0.04713	-0.04717	0.47469	0.47430	0.47392	0.74049	0.73954	0.73859
0.02955	-0.04726	-0.04732	-0.04739	0.47303	0.47246	0.47189	0.73632	0.73491	0.73349
0.03940	-0.04743	-0.04751	-0.04759	0.47142	0.47067	0.46992	0.73222	0.73035	0.72848
0.04925	-0.04758	-0.04768	-0.04778	0.46986	0.46893	0.46801	0.72818	0.72586	0.72354
0.05910	-0.04773	-0.04785	-0.04796	0.46833	0.46724	0.46615	0.72419	0.72143	0.71868
0.06895	-0.04787	-0.04800	-0.04813	0.46684	0.46559	0.46433	0.72026	0.71707	0.71389
0.07880	-0.04801	-0.04815	-0.04830	0.46539	0.46398	0.46256	0.71638	0.71277	0.70916
0.08865	-0.04814	-0.04830	-0.04845	0.46398	0.46240	0.46083	0.71255	0.70852	0.70449
0.09850	-0.04826	-0.04843	-0.04860	0.46259	0.46087	0.45914	0.70876	0.70431	0.69987
0.10835	-0.04838	-0.04856	-0.04875	0.46124	0.45936	0.45749	0.70500	0.70015	0.69531
0.11820	-0.04849	-0.04868	-0.04888	0.45991	0.45789	0.45587	0.70129	0.69603	0.69079
0.12805	-0.04859	-0.04880	-0.04901	0.45860	0.45644	0.45428	0.69760	0.69195	0.68632
0.13790	-0.04870	-0.04892	-0.04914	0.45733	0.45502	0.45272	0.69395	0.68791	0.68189
0.14775	-0.04879	-0.04902	-0.04926	0.45607	0.45363	0.45119	0.69032	0.68390	0.67750
0.15760	-0.04889	-0.04913	-0.04937	0.45483	0.45226	0.44969	0.68671	0.67991	0.67314
0.16745	-0.04898	-0.04923	-0.04948	0.45362	0.45091	0.44821	0.68313	0.67595	0.66881
0.17730	-0.04906	-0.04933	-0.04959	0.45242	0.44958	0.44675	0.67956	0.67202	0.66450
0.18715	-0.04915	-0.04942	-0.04969	0.45123	0.44827	0.44531	0.67601	0.66810	0.66023
0.19700	-0.04923	-0.04951	-0.04979	0.45006	0.44698	0.44389	0.67247	0.66420	0.65597
0.20685	-0.04931	-0.04960	-0.04988	0.44891	0.44570	0.44249	0.66894	0.66031	0.65174
0.21670	-0.04938	-0.04968	-0.04998	0.44777	0.44443	0.44110	0.66542	0.65645	0.64751
0.22655	-0.04945	-0.04976	-0.05006	0.44664	0.44318	0.43973	0.66191	0.65258	0.64332
0.23640	-0.04953	-0.04984	-0.05015	0.44552	0.44194	0.43838	0.65840	0.64872	0.63911
0.24625	-0.04959	-0.04991	-0.05023	0.44440	0.44071	0.43703	0.65488	0.64486	0.63493
0.25610	-0.04966	-0.04999	-0.05031	0.44330	0.43949	0.43569	0.65137	0.64101	0.63075
0.26595	-0.04972	-0.05006	-0.05039	0.44220	0.43828	0.43437	0.64785	0.63716	0.62657
0.27580	-0.04979	-0.05013	-0.05047	0.44111	0.43708	0.43305	0.64433	0.63331	0.62239
0.28565	-0.04985	-0.05020	-0.05054	0.44003	0.43588	0.43174	0.64080	0.62945	0.61822
0.29550	-0.04991	-0.05026	-0.05062	0.43895	0.43469	0.43044	0.63726	0.62558	0.61403
0.30535	-0.04996	-0.05032	-0.05069	0.43787	0.43350	0.42914	0.63370	0.62170	0.60985
0.31520	-0.05002	-0.05039	-0.05075	0.43680	0.43231	0.42785	0.63013	0.61781	0.60565
0.32505	-0.05007	-0.05045	-0.05082	0.43573	0.43113	0.42656	0.62655	0.61391	0.60144
0.33490	-0.05013	-0.05051	-0.05089	0.43465	0.42995	0.42527	0.62294	0.60999	0.59722
0.34475	-0.05018	-0.05057	-0.05095	0.43358	0.42877	0.42398	0.61931	0.60605	0.59299
0.35460	-0.05023	-0.05062	-0.05101	0.43251	0.42759	0.42269	0.61566	0.60209	0.58874
0.36445	-0.05028	-0.05068	-0.05107	0.43144	0.42640	0.42140	0.61198	0.59811	0.58446
0.37430	-0.05033	-0.05073	-0.05113	0.43036	0.42522	0.42011	0.60828	0.59410	0.58017
0.38415	-0.05038	-0.05079	-0.05119	0.42928	0.42403	0.41882	0.60454	0.59006	0.57585
0.39400	-0.05043	-0.05084	-0.05125	0.42819	0.42284	0.41752	0.60077	0.58599	0.57150
0.40385	-0.05047	-0.05089	-0.05131	0.42711	0.42164	0.41622	0.59697	0.58189	0.56713
0.41370	-0.05052	-0.05094	-0.05136	0.42601	0.42044	0.41492	0.59313	0.57776	0.56273
0.42355	-0.05056	-0.05099	-0.05142	0.42491	0.41923	0.41360	0.58925	0.57358	0.55828
0.43340	-0.05061	-0.05104	-0.05147	0.42380	0.41802	0.41228	0.58532	0.56937	0.55379
0.44325	-0.05065	-0.05109	-0.05152	0.42268	0.41679	0.41095	0.58135	0.56512	0.54928
0.45310	-0.05069	-0.05114	-0.05158	0.42156	0.41556	0.40961	0.57733	0.56082	0.54472
0.46295	-0.05074	-0.05118	-0.05163	0.42042	0.41431	0.40826	0.57327	0.55647	0.54012
0.47280	-0.05078	-0.05123	-0.05168	0.41927	0.41306	0.40690	0.56915	0.55207	0.53547
0.48265	-0.05082	-0.05128	-0.05173	0.41812	0.41179	0.40553	0.56497	0.54762	0.53077
0.49250	-0.05086	-0.05132	-0.05178	0.41694	0.41051	0.40414	0.56074	0.54311	0.52602
0.50235	-0.05090	-0.05137	-0.05183	0.41576	0.40921	0.40274	0.55645	0.53855	0.52123
