2.050	0.193	0.559	1.089	0.002	0.219	0.446	0.992	0.006	0.274	0.394	0.726	0.015	0.284	0.340	0.553	0.031
2.100	0.159	0.484	1.071	0.002	0.190	0.409	0.907	0.008	0.251	0.379	0.660	0.018	0.271	0.334	0.509	0.039
2.150	0.131	0.412	1.024	0.003	0.163	0.371	0.834	0.010	0.228	0.362	0.610	0.023	0.257	0.327	0.476	0.051
2.200	0.107	0.346	0.977	0.004	0.140	0.332	0.778	0.014	0.205	0.341	0.572	0.031	0.242	0.319	0.451	0.067
2.250	0.090	0.287	0.941	0.006	0.120	0.292	0.736	0.019	0.184	0.320	0.545	0.041	0.227	0.308	0.432	0.089
2.300	0.074	0.236	0.918	0.009	0.103	0.256	0.705	0.025	0.164	0.296	0.524	0.055	0.211	0.296	0.417	0.119
2.350	0.061	0.194	0.905	0.012	0.088	0.222	0.681	0.035	0.146	0.272	0.509	0.075	0.195	0.283	0.407	0.161
2.400	0.050	0.158	0.895	0.017	0.076	0.191	0.662	0.048	0.129	0.248	0.497	0.103	0.179	0.269	0.398	0.220
2.450	0.041	0.129	0.885	0.025	0.065	0.164	0.644	0.067	0.114	0.224	0.486	0.145	0.164	0.253	0.391	0.303
2.500	0.034	0.105	0.868	0.036	0.056	0.140	0.624	0.095	0.101	0.201	0.476	0.205	0.149	0.237	0.386	0.418
2.550	0.028	0.086	0.839	0.054	0.048	0.120	0.602	0.136	0.089	0.180	0.467	0.295	0.136	0.221	0.380	0.570
2.600	0.023	0.070	0.796	0.080	0.041	0.102	0.576	0.199	0.078	0.160	0.455	0.425	0.123	0.204	0.374	0.750
2.650	0.020	0.057	0.738	0.122	0.035	0.087	0.544	0.294	0.069	0.141	0.442	0.606	0.111	0.188	0.368	0.925
2.700	0.016	0.047	0.667	0.188	0.030	0.074	0.508	0.439	0.061	0.125	0.427	0.829	0.100	0.172	0.361	1.043
2.750	0.014	0.039	0.586	0.293	0.026	0.063	0.467	0.643	0.054	0.110	0.409	1.051	0.090	0.157	0.353	1.067
2.800	0.011	0.032	0.502	0.457	0.023	0.054	0.424	0.900	0.047	0.097	0.389	1.188	0.081	0.142	0.344	1.013
2.850	0.009	0.026	0.422	0.693	0.020	0.046	0.379	1.151	0.042	0.085	0.367	1.197	0.073	0.129	0.333	0.919
2.900	0.008	0.022	0.348	0.977	0.017	0.040	0.335	1.300	0.037	0.075	0.343	1.115	0.065	0.116	0.321	0.818
2.950	0.007	0.018	0.284	1.234	0.015	0.034	0.293	1.303	0.032	0.066	0.317	0.998	0.059	0.105	0.307	0.725
3.000	0.006	0.015	0.229	1.351	0.013	0.029	0.254	1.215	0.029	0.058	0.291	0.880	0.053	0.094	0.292	0.649
3.050	0.005	0.012	0.184	1.338	0.011	0.025	0.218	1.096	0.025	0.051	0.265	0.783	0.047	0.084	0.276	0.587
3.100	0.004	0.010	0.147	1.262	0.010	0.022	0.185	0.987	0.022	0.044	0.238	0.707	0.042	0.076	0.259	0.539
3.150	0.003	0.009	0.118	1.178	0.008	0.019	0.157	0.901	0.020	0.039	0.213	0.651	0.038	0.068	0.242	0.502
3.200	0.003	0.007	0.095	1.107	0.007	0.016	0.133	0.835	0.018	0.034	0.190	0.608	0.034	0.061	0.224	0.474
3.250	0.002	0.006	0.076	1.053	0.006	0.014	0.113	0.785	0.016	0.030	0.168	0.576	0.031	0.055	0.207	0.452
3.300	0.002	0.005	0.061	1.008	0.006	0.012	0.095	0.744	0.014	0.027	0.148	0.552	0.028	0.049	0.189	0.436
3.350	0.002	0.004	0.049	0.965	0.005	0.010	0.080	0.708	0.012	0.024	0.130	0.531	0.025	0.044	0.172	0.423
3.400	0.001	0.004	0.040	0.917	0.004	0.009	0.068	0.671	0.011	0.021	0.114	0.512	0.023	0.039	0.156	0.411
3.450	0.001	0.003	0.032	0.859	0.004	0.008	0.057	0.632	0.010	0.018	0.099	0.494	0.020	0.035	0.141	0.401
3.500	0.001	0.002	0.026	0.789	0.003	0.007	0.049	0.591	0.009	0.016	0.087	0.475	0.018	0.032	0.127	0.390
3.550	0.001	0.002	0.021	0.705	0.003	0.006	0.041	0.546	0.008	0.014	0.076	0.454	0.017	0.029	0.114	0.380
3.600	0.001	0.002	0.017	0.614	0.002	0.005	0.035	0.497	0.007	0.013	0.066	0.432	0.015	0.026	0.103	0.368
3.650	0.001	0.002	0.014	0.520	0.002	0.004	0.030	0.446	0.006	0.011	0.057	0.407	0.014	0.023	0.092	0.356
3.700	0.001	0.001	0.012	0.430	0.002	0.004	0.025	0.394	0.006	0.010	0.050	0.380	0.012	0.021	0.082	0.342
3.750	0.000	0.001	0.010	0.348	0.002	0.003	0.022	0.345	0.005	0.009	0.044	0.352	0.011	0.019	0.073	0.327
3.800	0.000	0.001	0.008	0.279	0.001	0.003	0.018	0.298	0.004	0.008	0.038	0.323	0.010	0.017	0.065	0.311
3.850	0.000	0.001	0.007	0.220	0.001	0.003	0.016	0.254	0.004	0.007	0.033	0.293	0.009	0.015	0.058	0.294
3.900	0.000	0.001	0.005	0.174	0.001	0.002	0.014	0.216	0.004	0.006	0.029	0.264	0.008	0.014	0.052	0.276
3.950	0.000	0.001	0.005	0.137	0.001	0.002	0.012	0.182	0.003	0.006	0.026	0.236	0.008	0.012	0.046	0.257
4.000	0.000	0.000	0.004	0.107	0.001	0.002	0.010	0.152	0.003	0.005	0.023	0.209	0.007	0.011	0.042	0.238
4.050	0.000	0.000	0.003	0.084	0.001	0.002	0.009	0.127	0.003	0.005	0.020	0.184	0.006	0.010	0.037	0.218
4.100	0.000	0.000	0.003	0.066	0.001	0.001	0.007	0.106	0.002	0.004	0.017	0.161	0.006	0.009	0.033	0.199
4.150	0.000	0.000	0.002	0.053	0.001	0.001	0.006	0.089	0.002	0.004	0.015	0.140	0.005	0.008	0.030	0.181
4.200	0.000	0.000	0.002	0.042	0.001	0.001	0.006	0.074	0.002	0.003	0.013	0.122	0.005	0.008	0.027	0.164
4.250	0.000	0.000	0.002	0.033	0.000	0.001	0.005	0.062	0.002	0.003	0.012	0.106	0.004	0.007	0.024	0.148
4.300	0.000	0.000	0.001	0.027	0.000	0.001	0.004	0.052	0.001	0.003	0.011	0.092	0.004	0.006	0.021	0.132
4.350	0.000	0.000	0.001	0.021	0.000	0.001	0.004	0.043	0.001	0.002	0.009	0.079	0.004	0.006	0.019	0.118
4.400	0.000	0.000	0.001	0.017	0.000	0.001	0.003	0.037	0.001	0.002	0.008	0.069	0.003	0.005	0.017	0.105
4.450	0.000	0.000	0.001	0.014	0.000	0.001	0.003	0.031	0.001	0.002	0.007	0.059	0.003	0.005	0.015	0.094
4.500	0.000	0.000	0.001	0.011	0.000	0.000	0.002	0.026	0.001	0.002	0.006	0.051	0.003	0.004	0.014	0.083
4.550	0.000	0.000	0.001	0.009	0.000	0.000	0.002	0.022	0.001	0.001	0.006	0.044	0.002	0.004	0.012	0.074
4.600	0.000	0.000	0.000	0.007	0.000	0.000	0.002	0.019	0.001	0.001	0.005	0.039	0.002	0.004	0.011	0.066
4.650	0.000	0.000	0.000	0.006	0.000	0.000	0.002	0.016	0.001	0.001	0.005	0.033	0.002	0.003	0.010	0.058
4.700	0.000	0.000	0.000	0.005	0.000	0.000	0.001	0.013	0.001	0.001	0.004	0.029	0.002	0.003	0.009	0.052
4.750	0.000	0.000	0.000	0.004	0.000	0.000	0.001	0.011	0.001	0.001	0.004	0.025	0.002	0.003	0.008	0.046
4.800	0.000	0.000	0.000	0.003	0.000	0.000	0.001	0.010	0.001	0.001	0.003	0.022	0.002	0.002	0.007	0.041
4.850	0.000	0.000	0.000	0.003	0.000	0.000	0.001	0.008	0.000	0.001	0.003	0.019	0.001	0.002	0.007	0.036
4.900	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.007	0.000	0.001	0.003	0.017	0.001	0.002	0.006	0.032
4.950	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.006	0.000	0.001	0.002	0.015	0.001	0.002	0.005	0.029
5.000	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.005	0.000	0.001	0.002	0.013	0.001	0.002	0.005	0.025
