0.00000	-0.04588	-0.04588	-0.04588	0.54955	0.54956	0.54956	0.70121	0.70122	0.70123
0.00985	-0.04718	-0.04732	-0.04746	0.53678	0.53536	0.53394	0.67966	0.67728	0.67489
0.01970	-0.04840	-0.04868	-0.04896	0.52434	0.52155	0.51875	0.65856	0.65383	0.64911
0.02955	-0.04956	-0.04997	-0.05037	0.51221	0.50808	0.50395	0.63785	0.63085	0.62384
0.03940	-0.05066	-0.05119	-0.05172	0.50036	0.49492	0.48948	0.61751	0.60828	0.59906
0.04925	-0.05172	-0.05237	-0.05301	0.48875	0.48203	0.47533	0.59750	0.58609	0.57471
0.05910	-0.05273	-0.05349	-0.05425	0.47734	0.46938	0.46144	0.57777	0.56425	0.55077
0.06895	-0.05370	-0.05457	-0.05544	0.46611	0.45694	0.44780	0.55831	0.54273	0.52717
0.07880	-0.05464	-0.05561	-0.05659	0.45503	0.44468	0.43436	0.53908	0.52150	0.50400
0.08865	-0.05555	-0.05662	-0.05769	0.44408	0.43257	0.42110	0.52005	0.50053	0.48112
0.09850	-0.05643	-0.05760	-0.05877	0.43324	0.42060	0.40801	0.50121	0.47980	0.45858
0.10835	-0.05729	-0.05855	-0.05982	0.42248	0.40873	0.39504	0.48251	0.45928	0.43624
0.11820	-0.05813	-0.05948	-0.06084	0.41178	0.39694	0.38219	0.46395	0.43895	0.41418
0.12805	-0.05895	-0.06039	-0.06184	0.40113	0.38522	0.36942	0.44548	0.41879	0.39239
0.13790	-0.05975	-0.06128	-0.06282	0.39050	0.37354	0.35672	0.42715	0.39876	0.37082
0.14775	-0.06054	-0.06216	-0.06378	0.37987	0.36188	0.34406	0.40887	0.37891	0.34941
0.15760	-0.06132	-0.06303	-0.06473	0.36924	0.35025	0.33143	0.39063	0.35914	0.32820
0.16745	-0.06209	-0.06388	-0.06567	0.35859	0.33859	0.31883	0.37243	0.33948	0.30715
0.17730	-0.06285	-0.06473	-0.06660	0.34786	0.32690	0.30621	0.35425	0.31989	0.28625
0.18715	-0.06361	-0.06557	-0.06752	0.33709	0.31517	0.29357	0.33608	0.30036	0.26549
0.19700	-0.06437	-0.06641	-0.06844	0.32624	0.30338	0.28088	0.31789	0.28090	0.24485
0.20685	-0.06512	-0.06724	-0.06936	0.31529	0.29152	0.26814	0.29967	0.26147	0.22430
0.21670	-0.06587	-0.06807	-0.07027	0.30424	0.27956	0.25532	0.28141	0.24205	0.20385
0.22655	-0.06663	-0.06891	-0.07119	0.29306	0.26748	0.24242	0.26308	0.22263	0.18345
0.23640	-0.06738	-0.06975	-0.07211	0.28174	0.25529	0.22940	0.24469	0.20321	0.16314
0.24625	-0.06815	-0.07059	-0.07304	0.27025	0.24295	0.21627	0.22621	0.18376	0.14287
0.25610	-0.06891	-0.07145	-0.07397	0.25860	0.23045	0.20300	0.20762	0.16428	0.12262
0.26595	-0.06969	-0.07231	-0.07491	0.24675	0.21778	0.18957	0.18891	0.14474	0.10240
0.27580	-0.07048	-0.07318	-0.07587	0.23469	0.20491	0.17598	0.17008	0.12514	0.08216
