0.1950	1.5220	0.9054	0.5539	1.2460
0.2511	2.4850	1.1220	0.4989	1.1260
0.2930	3.0010	1.4300	0.4816	1.0820
0.3520	3.5410	1.5710	0.4687	1.0460
