0.00000	-0.06778	-0.06778	-0.06778	0.49352	0.49353	0.49353	0.72976	0.72976	0.72976
0.00985	-0.06838	-0.06845	-0.06852	0.48898	0.48848	0.48798	0.72119	0.72023	0.71928
0.01970	-0.06896	-0.06909	-0.06922	0.48457	0.48357	0.48258	0.71276	0.71087	0.70898
0.02955	-0.06950	-0.06969	-0.06988	0.48027	0.47880	0.47732	0.70445	0.70164	0.69884
0.03940	-0.07002	-0.07027	-0.07051	0.47607	0.47413	0.47220	0.69627	0.69255	0.68884
0.04925	-0.07051	-0.07081	-0.07112	0.47197	0.46958	0.46719	0.68819	0.68359	0.67899
0.05910	-0.07098	-0.07133	-0.07169	0.46796	0.46513	0.46230	0.68021	0.67476	0.66926
0.06895	-0.07142	-0.07183	-0.07223	0.46404	0.46077	0.45751	0.67232	0.66598	0.65966
0.07880	-0.07185	-0.07230	-0.07276	0.46018	0.45650	0.45282	0.66451	0.65733	0.65016
0.08865	-0.07226	-0.07276	-0.07326	0.45640	0.45230	0.44821	0.65677	0.64876	0.64076
0.09850	-0.07265	-0.07319	-0.07374	0.45268	0.44818	0.44368	0.64909	0.64026	0.63146
0.10835	-0.07303	-0.07361	-0.07420	0.44901	0.44411	0.43922	0.64148	0.63185	0.62224
0.11820	-0.07339	-0.07402	-0.07464	0.44540	0.44011	0.43483	0.63391	0.62351	0.61310
0.12805	-0.07374	-0.07441	-0.07507	0.44183	0.43616	0.43050	0.62639	0.61518	0.60403
0.13790	-0.07408	-0.07478	-0.07548	0.43831	0.43226	0.42623	0.61890	0.60693	0.59503
0.14775	-0.07441	-0.07514	-0.07588	0.43482	0.42840	0.42200	0.61144	0.59872	0.58610
0.15760	-0.07472	-0.07549	-0.07626	0.43136	0.42458	0.41782	0.60401	0.59055	0.57718
0.16745	-0.07503	-0.07584	-0.07664	0.42793	0.42079	0.41368	0.59659	0.58240	0.56833
0.17730	-0.07533	-0.07617	-0.07700	0.42453	0.41703	0.40957	0.58919	0.57429	0.55951
0.18715	-0.07562	-0.07649	-0.07736	0.42114	0.41330	0.40550	0.58180	0.56619	0.55073
0.19700	-0.07590	-0.07680	-0.07770	0.41777	0.40959	0.40145	0.57440	0.55810	0.54198
0.20685	-0.07618	-0.07711	-0.07803	0.41442	0.40589	0.39741	0.56700	0.55002	0.53325
0.21670	-0.07644	-0.07740	-0.07836	0.41107	0.40220	0.39340	0.55960	0.54195	0.52453
0.22655	-0.07671	-0.07769	-0.07868	0.40772	0.39853	0.38940	0.55217	0.53387	0.51583
0.23640	-0.07696	-0.07798	-0.07900	0.40438	0.39486	0.38541	0.54473	0.52579	0.50711
0.24625	-0.07721	-0.07826	-0.07930	0.40104	0.39119	0.38142	0.53726	0.51769	0.49843
0.25610	-0.07746	-0.07853	-0.07960	0.39769	0.38752	0.37744	0.52977	0.50957	0.48971
0.26595	-0.07770	-0.07880	-0.07990	0.39434	0.38384	0.37345	0.52224	0.50143	0.48103
0.27580	-0.07794	-0.07907	-0.08019	0.39097	0.38016	0.36945	0.51466	0.49327	0.47230
0.28565	-0.07818	-0.07933	-0.08048	0.38759	0.37646	0.36545	0.50705	0.48507	0.46356
0.29550	-0.07841	-0.07958	-0.08076	0.38419	0.37274	0.36143	0.49938	0.47683	0.45480
0.30535	-0.07864	-0.07984	-0.08104	0.38076	0.36901	0.35740	0.49166	0.46856	0.44601
0.31520	-0.07886	-0.08009	-0.08131	0.37732	0.36525	0.35334	0.48388	0.46023	0.43719
0.32505	-0.07909	-0.08034	-0.08158	0.37384	0.36147	0.34926	0.47604	0.45186	0.42833
0.33490	-0.07931	-0.08058	-0.08185	0.37033	0.35765	0.34515	0.46812	0.44342	0.41943
0.34475	-0.07953	-0.08083	-0.08212	0.36679	0.35380	0.34101	0.46013	0.43493	0.41048
0.35460	-0.07975	-0.08107	-0.08239	0.36321	0.34992	0.33684	0.45206	0.42637	0.40149
0.36445	-0.07997	-0.08131	-0.08265	0.35959	0.34599	0.33262	0.44390	0.41773	0.39245
0.37430	-0.08018	-0.08155	-0.08291	0.35592	0.34202	0.32836	0.43565	0.40902	0.38329
0.38415	-0.08040	-0.08179	-0.08318	0.35220	0.33800	0.32406	0.42730	0.40023	0.37412
