-0.500	0.003	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.009	0.001	0.000	0.000	0.014	0.001	0.000	0.000
-0.450	0.003	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.011	0.001	0.000	0.000	0.017	0.002	0.000	0.000
-0.400	0.004	0.000	0.000	0.000	0.008	0.001	0.000	0.000	0.014	0.001	0.000	0.000	0.022	0.002	0.000	0.000
-0.350	0.006	0.000	0.000	0.000	0.010	0.001	0.000	0.000	0.018	0.001	0.000	0.000	0.028	0.002	0.000	0.000
-0.300	0.008	0.000	0.000	0.000	0.014	0.001	0.000	0.000	0.024	0.001	0.000	0.000	0.037	0.002	0.000	0.000
-0.250	0.011	0.000	0.000	0.000	0.019	0.001	0.000	0.000	0.033	0.002	0.000	0.000	0.050	0.003	0.000	0.000
-0.200	0.016	0.000	0.000	0.000	0.026	0.001	0.000	0.000	0.047	0.002	0.000	0.000	0.072	0.004	0.000	0.000
-0.150	0.023	0.001	0.000	0.000	0.038	0.001	0.000	0.000	0.069	0.002	0.000	0.000	0.109	0.004	0.000	0.000
-0.100	0.036	0.001	0.000	0.000	0.059	0.002	0.000	0.000	0.109	0.003	0.000	0.000	0.176	0.006	0.000	0.000
-0.050	0.058	0.001	0.000	0.000	0.097	0.002	0.000	0.000	0.187	0.004	0.000	0.000	0.319	0.007	0.000	0.000
0.000	0.100	0.001	0.000	0.000	0.172	0.003	0.000	0.000	0.361	0.005	0.000	0.000	0.660	0.009	0.000	0.000
0.050	0.182	0.002	0.000	0.000	0.341	0.003	0.000	0.000	0.800	0.006	0.000	0.000	1.608	0.011	0.000	0.000
0.100	0.358	0.002	0.000	0.000	0.760	0.004	0.000	0.000	1.953	0.008	0.000	0.000	3.383	0.014	0.000	0.000
0.150	0.727	0.002	0.000	0.000	1.731	0.006	0.000	0.000	3.170	0.010	0.000	0.000	2.754	0.018	0.000	0.000
0.200	1.337	0.004	0.000	0.000	2.677	0.007	0.000	0.000	2.323	0.013	0.000	0.000	1.554	0.023	0.000	0.000
0.250	1.817	0.005	0.000	0.000	2.311	0.010	0.000	0.000	1.471	0.017	0.000	0.000	0.990	0.030	0.000	0.000
0.300	1.792	0.007	0.000	0.000	1.661	0.013	0.000	0.000	1.041	0.023	0.000	0.000	0.730	0.040	0.001	0.000
0.350	1.541	0.010	0.000	0.000	1.248	0.018	0.000	0.000	0.814	0.031	0.000	0.000	0.591	0.053	0.001	0.000
0.400	1.325	0.014	0.000	0.000	1.003	0.025	0.000	0.000	0.681	0.042	0.000	0.000	0.509	0.073	0.001	0.000
